TEAM 1,TEAM 2,SEED 1,SEED 2,CURRENT ROUND,kp_pre_PRESEASON KADJ EM_DIFF,rppf_RADJ EM_DIFF,kp_pre_KADJ EM CHANGE_DIFF,rppf_pre_RPPF RATING CHANGE RANK_DIFF,kp_pre_PRESEASON KADJ O_DIFF,z_SEED LIST_DIFF,bart_TALENT_DIFF,ap_AP VOTES_DIFF,bart_BADJ O_DIFF,rppf_RADJ O_DIFF,shoot_FARTHER TWOS FG%_DIFF,teamrank_CONSISTENCY TR RATING_DIFF,SEED DIFF,bart_WAB_DIFF
Duke,Michigan,1,1,2,1.75,1.6000000000000014,-0.45000000000000107,0.0,3.9000000000000057,0.0,21.308999999999997,0.0,0.5150000000000006,0.9000000000000057,0.10000000000000142,-1.200000000000001,0,-0.3000000000000007
