YEAR,ROUND,CURRENT ROUND,TEAM NO 1,TEAM 1,SEED 1,SCORE 1,TEAM NO 2,TEAM 2,SEED 2,SCORE 2,TEAM 1 WIN
2025,4,64,1141,Auburn,1,83.0,1145,Alabama St.,16,63.0,1
2025,64,64,1119,Louisville,8,75.0,1134,Creighton,9,89.0,0
2025,16,64,1114,Michigan,5,68.0,1089,UC San Diego,12,65.0,1
2025,32,64,1092,Texas A&M,4,80.0,1080,Yale,13,71.0,1
2025,16,64,1112,Mississippi,6,71.0,1104,North Carolina,11,64.0,1
2025,32,64,1124,Iowa St.,3,82.0,1120,Lipscomb,14,55.0,1
2025,64,64,1118,Marquette,7,66.0,1106,New Mexico,10,75.0,0
2025,8,64,1113,Michigan St.,2,87.0,1139,Bryant,15,62.0,1
2025,1,64,1131,Florida,1,95.0,1105,Norfolk St.,16,69.0,1
2025,32,64,1135,Connecticut,8,67.0,1103,Oklahoma,9,59.0,1
2025,64,64,1115,Memphis,5,70.0,1136,Colorado St.,12,78.0,0
2025,16,64,1117,Maryland,4,81.0,1128,Grand Canyon,13,49.0,1
2025,64,64,1110,Missouri,6,57.0,1133,Drake,11,67.0,0
2025,8,64,1091,Texas Tech,3,82.0,1087,UNC Wilmington,14,72.0,1
2025,64,64,1123,Kansas,7,72.0,1142,Arkansas,10,79.0,0
2025,32,64,1095,St. John's,2,83.0,1107,Nebraska Omaha,15,53.0,1
2025,4,64,1132,Duke,1,93.0,1108,Mount St. Mary's,16,49.0,1
2025,64,64,1111,Mississippi St.,8,72.0,1140,Baylor,9,75.0,0
2025,32,64,1102,Oregon,5,81.0,1121,Liberty,12,52.0,1
2025,16,64,1143,Arizona,4,93.0,1147,Akron,13,65.0,1
2025,16,64,1138,BYU,6,80.0,1084,VCU,11,71.0,1
2025,32,64,1083,Wisconsin,3,85.0,1109,Montana,14,66.0,1
2025,32,64,1098,Saint Mary's,7,59.0,1085,Vanderbilt,10,56.0,1
2025,8,64,1146,Alabama,2,90.0,1100,Robert Morris,15,81.0,1
2025,2,64,1126,Houston,1,78.0,1096,SIU Edwardsville,16,40.0,1
2025,32,64,1129,Gonzaga,8,89.0,1130,Georgia,9,68.0,1
2025,64,64,1137,Clemson,5,67.0,1116,McNeese St.,12,69.0,0
2025,16,64,1101,Purdue,4,75.0,1127,High Point,13,63.0,1
2025,32,64,1125,Illinois,6,86.0,1081,Xavier,11,73.0,1
2025,16,64,1122,Kentucky,3,76.0,1090,Troy,14,57.0,1
2025,32,64,1088,UCLA,7,72.0,1086,Utah St.,10,47.0,1
2025,8,64,1094,Tennessee,2,77.0,1082,Wofford,15,62.0,1
2025,4,32,1141,Auburn,1,82.0,1134,Creighton,9,70.0,1
2025,16,32,1114,Michigan,5,91.0,1092,Texas A&M,4,79.0,1
2025,16,32,1112,Mississippi,6,91.0,1124,Iowa St.,3,78.0,1
2025,32,32,1106,New Mexico,10,63.0,1113,Michigan St.,2,71.0,0
2025,1,32,1131,Florida,1,77.0,1135,Connecticut,8,75.0,1
2025,32,32,1136,Colorado St.,12,71.0,1117,Maryland,4,72.0,0
2025,32,32,1133,Drake,11,64.0,1091,Texas Tech,3,77.0,0
2025,16,32,1142,Arkansas,10,75.0,1095,St. John's,2,66.0,1
2025,4,32,1132,Duke,1,89.0,1140,Baylor,9,66.0,1
2025,32,32,1102,Oregon,5,83.0,1143,Arizona,4,87.0,0
2025,16,32,1138,BYU,6,91.0,1083,Wisconsin,3,89.0,1
2025,32,32,1098,Saint Mary's,7,66.0,1146,Alabama,2,80.0,0
2025,2,32,1126,Houston,1,81.0,1129,Gonzaga,8,76.0,1
2025,32,32,1116,McNeese St.,12,62.0,1101,Purdue,4,76.0,0
2025,32,32,1125,Illinois,6,75.0,1122,Kentucky,3,84.0,0
2025,32,32,1088,UCLA,7,58.0,1094,Tennessee,2,67.0,0
2025,4,16,1141,Auburn,1,78.0,1114,Michigan,5,65.0,1
2025,16,16,1112,Mississippi,6,70.0,1113,Michigan St.,2,73.0,0
2025,1,16,1131,Florida,1,87.0,1117,Maryland,4,71.0,1
2025,8,16,1091,Texas Tech,3,85.0,1142,Arkansas,10,83.0,1
2025,4,16,1132,Duke,1,100.0,1143,Arizona,4,93.0,1
2025,16,16,1138,BYU,6,88.0,1146,Alabama,2,113.0,0
2025,2,16,1126,Houston,1,62.0,1101,Purdue,4,60.0,1
2025,16,16,1122,Kentucky,3,65.0,1094,Tennessee,2,78.0,0
2025,4,8,1141,Auburn,1,70.0,1113,Michigan St.,2,64.0,1
2025,1,8,1131,Florida,1,84.0,1091,Texas Tech,3,79.0,1
2025,4,8,1132,Duke,1,85.0,1146,Alabama,2,65.0,1
2025,2,8,1126,Houston,1,69.0,1094,Tennessee,2,50.0,1
2025,4,4,1141,Auburn,1,73.0,1131,Florida,1,79.0,0
2025,4,4,1132,Duke,1,67.0,1126,Houston,1,70.0,0
2025,1,2,1131,Florida,1,65.0,1126,Houston,1,63.0,1
2024,1,64,1067,Connecticut,1,91.0,1026,Stetson,16,52.0,1
2024,64,64,1060,Florida Atlantic,8,65.0,1036,Northwestern,9,77.0,0
2024,16,64,1029,San Diego St.,5,69.0,1020,UAB,12,65.0,1
2024,64,64,1076,Auburn,4,76.0,1012,Yale,13,78.0,0
2024,64,64,1073,BYU,6,67.0,1062,Duquesne,11,71.0,0
2024,8,64,1054,Illinois,3,85.0,1042,Morehead St.,14,69.0,1
2024,32,64,1015,Washington St.,7,66.0,1064,Drake,10,61.0,1
2024,16,64,1053,Iowa St.,2,82.0,1027,South Dakota St.,15,65.0,1
2024,16,64,1038,North Carolina,1,90.0,1016,Wagner,16,62.0,1
2024,64,64,1044,Mississippi St.,8,51.0,1045,Michigan St.,9,69.0,0
2024,64,64,1032,Saint Mary's,5,66.0,1057,Grand Canyon,12,75.0,0
2024,4,64,1078,Alabama,4,109.0,1070,College of Charleston,13,96.0,1
2024,8,64,1072,Clemson,6,77.0,1039,New Mexico,11,56.0,1
2024,32,64,1075,Baylor,3,92.0,1071,Colgate,14,67.0,1
2024,32,64,1065,Dayton,7,63.0,1040,Nevada,10,60.0,1
2024,16,64,1077,Arizona,2,85.0,1049,Long Beach St.,15,65.0,1
2024,16,64,1056,Houston,1,86.0,1048,Longwood,16,46.0,1
2024,64,64,1041,Nebraska,8,83.0,1022,Texas A&M,9,98.0,0
2024,64,64,1013,Wisconsin,5,61.0,1052,James Madison,12,72.0,0
2024,8,64,1063,Duke,4,64.0,1018,Vermont,13,47.0,1
2024,64,64,1021,Texas Tech,6,67.0,1037,North Carolina St.,11,80.0,0
2024,64,64,1050,Kentucky,3,76.0,1035,Oakland,14,80.0,0
2024,64,64,1061,Florida,7,100.0,1069,Colorado,10,102.0,0
2024,16,64,1047,Marquette,2,87.0,1014,Western Kentucky,15,69.0,1
2024,2,64,1033,Purdue,1,78.0,1058,Grambling St.,16,50.0,1
2024,32,64,1019,Utah St.,8,88.0,1025,TCU,9,72.0,1
2024,16,64,1059,Gonzaga,5,86.0,1046,McNeese St.,12,65.0,1
2024,32,64,1051,Kansas,4,93.0,1030,Samford,13,89.0,1
2024,64,64,1028,South Carolina,6,73.0,1034,Oregon,11,87.0,0
2024,16,64,1066,Creighton,3,77.0,1079,Akron,14,60.0,1
2024,32,64,1023,Texas,7,56.0,1068,Colorado St.,10,44.0,1
2024,8,64,1024,Tennessee,2,83.0,1031,Saint Peter's,15,49.0,1
2024,1,32,1067,Connecticut,1,75.0,1036,Northwestern,9,58.0,1
2024,16,32,1029,San Diego St.,5,85.0,1012,Yale,13,57.0,1
2024,32,32,1062,Duquesne,11,63.0,1054,Illinois,3,89.0,0
2024,32,32,1015,Washington St.,7,56.0,1053,Iowa St.,2,67.0,0
2024,16,32,1038,North Carolina,1,85.0,1045,Michigan St.,9,69.0,1
2024,32,32,1057,Grand Canyon,12,61.0,1078,Alabama,4,72.0,0
2024,8,32,1072,Clemson,6,72.0,1075,Baylor,3,64.0,1
2024,32,32,1065,Dayton,7,68.0,1077,Arizona,2,78.0,0
2024,16,32,1056,Houston,1,100.0,1022,Texas A&M,9,95.0,1
2024,32,32,1052,James Madison,12,55.0,1063,Duke,4,93.0,0
2024,4,32,1037,North Carolina St.,11,79.0,1035,Oakland,14,73.0,1
2024,32,32,1069,Colorado,10,77.0,1047,Marquette,2,81.0,0
2024,2,32,1033,Purdue,1,106.0,1019,Utah St.,8,67.0,1
2024,16,32,1059,Gonzaga,5,89.0,1051,Kansas,4,68.0,1
2024,32,32,1034,Oregon,11,73.0,1066,Creighton,3,86.0,0
2024,32,32,1023,Texas,7,58.0,1024,Tennessee,2,62.0,0
2024,1,16,1067,Connecticut,1,82.0,1029,San Diego St.,5,52.0,1
2024,8,16,1054,Illinois,3,72.0,1053,Iowa St.,2,69.0,1
2024,16,16,1038,North Carolina,1,87.0,1078,Alabama,4,89.0,0
2024,8,16,1072,Clemson,6,77.0,1077,Arizona,2,72.0,1
2024,16,16,1056,Houston,1,51.0,1063,Duke,4,54.0,0
2024,4,16,1037,North Carolina St.,11,67.0,1047,Marquette,2,58.0,1
2024,2,16,1033,Purdue,1,80.0,1059,Gonzaga,5,68.0,1
2024,16,16,1066,Creighton,3,75.0,1024,Tennessee,2,82.0,0
2024,1,8,1067,Connecticut,1,77.0,1054,Illinois,3,52.0,1
2024,4,8,1078,Alabama,4,89.0,1072,Clemson,6,82.0,1
2024,8,8,1063,Duke,4,64.0,1037,North Carolina St.,11,76.0,0
2024,2,8,1033,Purdue,1,72.0,1024,Tennessee,2,66.0,1
2024,1,4,1067,Connecticut,1,86.0,1078,Alabama,4,72.0,1
2024,4,4,1037,North Carolina St.,11,50.0,1033,Purdue,1,63.0,0
2024,1,2,1067,Connecticut,1,75.0,1033,Purdue,1,60.0,1
2023,16,64,1011,Alabama,1,96.0,955,Texas A&M Corpus Chris,16,75.0,1
2023,32,64,979,Maryland,8,67.0,945,West Virginia,9,65.0,1
2023,2,64,961,San Diego St.,5,63.0,1003,College of Charleston,12,57.0,1
2023,64,64,946,Virginia,4,67.0,996,Furman,13,68.0,0
2023,8,64,1001,Creighton,6,72.0,971,North Carolina St.,11,63.0,1
2023,32,64,1006,Baylor,3,74.0,953,UC Santa Barbara,14,56.0,1
2023,32,64,974,Missouri,7,76.0,949,Utah St.,10,65.0,1
2023,64,64,1010,Arizona,2,55.0,965,Princeton,15,59.0,0
2023,64,64,963,Purdue,1,58.0,998,Fairleigh Dickinson,16,63.0,0
2023,64,64,978,Memphis,8,65.0,997,Florida Atlantic,9,66.0,0
2023,32,64,999,Duke,5,74.0,968,Oral Roberts,12,51.0,1
2023,16,64,958,Tennessee,4,58.0,981,Louisiana Lafayette,13,55.0,1
2023,32,64,982,Kentucky,6,61.0,964,Providence,11,53.0,1
2023,8,64,985,Kansas St.,3,77.0,973,Montana St.,14,65.0,1
2023,16,64,976,Michigan St.,7,72.0,950,USC,10,62.0,1
2023,32,64,980,Marquette,2,78.0,947,Vermont,15,61.0,1
2023,16,64,993,Houston,1,63.0,970,Northern Kentucky,16,52.0,1
2023,64,64,988,Iowa,8,75.0,1007,Auburn,9,83.0,0
2023,4,64,977,Miami FL,5,63.0,1000,Drake,12,56.0,1
2023,32,64,990,Indiana,4,71.0,983,Kent St.,13,60.0,1
2023,64,64,987,Iowa St.,6,41.0,966,Pittsburgh,11,59.0,0
2023,16,64,944,Xavier,3,72.0,984,Kennesaw St.,14,67.0,1
2023,64,64,956,Texas A&M,7,59.0,967,Penn St.,10,76.0,0
2023,8,64,957,Texas ,2,81.0,1004,Colgate,15,61.0,1
2023,32,64,986,Kansas,1,96.0,992,Howard,16,68.0,1
2023,16,64,1008,Arkansas,8,73.0,991,Illinois,9,63.0,1
2023,32,64,962,Saint Mary's,5,63.0,948,VCU,12,51.0,1
2023,1,64,1002,Connecticut,4,87.0,989,Iona,13,63.0,1
2023,32,64,959,TCU,6,72.0,1009,Arizona St.,11,70.0,1
2023,8,64,995,Gonzaga,3,82.0,994,Grand Canyon,14,70.0,1
2023,32,64,969,Northwestern,7,75.0,1005,Boise St.,10,67.0,1
2023,16,64,952,UCLA,2,86.0,951,UNC Asheville,15,53.0,1
2023,16,32,1011,Alabama,1,73.0,979,Maryland,8,51.0,1
2023,2,32,961,San Diego St.,5,75.0,996,Furman,13,52.0,1
2023,8,32,1001,Creighton,6,85.0,1006,Baylor,3,76.0,1
2023,32,32,974,Missouri,7,63.0,965,Princeton,15,78.0,0
2023,32,32,998,Fairleigh Dickinson,16,70.0,997,Florida Atlantic,9,78.0,0
2023,32,32,999,Duke,5,52.0,958,Tennessee,4,65.0,0
2023,32,32,982,Kentucky,6,69.0,985,Kansas St.,3,75.0,0
2023,16,32,976,Michigan St.,7,69.0,980,Marquette,2,60.0,1
2023,16,32,993,Houston,1,81.0,1007,Auburn,9,64.0,1
2023,4,32,977,Miami FL,5,85.0,990,Indiana,4,69.0,1
2023,32,32,966,Pittsburgh,11,73.0,944,Xavier,3,84.0,0
2023,32,32,967,Penn St.,10,66.0,957,Texas ,2,71.0,0
2023,32,32,986,Kansas,1,71.0,1008,Arkansas,8,72.0,0
2023,32,32,962,Saint Mary's,5,55.0,1002,Connecticut,4,70.0,0
2023,32,32,959,TCU,6,81.0,995,Gonzaga,3,84.0,0
2023,32,32,969,Northwestern,7,63.0,952,UCLA,2,68.0,0
2023,16,16,1011,Alabama,1,64.0,961,San Diego St.,5,71.0,0
2023,8,16,1001,Creighton,6,86.0,965,Princeton,15,75.0,1
2023,4,16,997,Florida Atlantic,9,62.0,958,Tennessee,4,55.0,1
2023,8,16,985,Kansas St.,3,98.0,976,Michigan St.,7,93.0,1
2023,16,16,993,Houston,1,75.0,977,Miami FL,5,89.0,0
2023,16,16,944,Xavier,3,71.0,957,Texas ,2,83.0,0
2023,16,16,1008,Arkansas,8,65.0,1002,Connecticut,4,88.0,0
2023,8,16,995,Gonzaga,3,79.0,952,UCLA,2,76.0,1
2023,2,8,961,San Diego St.,5,57.0,1001,Creighton,6,56.0,1
2023,4,8,997,Florida Atlantic,9,79.0,985,Kansas St.,3,76.0,1
2023,4,8,977,Miami FL,5,88.0,957,Texas ,2,81.0,1
2023,1,8,1002,Connecticut,4,82.0,995,Gonzaga,3,54.0,1
2023,2,4,961,San Diego St.,5,72.0,997,Florida Atlantic,9,71.0,1
2023,4,4,977,Miami FL,5,59.0,1002,Connecticut,4,72.0,0
2023,2,2,961,San Diego St.,5,59.0,1002,Connecticut,4,76.0,0
2022,16,64,925,Gonzaga,1,93.0,926,Georgia St.,16,72.0,1
2022,64,64,937,Boise St.,8,53.0,912,Memphis,9,64.0,0
2022,64,64,931,Connecticut,5,63.0,906,New Mexico St.,12,70.0,0
2022,8,64,940,Arkansas,4,75.0,882,Vermont,13,71.0,1
2022,64,64,942,Alabama,6,64.0,903,Notre Dame,11,78.0,0
2022,16,64,886,Texas Tech,3,97.0,908,Montana St.,14,62.0,1
2022,32,64,909,Michigan St.,7,74.0,929,Davidson,10,73.0,1
2022,4,64,927,Duke,2,78.0,935,Cal St. Fullerton,15,61.0,1
2022,32,64,938,Baylor,1,85.0,905,Norfolk St.,16,49.0,1
2022,2,64,904,North Carolina,8,95.0,913,Marquette,9,63.0,1
2022,32,64,897,Saint Mary's,5,82.0,922,Indiana,12,53.0,1
2022,16,64,884,UCLA,4,57.0,943,Akron,13,53.0,1
2022,32,64,889,Texas,6,81.0,880,Virginia Tech,11,73.0,1
2022,16,64,900,Purdue,3,78.0,876,Yale,14,56.0,1
2022,32,64,907,Murray St.,7,92.0,894,San Francisco,10,87.0,1
2022,64,64,917,Kentucky,2,79.0,896,Saint Peter's,15,85.0,0
2022,16,64,941,Arizona,1,87.0,878,Wright St.,16,70.0,1
2022,64,64,893,Seton Hall,8,42.0,891,TCU,9,69.0,0
2022,8,64,924,Houston,5,82.0,885,UAB,12,68.0,1
2022,32,64,923,Illinois,4,54.0,934,Chattanooga,13,53.0,1
2022,64,64,932,Colorado St.,6,63.0,910,Michigan,11,75.0,0
2022,32,64,890,Tennessee,3,88.0,916,Longwood,14,56.0,1
2022,32,64,902,Ohio St.,7,54.0,915,Loyola Chicago,10,41.0,1
2022,4,64,881,Villanova,2,80.0,928,Delaware,15,60.0,1
2022,1,64,918,Kansas,1,83.0,887,Texas Southern,16,56.0,1
2022,64,64,895,San Diego St.,8,69.0,930,Creighton,9,72.0,0
2022,64,64,921,Iowa,5,63.0,899,Richmond,12,67.0,0
2022,16,64,901,Providence,4,66.0,892,South Dakota St.,13,57.0,1
2022,64,64,914,LSU,6,54.0,920,Iowa St.,11,59.0,0
2022,32,64,879,Wisconsin,3,67.0,933,Colgate,14,60.0,1
2022,64,64,883,USC,7,66.0,911,Miami FL,10,68.0,0
2022,32,64,939,Auburn,2,80.0,919,Jacksonville St.,15,61.0,1
2022,16,32,925,Gonzaga,1,82.0,912,Memphis,9,78.0,1
2022,32,32,906,New Mexico St.,12,48.0,940,Arkansas,4,53.0,0
2022,32,32,903,Notre Dame,11,53.0,886,Texas Tech,3,59.0,0
2022,32,32,909,Michigan St.,7,76.0,927,Duke,2,85.0,0
2022,32,32,938,Baylor,1,86.0,904,North Carolina,8,93.0,0
2022,32,32,897,Saint Mary's,5,56.0,884,UCLA,4,72.0,0
2022,32,32,889,Texas,6,71.0,900,Purdue,3,81.0,0
2022,32,32,907,Murray St.,7,60.0,896,Saint Peter's,15,70.0,0
2022,16,32,941,Arizona,1,85.0,891,TCU,9,80.0,1
2022,8,32,924,Houston,5,68.0,923,Illinois,4,53.0,1
2022,16,32,910,Michigan,11,76.0,890,Tennessee,3,68.0,1
2022,32,32,902,Ohio St.,7,61.0,881,Villanova,2,71.0,0
2022,1,32,918,Kansas,1,79.0,930,Creighton,9,72.0,1
2022,32,32,899,Richmond,12,51.0,901,Providence,4,79.0,0
2022,16,32,920,Iowa St.,11,54.0,879,Wisconsin,3,49.0,1
2022,8,32,911,Miami FL,10,79.0,939,Auburn,2,61.0,1
2022,16,16,925,Gonzaga,1,68.0,940,Arkansas,4,74.0,0
2022,16,16,886,Texas Tech,3,73.0,927,Duke,2,78.0,0
2022,2,16,904,North Carolina,8,73.0,884,UCLA,4,66.0,1
2022,16,16,900,Purdue,3,64.0,896,Saint Peter's,15,67.0,0
2022,16,16,941,Arizona,1,60.0,924,Houston,5,72.0,0
2022,16,16,910,Michigan,11,55.0,881,Villanova,2,63.0,0
2022,1,16,918,Kansas,1,66.0,901,Providence,4,61.0,1
2022,16,16,920,Iowa St.,11,56.0,911,Miami FL,10,70.0,0
2022,8,8,940,Arkansas,4,69.0,927,Duke,2,78.0,0
2022,2,8,904,North Carolina,8,69.0,896,Saint Peter's,15,49.0,1
2022,8,8,924,Houston,5,44.0,881,Villanova,2,50.0,0
2022,1,8,918,Kansas,1,76.0,911,Miami FL,10,50.0,1
2022,4,4,927,Duke,2,77.0,904,North Carolina,8,81.0,0
2022,4,4,881,Villanova,2,65.0,918,Kansas,1,81.0,0
2022,2,2,904,North Carolina,8,69.0,918,Kansas,1,72.0,0
2021,2,64,856,Gonzaga,1,98.0,839,Norfolk St.,16,55.0,1
2021,32,64,834,Oklahoma,8,72.0,842,Missouri,9,68.0,1
2021,16,64,864,Creighton,5,63.0,820,UC Santa Barbara,12,62.0,1
2021,64,64,813,Virginia,4,58.0,836,Ohio,13,62.0,0
2021,8,64,817,USC,6,72.0,863,Drake,11,56.0,1
2021,32,64,849,Kansas,3,93.0,861,Eastern Washington,14,84.0,1
2021,32,64,850,Iowa,2,86.0,855,Grand Canyon,15,74.0,1
2021,8,64,844,Michigan,1,82.0,822,Texas Southern,16,66.0,1
2021,32,64,846,LSU,8,76.0,826,St. Bonaventure,9,61.0,1
2021,32,64,866,Colorado,5,96.0,858,Georgetown,12,73.0,1
2021,16,64,859,Florida St.,4,64.0,818,UNC Greensboro,13,54.0,1
2021,64,64,870,BYU,6,62.0,819,UCLA,11,73.0,0
2021,64,64,823,Texas,3,52.0,875,Abilene Christian,14,53.0,0
2021,64,64,865,Connecticut,7,54.0,845,Maryland,10,63.0,0
2021,16,64,874,Alabama,2,68.0,851,Iona,15,55.0,1
2021,1,64,871,Baylor,1,79.0,854,Hartford,16,55.0,1
2021,64,64,838,North Carolina,8,62.0,808,Wisconsin,9,85.0,0
2021,16,64,814,Villanova,5,73.0,809,Winthrop,12,63.0,1
2021,64,64,829,Purdue,4,69.0,837,North Texas,13,78.0,0
2021,32,64,821,Texas Tech,6,65.0,816,Utah St.,11,53.0,1
2021,8,64,872,Arkansas,3,85.0,867,Colgate,14,68.0,1
2021,32,64,860,Florida,7,75.0,812,Virginia Tech,10,70.0,1
2021,64,64,835,Ohio St.,2,72.0,832,Oral Roberts,15,75.0,0
2021,32,64,852,Illinois,1,78.0,862,Drexel,16,49.0,1
2021,16,64,847,Loyola Chicago,8,71.0,857,Georgia Tech,9,60.0,1
2021,64,64,824,Tennessee,5,56.0,830,Oregon St.,12,70.0,0
2021,32,64,833,Oklahoma St.,4,69.0,848,Liberty,13,60.0,1
2021,64,64,827,San Diego St.,6,62.0,825,Syracuse,11,78.0,0
2021,32,64,811,West Virginia,3,84.0,841,Morehead St.,14,67.0,1
2021,64,64,869,Clemson,7,56.0,828,Rutgers,10,60.0,0
2021,4,64,853,Houston,2,87.0,868,Cleveland St.,15,56.0,1
2021,2,32,856,Gonzaga,1,87.0,834,Oklahoma,8,71.0,1
2021,16,32,864,Creighton,5,72.0,836,Ohio,13,58.0,1
2021,8,32,817,USC,6,85.0,849,Kansas,3,51.0,1
2021,16,32,831,Oregon,7,95.0,850,Iowa,2,80.0,1
2021,8,32,844,Michigan,1,86.0,846,LSU,8,78.0,1
2021,32,32,866,Colorado,5,53.0,859,Florida St.,4,71.0,0
2021,4,32,819,UCLA,11,67.0,875,Abilene Christian,14,47.0,1
2021,32,32,845,Maryland,10,77.0,874,Alabama,2,96.0,0
2021,1,32,871,Baylor,1,76.0,808,Wisconsin,9,63.0,1
2021,16,32,814,Villanova,5,84.0,837,North Texas,13,61.0,1
2021,32,32,821,Texas Tech,6,66.0,872,Arkansas,3,68.0,0
2021,32,32,860,Florida,7,78.0,832,Oral Roberts,15,81.0,0
2021,32,32,852,Illinois,1,58.0,847,Loyola Chicago,8,71.0,0
2021,8,32,830,Oregon St.,12,80.0,833,Oklahoma St.,4,70.0,1
2021,16,32,825,Syracuse,11,75.0,811,West Virginia,3,72.0,1
2021,32,32,828,Rutgers,10,60.0,853,Houston,2,63.0,0
2021,2,16,856,Gonzaga,1,83.0,864,Creighton,5,65.0,1
2021,8,16,817,USC,6,82.0,831,Oregon,7,68.0,1
2021,8,16,844,Michigan,1,76.0,859,Florida St.,4,58.0,1
2021,4,16,819,UCLA,11,88.0,874,Alabama,2,78.0,1
2021,1,16,871,Baylor,1,62.0,814,Villanova,5,51.0,1
2021,8,16,872,Arkansas,3,72.0,832,Oral Roberts,15,70.0,1
2021,16,16,847,Loyola Chicago,8,58.0,830,Oregon St.,12,65.0,0
2021,16,16,825,Syracuse,11,46.0,853,Houston,2,62.0,0
2021,2,8,856,Gonzaga,1,85.0,817,USC,6,66.0,1
2021,8,8,844,Michigan,1,49.0,819,UCLA,11,51.0,0
2021,1,8,871,Baylor,1,81.0,872,Arkansas,3,72.0,1
2021,8,8,830,Oregon St.,12,61.0,853,Houston,2,67.0,0
2021,2,4,856,Gonzaga,1,93.0,819,UCLA,11,90.0,1
2021,1,4,871,Baylor,1,78.0,853,Houston,2,59.0,1
2021,2,2,856,Gonzaga,1,70.0,871,Baylor,1,86.0,0
2019,8,64,798,Duke,1,85.0,768,North Dakota St.,16,62.0,1
2019,64,64,748,VCU,8,58.0,750,UCF,9,73.0,0
2019,64,64,775,Mississippi St.,5,76.0,784,Liberty,12,80.0,0
2019,16,64,744,Virginia Tech,4,66.0,759,Saint Louis,13,52.0,1
2019,32,64,780,Maryland,6,79.0,803,Belmont,11,77.0,1
2019,16,64,782,LSU,3,79.0,740,Yale,14,74.0,1
2019,64,64,783,Louisville,7,76.0,777,Minnesota,10,86.0,0
2019,4,64,778,Michigan St.,2,76.0,802,Bradley,15,65.0,1
2019,8,64,792,Gonzaga,1,87.0,797,Fairleigh Dickinson,16,49.0,1
2019,64,64,755,Syracuse,8,69.0,804,Baylor,9,78.0,0
2019,64,64,781,Marquette,5,64.0,773,Murray St.,12,83.0,0
2019,16,64,795,Florida St.,4,76.0,747,Vermont,13,69.0,1
2019,32,64,801,Buffalo,6,91.0,806,Arizona St.,11,74.0,1
2019,2,64,752,Texas Tech,3,72.0,766,Northern Kentucky,14,57.0,1
2019,64,64,772,Nevada,7,61.0,796,Florida,10,70.0,0
2019,16,64,779,Michigan,2,74.0,774,Montana,15,55.0,1
2019,1,64,745,Virginia,1,71.0,794,Gardner Webb,16,56.0,1
2019,64,64,776,Mississippi,8,72.0,764,Oklahoma,9,95.0,0
2019,64,64,742,Wisconsin,5,54.0,762,Oregon,12,72.0,0
2019,64,64,786,Kansas St.,4,64.0,751,UC Irvine,13,70.0,0
2019,32,64,746,Villanova,6,61.0,758,Saint Mary's,11,57.0,1
2019,8,64,760,Purdue,3,61.0,763,Old Dominion,14,48.0,1
2019,64,64,800,Cincinnati,7,72.0,789,Iowa,10,79.0,0
2019,16,64,753,Tennessee,2,77.0,799,Colgate,15,70.0,1
2019,16,64,770,North Carolina,1,88.0,790,Iona,16,73.0,1
2019,64,64,749,Utah St.,8,61.0,743,Washington,9,78.0,0
2019,4,64,805,Auburn,5,78.0,771,New Mexico St.,12,77.0,1
2019,32,64,787,Kansas,4,87.0,767,Northeastern,13,52.0,1
2019,64,64,788,Iowa St.,6,59.0,765,Ohio St.,11,62.0,0
2019,16,64,791,Houston,3,84.0,793,Georgia St.,14,55.0,1
2019,32,64,741,Wofford,7,84.0,757,Seton Hall,10,68.0,1
2019,8,64,785,Kentucky,2,79.0,807,Abilene Christian,15,44.0,1
2019,8,32,798,Duke,1,77.0,750,UCF,9,76.0,1
2019,32,32,784,Liberty,12,58.0,744,Virginia Tech,4,67.0,0
