YEAR,TEAM NO,TEAM,SEED,ROUND,Z RATING RANK,SEED LIST,Z RATING,TYPE
2018,710,Michigan,3,2,12,11,15.49,NEW
2018,709,Michigan St.,3,32,5,9,17.25,NEW
2018,708,Missouri,8,64,31,32,11.82,NEW
2018,707,Montana,14,64,50,56,8.53,NEW
2018,706,Murray St.,12,64,48,50,9,NEW
2018,705,Nevada,7,16,38,27,10.52,NEW
2018,704,New Mexico St.,12,64,30,47,11.95,NEW
2018,703,North Carolina,2,32,6,5,17.2,NEW
2018,702,North Carolina Central,16,68,68,67,3.07,NEW
2018,701,North Carolina St.,9,64,33,37,11.72,NEW
2018,700,Ohio St.,5,32,11,20,15.55,NEW
2018,699,Oklahoma,10,64,37,40,10.7,NEW
2018,698,Penn,16,64,55,64,7.85,NEW
2018,697,Providence,10,64,28,35,12.66,NEW
2018,696,Purdue,2,16,2,7,18.85,NEW
2018,695,Radford,16,64,64,65,6.05,NEW
2018,694,Rhode Island,7,32,44,28,9.62,NEW
2018,693,San Diego St.,11,64,42,45,10.02,NEW
2018,692,Seton Hall,8,32,18,29,14.31,NEW
2018,691,South Dakota St.,12,64,54,49,7.89,NEW
2018,690,St. Bonaventure,11,64,49,42,8.77,NEW
2018,689,Stephen F. Austin,14,64,59,58,7.04,NEW
2018,688,Syracuse,11,16,35,44,11.41,NEW
2018,687,TCU,6,64,21,24,14.1,NEW
2018,686,Tennessee,3,32,16,10,14.56,NEW
2018,685,Texas,10,64,26,39,12.76,NEW
2018,684,Texas A&M,7,16,17,25,14.41,NEW
2018,683,Texas Southern,16,64,66,68,4.89,NEW
2018,682,Texas Tech,3,8,10,12,15.82,NEW
2018,681,UCLA,11,68,56,41,7.76,NEW
2018,680,UMBC,16,32,60,63,6.89,NEW
2018,679,UNC Greensboro,13,64,47,52,9.44,NEW
2018,678,Villanova,1,1,1,2,19.92,NEW
2018,677,Virginia,1,64,4,1,17.39,NEW
2018,676,Virginia Tech,8,64,22,31,13.74,NEW
2018,675,West Virginia,5,16,8,18,16.35,NEW
2018,674,Wichita St.,4,64,24,14,13.28,NEW
2018,673,Wright St.,14,64,61,57,6.56,NEW
2018,672,Xavier,1,32,15,4,14.84,NEW
2017,671,Arizona,2,16,30,6,13.02,NEW
2017,670,Arkansas,8,32,40,31,11.38,NEW
2017,669,Baylor,3,16,4,12,18.07,NEW
2017,668,Bucknell,13,64,53,51,8.11,NEW
2017,667,Butler,4,16,29,13,13.24,NEW
2017,666,Cincinnati,6,32,23,22,14.01,NEW
2017,665,Creighton,6,64,13,24,16.2,NEW
2017,664,Dayton,7,64,42,28,10.82,NEW
2017,663,Duke,2,32,5,7,17.89,NEW
2017,662,East Tennessee St.,13,64,49,52,8.55,NEW
2017,661,Florida,4,8,10,14,17.03,NEW
2017,660,Florida Gulf Coast,14,64,56,56,7.36,NEW
2017,659,Florida St.,3,32,21,10,14.57,NEW
2017,658,Gonzaga,1,2,18,4,15.02,NEW
2017,657,Iona,14,64,58,58,7.07,NEW
2017,656,Iowa St.,5,32,11,20,16.82,NEW
2017,655,Jacksonville St.,15,64,66,61,5.02,NEW
2017,654,Kansas,1,8,6,2,17.7,NEW
2017,653,Kansas St.,11,64,17,46,15.11,NEW
2017,652,Kent St.,14,64,59,57,6.98,NEW
2017,651,Kentucky,2,8,12,5,16.81,NEW
2017,650,Louisville,2,32,2,8,19.25,NEW
2017,649,Marquette,10,64,24,39,13.85,NEW
2017,648,Maryland,6,64,44,23,9.94,NEW
2017,647,Miami FL,8,64,34,30,12.61,NEW
2017,646,Michigan,7,16,20,27,14.87,NEW
2017,645,Michigan St.,9,32,36,35,12.17,NEW
2017,644,Middle Tennessee,12,32,45,48,9.55,NEW
2017,643,Minnesota,5,64,31,18,12.88,NEW
2017,642,Mount St. Mary's,16,64,62,68,5.84,NEW
2017,641,Nevada,12,64,50,47,8.54,NEW
2017,640,New Mexico St.,14,64,47,55,8.83,NEW
2017,639,New Orleans,16,68,65,67,5.15,NEW
2017,638,North Carolina,1,1,1,3,21,NEW
2017,637,North Carolina Central,16,68,57,66,7.32,NEW
2017,636,North Dakota,15,64,61,62,6.23,NEW
2017,635,Northern Kentucky,15,64,64,59,5.19,NEW
2017,634,Northwestern,8,32,32,32,12.69,NEW
2017,633,Notre Dame,5,32,16,19,15.32,NEW
2017,632,Oklahoma St.,10,64,19,37,14.97,NEW
2017,631,Oregon,3,4,25,9,13.63,NEW
2017,630,Princeton,12,64,52,50,8.3,NEW
2017,629,Providence,11,68,39,42,11.84,NEW
2017,628,Purdue,4,16,15,16,15.33,NEW
2017,627,Rhode Island,11,32,43,44,10.55,NEW
2017,626,Saint Mary's,7,32,27,25,13.49,NEW
2017,625,Seton Hall,9,64,37,34,12.15,NEW
2017,624,SMU,6,64,14,21,15.99,NEW
2017,623,South Carolina,7,4,33,26,12.69,NEW
2017,622,South Dakota St.,16,64,67,64,4.64,NEW
2017,621,Texas Southern,16,64,63,63,5.57,NEW
2017,620,Troy,15,64,60,60,6.32,NEW
2017,619,UC Davis,16,64,68,65,4.55,NEW
2017,618,UCLA,3,16,26,11,13.6,NEW
2017,617,UNC Wilmington,12,64,54,49,7.97,NEW
2017,616,USC,11,32,51,45,8.41,NEW
2017,615,Vanderbilt,9,64,35,33,12.49,NEW
2017,614,VCU,10,64,46,40,9.17,NEW
2017,613,Vermont,13,64,48,53,8.73,NEW
2017,612,Villanova,1,32,3,1,19.13,NEW
2017,611,Virginia,5,32,8,17,17.63,NEW
2017,610,Virginia Tech,9,64,38,36,11.98,NEW
2017,609,Wake Forest,11,68,41,43,11.26,NEW
2017,608,West Virginia,4,16,7,15,17.65,NEW
2017,607,Wichita St.,10,32,22,38,14.07,NEW
2017,606,Winthrop,13,64,55,54,7.83,NEW
2017,605,Wisconsin,8,16,9,29,17.42,NEW
2017,604,Xavier,11,8,28,41,13.34,NEW
2016,603,Arizona,6,64,27,23,12.57,NEW
2016,602,Austin Peay,16,64,68,63,4.18,NEW
2016,601,Baylor,5,64,12,20,15.89,NEW
2016,600,Buffalo,14,64,64,56,5.05,NEW
2016,599,Butler,9,32,25,34,12.84,NEW
2016,598,Cal St. Bakersfield,15,64,55,60,7.47,NEW
2016,597,California,4,64,23,14,13.03,NEW
2016,596,Chattanooga,12,64,56,47,7.27,NEW
2016,595,Cincinnati,9,64,29,35,12.47,NEW
2016,594,Colorado,8,64,37,30,10.73,NEW
2016,593,Connecticut,9,32,34,36,11.92,NEW
2016,592,Dayton,7,64,50,26,8.92,NEW
2016,591,Duke,4,16,24,13,12.93,NEW
2016,590,Fairleigh Dickinson,16,68,66,66,4.67,NEW
2016,589,Florida Gulf Coast,16,64,67,65,4.32,NEW
2016,588,Fresno St.,14,64,54,57,7.88,NEW
2016,587,Gonzaga,11,16,39,44,10.49,NEW
2016,586,Green Bay,14,64,58,55,6.6,NEW
2016,585,Hampton,16,64,65,64,4.94,NEW
2016,584,Hawaii,13,32,47,52,9.23,NEW
2016,583,Holy Cross,16,64,63,68,5.14,NEW
2016,582,Indiana,5,16,26,17,12.81,NEW
2016,581,Iona,13,64,53,54,8.2,NEW
2016,580,Iowa,7,32,15,27,14.71,NEW
2016,579,Iowa St.,4,16,10,16,16.45,NEW
2016,578,Kansas,1,8,3,1,18.51,NEW
2016,577,Kentucky,4,32,13,15,15.39,NEW
2016,576,Little Rock,12,32,51,48,8.56,NEW
2016,575,Maryland,5,16,22,19,13.09,NEW
2016,574,Miami FL,3,16,11,10,15.93,NEW
2016,573,Michigan,11,64,32,42,12.15,NEW
2016,572,Michigan St.,2,64,6,5,17.25,NEW
2016,571,Middle Tennessee,15,32,57,59,6.89,NEW
2016,570,North Carolina,1,2,2,2,18.88,NEW
2016,569,Northern Iowa,11,32,49,46,8.96,NEW
2016,568,Notre Dame,6,8,41,22,10.29,NEW
2016,567,Oklahoma,2,4,8,6,16.56,NEW
2016,566,Oregon,1,8,31,4,12.3,NEW
2016,565,Oregon St.,7,64,35,28,11.45,NEW
2016,564,Pittsburgh,10,64,18,37,13.43,NEW
2016,563,Providence,9,32,30,33,12.4,NEW
2016,562,Purdue,5,64,9,18,16.46,NEW
2016,561,Saint Joseph's,8,32,45,32,9.74,NEW
2016,560,Seton Hall,6,64,19,24,13.41,NEW
2016,559,South Dakota St.,12,64,52,50,8.22,NEW
2016,558,Southern,16,68,62,67,5.23,NEW
2016,557,Stephen F. Austin,14,32,46,58,9.3,NEW
2016,556,Stony Brook,13,64,42,53,10.25,NEW
2016,555,Syracuse,10,4,20,39,13.29,NEW
2016,554,Temple,10,64,48,38,9.18,NEW
2016,553,Texas,6,64,16,21,13.74,NEW
2016,552,Texas A&M,3,16,14,12,14.85,NEW
2016,551,Texas Tech,8,64,33,29,12.07,NEW
2016,550,Tulsa,11,68,44,45,9.74,NEW
2016,549,UNC Asheville,15,64,61,61,5.39,NEW
2016,548,UNC Wilmington,13,64,59,51,6.54,NEW
2016,547,USC,8,64,43,31,9.8,NEW
2016,546,Utah,3,32,28,11,12.5,NEW
2016,545,Vanderbilt,11,68,17,41,13.63,NEW
2016,544,VCU,10,32,38,40,10.68,NEW
2016,543,Villanova,2,1,1,7,19.15,NEW
2016,542,Virginia,1,8,5,3,18.14,NEW
2016,541,Weber St.,15,64,60,62,5.92,NEW
2016,540,West Virginia,3,64,4,9,18.2,NEW
2016,539,Wichita St.,11,32,21,43,13.09,NEW
2016,538,Wisconsin,7,16,40,25,10.47,NEW
2016,537,Xavier,2,32,7,8,17.12,NEW
2016,536,Yale,12,32,36,49,10.93,NEW
2015,535,Albany,14,64,60,58,6.22,NEW
2015,534,Arizona,2,8,6,6,17.89,NEW
2015,533,Arkansas,5,32,41,18,10.05,NEW
2015,532,Baylor,3,64,15,10,15.45,NEW
2015,531,Belmont,15,64,63,60,5.91,NEW
2015,530,Boise St.,11,68,42,45,9.55,NEW
2015,529,Buffalo,12,64,49,48,7.87,NEW
2015,528,Butler,6,32,8,23,16.4,NEW
2015,527,BYU,11,68,39,44,10.18,NEW
2015,526,Cincinnati,8,32,48,29,7.92,NEW
2015,525,Coastal Carolina,16,64,55,64,7.21,NEW
2015,524,Davidson,10,64,35,38,10.7,NEW
2015,523,Dayton,11,32,37,46,10.27,NEW
2015,522,Duke,1,1,1,3,21.06,NEW
2015,521,Eastern Washington,13,64,57,53,6.65,NEW
2015,520,Georgetown,4,32,23,16,14.16,NEW
2015,519,Georgia,10,64,33,40,10.89,NEW
2015,518,Georgia St.,14,32,45,55,8.95,NEW
2015,517,Gonzaga,2,8,12,7,15.89,NEW
2015,516,Hampton,16,64,68,68,3.56,NEW
2015,515,Harvard,13,64,46,52,8.49,NEW
2015,514,Indiana,10,64,44,37,9.15,NEW
2015,513,Iowa,7,32,18,27,15.09,NEW
2015,512,Iowa St.,3,64,20,9,14.8,NEW
2015,511,Kansas,2,32,27,8,12.77,NEW
2015,510,kentucky,1,4,4,1,19.57,NEW
2015,509,Lafayette,16,64,65,63,5.63,NEW
2015,508,Louisville,4,8,17,15,15.2,NEW
2015,507,LSU,9,64,47,35,8.15,NEW
2015,506,Manhattan,16,68,58,67,6.58,NEW
2015,505,Maryland,4,32,31,14,11.67,NEW
2015,504,Michigan St.,7,4,14,25,15.66,NEW
2015,503,Mississippi,11,64,43,43,9.51,NEW
2015,502,New Mexico St.,15,64,54,59,7.33,NEW
2015,501,North Carolina,4,16,7,13,17.34,NEW
2015,500,North Carolina St.,8,16,40,31,10.17,NEW
2015,499,North Dakota St.,15,64,64,62,5.65,NEW
2015,498,North Florida,16,68,59,65,6.3,NEW
2015,497,Northeastern,14,64,61,56,6.09,NEW
2015,496,Northern Iowa,5,32,29,20,12.23,NEW
2015,495,Notre Dame,3,8,11,12,15.95,NEW
2015,494,Ohio St.,10,32,10,39,16.35,NEW
2015,493,Oklahoma,3,16,13,11,15.72,NEW
2015,492,Oklahoma St.,9,64,26,34,13.23,NEW
2015,491,Oregon,8,32,51,30,7.59,NEW
2015,490,Providence,6,64,21,22,14.42,NEW
2015,489,Purdue,9,64,30,36,12.06,NEW
2015,488,Robert Morris,16,64,62,66,5.97,NEW
2015,487,San Diego St.,8,32,36,32,10.51,NEW
2015,486,SMU,6,64,25,21,13.43,NEW
2015,485,St. John's,9,64,24,33,13.94,NEW
2015,484,Stephen F. Austin,12,64,34,50,10.86,NEW
2015,483,Texas,11,64,9,41,16.35,NEW
2015,482,Texas Southern,15,64,67,61,4.84,NEW
2015,481,UAB,14,32,66,57,4.93,NEW
2015,480,UC Irvine,13,64,53,54,7.38,NEW
2015,479,UCLA,11,16,32,42,11.21,NEW
2015,478,Utah,5,16,16,17,15.4,NEW
2015,477,Valparaiso,13,64,52,51,7.44,NEW
2015,476,VCU,7,64,38,28,10.23,NEW
2015,475,Villanova,1,32,5,2,19.32,NEW
2015,474,Virginia,2,32,3,5,20.89,NEW
2015,473,West Virginia,5,16,19,19,15.09,NEW
2015,472,Wichita St.,7,16,22,26,14.17,NEW
2015,471,Wisconsin,1,2,2,4,20.96,NEW
2015,470,Wofford,12,64,50,49,7.79,NEW
2015,469,Wyoming,12,64,56,47,7.21,NEW
2015,468,Xavier,6,16,28,24,12.56,NEW
2026,1215,Akron,12,0,42,48,14.15,OLD
2026,1214,Alabama,4,0,15,14,19.47,OLD
2026,1213,Arizona,1,0,1,2,24.63,OLD
2026,1212,Arkansas,4,0,21,16,18.76,OLD
2026,1211,BYU,6,0,30,24,16.62,OLD
2026,1210,Cal Baptist,13,0,58,51,9.39,OLD
2026,1209,Clemson,8,0,35,29,15.73,OLD
2026,1208,Connecticut,2,0,11,6,21.05,OLD
2026,1207,Duke,1,0,3,1,23.51,OLD
2026,1206,Florida,1,0,4,4,22.73,OLD
2026,1205,Furman,15,0,61,61,9.15,OLD
2026,1204,Georgia,8,0,29,32,16.63,OLD
2026,1203,Gonzaga,3,0,16,11,19.31,OLD
2026,1202,Hawaii,13,0,52,54,10.9,OLD
2026,1201,High Point,12,0,49,50,11.82,OLD
2026,1200,Hofstra,13,0,51,52,11.23,OLD
2026,1199,Houston,2,0,5,5,22.73,OLD
2026,1198,Howard,16,0,56,65,9.45,OLD
2026,1197,Idaho,15,0,57,60,9.4,OLD
2026,1196,Illinois,3,0,12,10,21.04,OLD
2026,1195,Iowa,9,0,31,36,16.07,OLD
2026,1194,Iowa St.,2,0,8,7,21.35,OLD
2026,1193,Kansas,4,0,17,15,19.29,OLD
2026,1192,Kennesaw St.,14,0,62,58,9.11,OLD
2026,1191,Kentucky,7,0,28,25,16.82,OLD
2026,1190,Lehigh,16,0,68,67,7.54,OLD
2026,1189,LIU Brooklyn,16,0,66,64,8.29,OLD
2026,1188,Louisville,6,0,13,23,20.54,OLD
2026,1187,McNeese St.,12,0,48,47,11.86,OLD
2026,1186,Miami FL,7,0,39,27,14.66,OLD
2026,1185,Miami OH,11,0,47,44,12.24,OLD
2026,1184,Michigan,1,0,2,3,24.14,OLD
2026,1183,Michigan St.,3,0,6,9,21.78,OLD
2026,1182,Missouri,10,0,40,39,14.4,OLD
2026,1181,Nebraska,4,0,10,13,21.25,OLD
2026,1180,North Carolina,6,0,32,22,16.03,OLD
2026,1179,North Carolina St.,11,0,26,41,16.98,OLD
2026,1178,North Dakota St.,14,0,55,55,9.74,OLD
2026,1177,Northern Iowa,12,0,50,49,11.41,OLD
2026,1176,Ohio St.,8,0,23,31,18.24,OLD
2026,1175,Penn,14,0,63,56,9.09,OLD
2026,1174,Prarie View A&M,16,0,67,68,7.86,OLD
2026,1173,Purdue,2,0,7,8,21.43,OLD
2026,1172,Queens,15,0,54,62,9.92,OLD
2026,1171,Saint Louis,9,0,38,35,15.12,OLD
2026,1170,Saint Mary's,7,0,34,26,15.76,OLD
2026,1169,Santa Clara,10,0,44,37,14.05,OLD
2026,1168,Siena,16,0,64,63,9.05,OLD
2026,1167,SMU,11,0,25,43,16.99,OLD
2026,1166,South Florida,11,0,45,46,13.31,OLD
2026,1165,St. John's,5,0,20,18,18.91,OLD
2026,1164,TCU,9,0,41,34,14.39,OLD
2026,1163,Tennessee,6,0,18,21,19.29,OLD
2026,1162,Tennessee St.,15,0,60,59,9.22,OLD
2026,1161,Texas,11,0,33,42,15.94,OLD
2026,1160,Texas A&M,10,0,27,40,16.94,OLD
2026,1159,Texas Tech,5,0,22,19,18.38,OLD
2026,1158,Troy,13,0,53,53,10.46,OLD
2026,1157,UCF,10,0,37,38,15.24,OLD
2026,1156,UCLA,7,0,24,28,17.8,OLD
2026,1155,UMBC,16,0,65,66,8.44,OLD
2026,1154,Utah St.,9,0,36,33,15.44,OLD
2026,1153,Vanderbilt,5,0,9,17,21.3,OLD
2026,1152,VCU,11,0,46,45,12.35,OLD
2026,1151,Villanova,8,0,43,30,14.14,OLD
2026,1150,Virginia,3,0,14,12,20.34,OLD
2026,1149,Wisconsin,5,0,19,20,19.21,OLD
2026,1148,Wright St.,14,0,59,57,9.3,OLD
2025,1147,Akron,13,64,50,53,12.42,OLD
2025,1146,Alabama,2,8,6,6,21.81,OLD
2025,1145,Alabama St.,16,64,67,67,7.99,OLD
2025,1144,American,16,68,66,65,8.22,OLD
2025,1143,Arizona,4,16,7,16,21.53,OLD
2025,1142,Arkansas,10,16,35,37,16.22,OLD
2025,1141,Auburn,1,4,1,1,24.77,OLD
2025,1140,Baylor,9,32,22,35,17.99,OLD
2025,1139,Bryant,15,64,57,62,10.32,OLD
2025,1138,BYU,6,16,17,21,18.64,OLD
2025,1137,Clemson,5,64,32,18,16.48,OLD
2025,1136,Colorado St.,12,32,40,48,15.25,OLD
2025,1135,Connecticut,8,32,18,31,18.27,OLD
2025,1134,Creighton,9,32,29,33,17.18,OLD
2025,1133,Drake,11,32,60,44,9.92,OLD
2025,1132,Duke,1,4,2,2,24.56,OLD
2025,1131,Florida,1,1,3,4,23.36,OLD
2025,1130,Georgia,9,64,37,34,16.02,OLD
2025,1129,Gonzaga,8,32,11,30,20.83,OLD
2025,1128,Grand Canyon,13,64,54,54,11.09,OLD
2025,1127,High Point,13,64,53,52,11.58,OLD
2025,1126,Houston,1,2,4,3,22.68,OLD
2025,1125,Illinois,6,32,21,22,18.04,OLD
2025,1124,Iowa St.,3,32,8,10,21.37,OLD
2025,1123,Kansas,7,64,9,28,21.33,OLD
2025,1122,Kentucky,3,16,14,11,20.15,OLD
2025,1121,Liberty,12,64,51,50,12.15,OLD
2025,1120,Lipscomb,14,64,48,55,12.84,OLD
2025,1119,Louisville,8,64,23,29,17.81,OLD
2025,1118,Marquette,7,64,36,26,16.13,OLD
2025,1117,Maryland,4,16,15,15,19.91,OLD
2025,1116,McNeese St.,12,32,52,49,12.13,OLD
2025,1115,Memphis,5,64,49,20,12.43,OLD
2025,1114,Michigan,5,16,16,17,19.3,OLD
2025,1113,Michigan St.,2,8,10,7,21.15,OLD
2025,1112,Mississippi,6,16,24,24,17.67,OLD
2025,1111,Mississippi St.,8,64,34,32,16.26,OLD
2025,1110,Missouri,6,64,20,23,18.2,OLD
2025,1109,Montana,14,64,58,58,10.13,OLD
2025,1108,Mount St. Mary's,16,64,64,66,8.69,OLD
2025,1107,Nebraska Omaha,15,64,61,61,9.49,OLD
2025,1106,New Mexico,10,32,43,38,14.07,OLD
2025,1105,Norfolk St.,16,64,59,63,10.08,OLD
2025,1104,North Carolina,11,64,38,46,15.98,OLD
2025,1103,Oklahoma,9,64,28,36,17.27,OLD
2025,1102,Oregon,5,32,30,29,17.09,OLD
2025,1101,Purdue,4,16,26,14,17.39,OLD
2025,1100,Robert Morris,15,64,63,59,9.34,OLD
2025,1099,Saint Francis,16,68,68,68,7.61,OLD
2025,1098,Saint Mary's,7,32,42,27,14.82,OLD
2025,1097,San Diego St.,11,68,44,43,14,OLD
2025,1096,SIU Edwardsville,16,64,65,64,8.32,OLD
2025,1095,St. John's,2,32,27,8,17.33,OLD
2025,1094,Tennessee,2,8,5,5,22.65,OLD
2025,1093,Texas,11,68,33,41,16.31,OLD
2025,1092,Texas A&M,4,32,19,13,18.26,OLD
2025,1091,Texas Tech,3,8,13,9,20.71,OLD
2025,1090,Troy,14,64,55,56,10.74,OLD
2025,1089,UC San Diego,12,64,46,47,13.84,OLD
2025,1088,UCLA,7,32,25,25,17.52,OLD
2025,1087,UNC Wilmington,14,64,56,57,10.7,OLD
2025,1086,Utah St.,10,64,45,40,13.95,OLD
2025,1085,Vanderbilt,10,64,39,39,15.44,OLD
2025,1084,VCU,11,64,41,45,14.91,OLD
2025,1083,Wisconsin,3,32,12,12,20.76,OLD
2025,1082,Wofford,15,64,62,60,9.47,OLD
2025,1081,Xavier,11,64,31,42,17.03,OLD
2025,1080,Yale,13,64,47,51,12.89,OLD
2024,1079,Akron,14,64,56,56,9.13,OLD
2024,1078,Alabama,4,4,7,16,19.12,OLD
2024,1077,Arizona,2,16,5,6,20.24,OLD
2024,1076,Auburn,4,64,3,15,21.41,OLD
2024,1075,Baylor,3,32,14,9,17.18,OLD
2024,1074,Boise St.,10,68,35,38,13.31,OLD
2024,1073,BYU,6,64,12,17,18.12,OLD
2024,1072,Clemson,6,8,23,22,15.51,OLD
2024,1071,Colgate,14,64,58,58,8.94,OLD
2024,1070,College of Charleston,13,64,52,54,10.18,OLD
2024,1069,Colorado,10,32,28,39,15.07,OLD
2024,1068,Colorado St.,10,64,27,44,15.32,OLD
2024,1067,Connecticut,1,1,1,1,23.31,OLD
2024,1066,Creighton,3,16,8,10,18.93,OLD
2024,1065,Dayton,7,32,39,28,12.64,OLD
2024,1064,Drake,10,64,44,40,11.68,OLD
2024,1063,Duke,4,8,31,13,15.01,OLD
2024,1062,Duquesne,11,32,50,46,10.52,OLD
2024,1061,Florida,7,64,30,25,15.01,OLD
2024,1060,Florida Atlantic,8,64,37,31,12.88,OLD
2024,1059,Gonzaga,5,16,24,21,15.48,OLD
2024,1058,Grambling St.,16,64,67,66,6.64,OLD
2024,1057,Grand Canyon,12,32,46,47,11.3,OLD
2024,1056,Houston,1,16,4,2,20.74,OLD
2024,1055,Howard,16,68,62,67,8.07,OLD
2024,1054,Illinois,3,8,18,12,16.86,OLD
2024,1053,Iowa St.,2,16,10,8,18.64,OLD
2024,1052,James Madison,12,32,43,48,11.78,OLD
2024,1051,Kansas,4,32,11,14,18.43,OLD
2024,1050,Kentucky,3,64,17,11,16.98,OLD
2024,1049,Long Beach St.,15,64,57,59,8.97,OLD
2024,1048,Longwood,16,64,59,63,8.41,OLD
2024,1047,Marquette,2,16,9,7,18.83,OLD
2024,1046,McNeese St.,12,64,49,49,10.74,OLD
2024,1045,Michigan St.,9,32,16,33,17.04,OLD
2024,1044,Mississippi St.,8,64,26,32,15.37,OLD
2024,1043,Montana St.,16,68,66,65,7.05,OLD
2024,1042,Morehead St.,14,64,55,57,9.98,OLD
2024,1041,Nebraska,8,64,22,29,15.65,OLD
2024,1040,Nevada,10,64,40,37,12.63,OLD
2024,1039,New Mexico,11,64,36,42,13.18,OLD
2024,1038,North Carolina,1,16,13,4,17.38,OLD
2024,1037,North Carolina St.,11,4,38,45,12.87,OLD
2024,1036,Northwestern,9,32,32,36,14.37,OLD
2024,1035,Oakland,14,32,54,55,10.06,OLD
2024,1034,Oregon,11,32,41,43,12.61,OLD
2024,1033,Purdue,1,2,2,3,22.54,OLD
2024,1032,Saint Mary's,5,64,29,20,15.04,OLD
2024,1031,Saint Peter's,15,64,65,62,7.57,OLD
2024,1030,Samford,13,64,42,53,11.78,OLD
2024,1029,San Diego St.,5,16,21,18,15.72,OLD
2024,1028,South Carolina,6,64,34,24,13.58,OLD
2024,1027,South Dakota St.,15,64,63,61,8.03,OLD
2024,1026,Stetson,16,64,64,64,8.01,OLD
2024,1025,TCU,9,64,19,35,16.4,OLD
2024,1024,Tennessee,2,8,6,5,20.09,OLD
2024,1023,Texas,7,32,15,27,17.14,OLD
2024,1022,Texas A&M,9,32,33,34,14.31,OLD
2024,1021,Texas Tech,6,64,25,23,15.37,OLD
2024,1020,UAB,12,64,51,50,10.28,OLD
2024,1019,Utah St.,8,32,47,30,11.19,OLD
2024,1018,Vermont,13,64,61,51,8.28,OLD
2024,1017,Virginia,10,68,48,41,11.06,OLD
2024,1016,Wagner,16,64,68,68,5.93,OLD
2024,1015,Washington St.,7,32,45,26,11.36,OLD
2024,1014,Western Kentucky,15,64,60,60,8.29,OLD
2024,1013,Wisconsin,5,64,20,19,15.89,OLD
2024,1012,Yale,13,32,53,52,10.17,OLD
2023,1011,Alabama,1,16,8,1,16.7,OLD
2023,1010,Arizona,2,64,10,7,16.36,OLD
2023,1009,Arizona St.,11,64,37,45,12.44,OLD
2023,1008,Arkansas,8,16,31,30,13.79,OLD
2023,1007,Auburn,9,32,23,35,14.55,OLD
2023,1006,Baylor,3,32,6,9,16.77,OLD
2023,1005,Boise St.,10,64,45,37,11.64,OLD
2023,1004,Colgate,15,64,55,60,9.99,OLD
2023,1003,College of Charleston,12,64,54,47,10.04,OLD
2023,1002,Connecticut,4,1,1,13,20.96,OLD
2023,1001,Creighton,6,8,7,22,16.71,OLD
2023,1000,Drake,12,64,48,49,10.9,OLD
2023,999,Duke,5,32,27,18,14.09,OLD
2023,998,Fairleigh Dickinson,16,32,66,68,7.55,OLD
2023,997,Florida Atlantic,9,4,35,33,12.73,OLD
2023,996,Furman,13,32,53,53,10.07,OLD
2023,995,Gonzaga,3,8,21,10,14.65,OLD
2023,994,Grand Canyon,14,64,60,57,8.47,OLD
2023,993,Houston,1,16,15,2,15.67,OLD
2023,992,Howard,16,64,64,64,7.91,OLD
2023,991,Illinois,9,64,40,36,12.27,OLD
2023,990,Indiana,4,32,20,15,15.02,OLD
2023,989,Iona,13,64,50,52,10.63,OLD
2023,988,Iowa,8,64,29,32,13.91,OLD
2023,987,Iowa St.,6,64,19,21,15.13,OLD
2023,986,Kansas,1,32,5,3,16.97,OLD
2023,985,Kansas St.,3,8,12,11,15.91,OLD
2023,984,Kennesaw St.,14,64,63,55,7.98,OLD
2023,983,Kent St.,13,64,47,51,11.47,OLD
2023,982,Kentucky,6,32,26,23,14.21,OLD
2023,981,Louisiana Lafayette,13,64,56,54,9.74,OLD
2023,980,Marquette,2,32,18,8,15.2,OLD
2023,979,Maryland,8,32,32,31,13.77,OLD
2023,978,Memphis,8,64,11,29,16.02,OLD
2023,977,Miami FL,5,4,38,20,12.37,OLD
2023,976,Michigan St.,7,16,16,26,15.27,OLD
2023,975,Mississippi St.,11,68,42,43,12,OLD
2023,974,Missouri,7,32,28,27,14.08,OLD
2023,973,Montana St.,14,64,57,58,9.22,OLD
2023,972,Nevada,11,68,49,46,10.71,OLD
2023,971,North Carolina St.,11,64,46,41,11.57,OLD
2023,970,Northern Kentucky,16,64,65,63,7.77,OLD
2023,969,Northwestern,7,32,33,28,13.73,OLD
2023,968,Oral Roberts,12,64,44,48,11.71,OLD
2023,967,Penn St.,10,32,36,38,12.58,OLD
2023,966,Pittsburgh,11,32,41,44,12.13,OLD
2023,965,Princeton,15,16,59,61,8.69,OLD
2023,964,Providence,11,64,25,42,14.28,OLD
2023,963,Purdue,1,64,9,4,16.49,OLD
2023,962,Saint Mary's,5,32,39,19,12.35,OLD
2023,961,San Diego St.,5,2,24,17,14.35,OLD
2023,960,Southeast Missouri St.,16,68,68,67,6.28,OLD
2023,959,TCU,6,32,13,24,15.83,OLD
2023,958,Tennessee,4,16,2,14,18.67,OLD
2023,957,Texas,2,8,3,6,18.6,OLD
2023,956,Texas A&M,7,64,22,25,14.64,OLD
2023,955,Texas A&M Corpus Chris,16,64,52,65,10.35,OLD
2023,954,Texas Southern,16,68,67,66,6.31,OLD
2023,953,UC Santa Barbara,14,64,58,56,9.19,OLD
2023,952,UCLA,2,16,4,5,17.36,OLD
2023,951,UNC Asheville,15,64,62,62,8.1,OLD
