YEAR,WEEK,TEAM NO,TEAM,SEED,ROUND,W,L,AP VOTES,AP RANK,RANK?
2016,19,536,Yale,12,32,22,6,3,37,0
2016,19,573,Michigan,11,64,22,12,2,43,0
2016,19,556,Stony Brook,13,64,26,6,2,43,0
2016,19,,Akron,,,26,8,1,45,0
2016,19,569,Northern Iowa,11,32,22,12,1,45,0
2016,19,588,Fresno St.,14,64,25,9,0,47,0
2016,19,544,VCU,10,32,24,10,0,47,0
2015,1,510,Kentucky,1,4,0,0,1604,1,1
2015,1,534,Arizona,2,8,0,0,1518,2,1
2015,1,471,Wisconsin,1,2,0,0,1483,3,1
2015,1,522,Duke,1,1,0,0,1415,4,1
2015,1,511,Kansas,2,32,0,0,1346,5,1
2015,1,501,North Carolina,4,16,0,0,1274,6,1
2015,1,,Florida,,,0,0,1153,7,1
2015,1,508,Louisville,4,8,0,0,1114,8,1
2015,1,474,Virginia,2,32,0,0,1090,9,1
2015,1,483,Texas,11,64,0,0,1061,10,1
2015,1,472,Wichita St.,7,16,0,0,1027,11,1
2015,1,475,Villanova,1,32,0,0,885,12,1
2015,1,517,Gonzaga,2,8,0,0,840,13,1
2015,1,512,Iowa St.,3,64,0,0,781,14,1
2015,1,476,VCU,7,64,0,0,574,15,1
2015,1,487,San Diego St.,8,32,0,0,560,16,1
2015,1,,Connecticut,,,0,0,552,17,1
2015,1,504,Michigan St.,7,4,0,0,521,18,1
2015,1,493,Oklahoma,3,16,0,0,426,19,1
2015,1,494,Ohio St.,10,32,0,0,340,20,1
2015,1,,Nebraska,,,0,0,309,21,1
2015,1,486,SMU,6,64,0,0,285,22,1
2015,1,,Syracuse,,,0,0,178,23,1
2015,1,,Michigan,,,0,0,167,24,1
2015,1,515,Harvard,13,64,0,0,98,25,1
2015,1,478,Utah,5,16,0,0,98,25,0
2015,1,,Stanford,,,0,0,71,27,0
2015,1,513,Iowa,7,32,0,0,58,28,0
2015,1,,Colorado,,,0,0,57,29,0
2015,1,479,UCLA,11,16,0,0,35,30,0
2015,1,,Minnesota,,,0,0,34,31,0
2015,1,,Kansas St.,,,0,0,27,32,0
2015,1,533,Arkansas,5,32,0,0,21,33,0
2015,1,,Pittsburgh,,,0,0,20,34,0
2015,1,,Memphis,,,0,0,15,35,0
2015,1,500,North Carolina St.,8,16,0,0,14,36,0
2015,1,,Louisiana Tech,,,0,0,9,37,0
2015,1,526,Cincinnati,8,32,0,0,8,38,0
2015,1,507,LSU,9,64,0,0,8,38,0
2015,1,,George Washington,,,0,0,7,40,0
2015,1,523,Dayton,11,32,0,0,6,41,0
2015,1,495,Notre Dame,3,8,0,0,6,41,0
2015,1,492,Oklahoma St.,9,64,0,0,6,41,0
2015,1,,Florida St.,,,0,0,5,44,0
2015,1,520,Georgetown,4,32,0,0,5,44,0
2015,1,,Illinois,,,0,0,3,46,0
2015,1,505,Maryland,4,32,0,0,3,46,0
2015,1,527,BYU,11,68,0,0,2,48,0
2015,1,,UNLV,,,0,0,2,48,0
2015,1,532,Baylor,3,64,0,0,1,50,0
2015,1,484,Stephen F. Austin,12,64,0,0,1,50,0
2015,1,,UTEP,,,0,0,1,50,0
2015,1,473,West Virginia,5,16,0,0,1,50,0
2015,1,,Creighton,,,0,0,0,54,0
2015,1,,Massachusetts,,,0,0,0,54,0
2015,1,,Miami FL,,,0,0,0,54,0
2015,1,,New Mexico,,,0,0,0,54,0
2015,1,491,Oregon,8,32,0,0,0,54,0
2015,1,490,Providence,6,64,0,0,0,54,0
2015,1,,Saint Louis,,,0,0,0,54,0
2015,1,,Saint Mary's,,,0,0,0,54,0
2015,1,,Toledo,,,0,0,0,54,0
2015,2,510,Kentucky,1,4,2,0,1574,1,1
2015,2,534,Arizona,2,8,2,0,1491,2,1
2015,2,471,Wisconsin,1,2,2,0,1475,3,1
2015,2,522,Duke,1,1,2,0,1422,4,1
2015,2,511,Kansas,2,32,1,0,1306,5,1
2015,2,501,North Carolina,4,16,2,0,1254,6,1
2015,2,508,Louisville,4,8,1,0,1130,7,1
2015,2,,Florida,,,1,0,1127,8,1
2015,2,474,Virginia,2,32,2,0,1065,9,1
2015,2,483,Texas,11,64,2,0,1061,10,1
2015,2,472,Wichita St.,7,16,1,0,1002,11,1
2015,2,475,Villanova,1,32,1,0,858,12,1
2015,2,517,Gonzaga,2,8,1,0,841,13,1
2015,2,512,Iowa St.,3,64,1,0,746,14,1
2015,2,476,VCU,7,64,1,0,654,15,1
2015,2,487,San Diego St.,8,32,1,0,564,16,1
2015,2,,Connecticut,,,1,0,525,17,1
2015,2,493,Oklahoma,3,16,1,0,466,18,1
2015,2,504,Michigan St.,7,4,1,0,443,19,1
2015,2,494,Ohio St.,10,32,1,0,361,20,1
2015,2,,Nebraska,,,1,0,298,21,1
2015,2,486,SMU,6,64,1,0,290,22,1
2015,2,,Syracuse,,,2,0,190,23,1
2015,2,,Michigan,,,1,0,177,24,1
2015,2,478,Utah,5,16,1,0,118,25,1
2015,2,,Stanford,,,2,0,63,26,0
2015,2,,Colorado,,,1,0,52,27,0
2015,2,513,Iowa,7,32,1,0,48,28,0
2015,2,479,UCLA,11,16,2,0,41,29,0
2015,2,,Kansas St.,,,1,0,29,30,0
2015,2,533,Arkansas,5,32,1,0,23,31,0
2015,2,,Memphis,,,0,0,11,32,0
2015,2,,Minnesota,,,0,1,11,32,0
2015,2,495,Notre Dame,3,8,2,0,10,34,0
2015,2,,Pittsburgh,,,2,0,10,34,0
2015,2,,Louisiana Tech,,,1,0,9,36,0
2015,2,523,Dayton,11,32,1,0,7,37,0
2015,2,,Florida St.,,,1,0,6,38,0
2015,2,500,North Carolina St.,8,16,1,0,6,38,0
2015,2,492,Oklahoma St.,9,64,2,0,6,38,0
2015,2,526,Cincinnati,8,32,1,0,5,41,0
2015,2,,George Washington,,,2,0,5,41,0
2015,2,507,LSU,9,64,1,0,5,41,0
2015,2,,Illinois,,,2,0,3,44,0
2015,2,505,Maryland,4,32,1,0,3,44,0
2015,2,532,Baylor,3,64,1,0,2,46,0
2015,2,527,BYU,11,68,1,0,2,46,0
2015,2,,UTEP,,,1,0,2,46,0
2015,2,520,Georgetown,4,32,1,0,1,49,0
2015,2,496,Northern Iowa,5,32,1,0,1,49,0
2015,2,484,Stephen F. Austin,12,64,1,0,1,49,0
2015,2,515,Harvard,13,64,1,1,0,52,0
2015,2,,Miami FL,,,1,0,0,52,0
2015,2,491,Oregon,8,32,1,0,0,52,0
2015,2,,Toledo,,,1,0,0,52,0
2015,3,510,Kentucky,1,4,5,0,1622,1,1
2015,3,471,Wisconsin,1,2,4,0,1494,2,1
2015,3,534,Arizona,2,8,3,0,1491,3,1
2015,3,522,Duke,1,1,5,0,1474,4,1
2015,3,501,North Carolina,4,16,3,0,1314,5,1
2015,3,508,Louisville,4,8,3,0,1219,6,1
2015,3,483,Texas,11,64,4,0,1187,7,1
2015,3,474,Virginia,2,32,4,0,1165,8,1
2015,3,472,Wichita St.,7,16,3,0,1120,9,1
2015,3,517,Gonzaga,2,8,4,0,1077,10,1
2015,3,511,Kansas,2,32,1,1,981,11,1
2015,3,475,Villanova,1,32,3,0,917,12,1
2015,3,512,Iowa St.,3,64,2,0,828,13,1
2015,3,476,VCU,7,64,3,0,760,14,1
2015,3,487,San Diego St.,8,32,3,0,736,15,1
2015,3,494,Ohio St.,10,32,3,0,557,16,1
2015,3,,Miami FL,,,5,0,521,17,1
2015,3,,Florida,,,2,1,473,18,1
2015,3,,Michigan,,,3,0,401,19,1
2015,3,504,Michigan St.,7,4,2,1,399,20,1
2015,3,473,West Virginia,5,16,5,0,344,21,1
2015,3,479,UCLA,11,16,4,0,173,22,1
2015,3,,Creighton,,,4,0,148,23,1
2015,3,,Connecticut,,,3,1,144,24,1
2015,3,533,Arkansas,5,32,3,0,131,25,1
2015,3,493,Oklahoma,3,16,2,1,108,26,0
2015,3,,Stanford,,,3,1,80,27,0
2015,3,490,Providence,6,64,5,0,63,28,0
2015,3,478,Utah,5,16,2,1,42,29,0
2015,3,,Minnesota,,,3,1,21,30,0
2015,3,496,Northern Iowa,5,32,4,0,17,31,0
2015,3,,Rhode Island,,,3,0,16,32,0
2015,3,,Syracuse,,,3,1,15,33,0
2015,3,492,Oklahoma St.,9,64,4,0,14,34,0
2015,3,520,Georgetown,4,32,3,0,10,35,0
2015,3,,Memphis,,,0,1,10,35,0
2015,3,532,Baylor,3,64,3,0,7,37,0
2015,3,514,Indiana,10,64,4,0,6,38,0
2015,3,,California,,,3,1,5,39,0
2015,3,,Illinois,,,3,0,5,39,0
2015,3,,Nebraska,,,2,1,5,39,0
2015,3,526,Cincinnati,8,32,3,0,4,42,0
2015,3,500,North Carolina St.,8,16,4,0,4,42,0
2015,3,469,Wyoming,12,64,3,0,4,42,0
2015,3,523,Dayton,11,32,3,1,3,45,0
2015,3,505,Maryland,4,32,3,0,3,45,0
2015,3,,UTEP,,,2,0,3,45,0
2015,3,527,BYU,11,68,3,0,2,48,0
2015,3,497,Northeastern,14,64,4,0,1,49,0
2015,3,468,Xavier,6,16,3,0,1,49,0
2015,3,,Charlotte,,,3,1,0,51,0
2015,3,,Colorado,,,2,1,0,51,0
2015,3,,George Washington,,,2,1,0,51,0
2015,3,513,Iowa,7,32,2,2,0,51,0
2015,3,,Kansas St.,,,3,1,0,51,0
2015,3,,Louisiana Tech,,,4,1,0,51,0
2015,3,507,LSU,9,64,3,2,0,51,0
2015,3,495,Notre Dame,3,8,4,1,0,51,0
2015,3,491,Oregon,8,32,3,0,0,51,0
2015,3,,Saint Mary's,,,4,0,0,51,0
2015,3,486,SMU,6,64,2,2,0,51,0
2015,4,510,Kentucky,1,4,7,0,1622,1,1
2015,4,471,Wisconsin,1,2,7,0,1511,2,1
2015,4,534,Arizona,2,8,6,0,1488,3,1
2015,4,522,Duke,1,1,7,0,1475,4,1
2015,4,508,Louisville,4,8,5,0,1260,5,1
2015,4,483,Texas,11,64,6,0,1254,6,1
2015,4,474,Virginia,2,32,7,0,1196,7,1
2015,4,472,Wichita St.,7,16,4,0,1165,8,1
2015,4,517,Gonzaga,2,8,6,0,1133,9,1
2015,4,475,Villanova,1,32,6,0,1075,10,1
2015,4,511,Kansas,2,32,5,1,1063,11,1
2015,4,501,North Carolina,4,16,5,1,864,12,1
2015,4,487,San Diego St.,8,32,5,1,784,13,1
2015,4,494,Ohio St.,10,32,5,0,759,14,1
2015,4,,Miami FL,,,7,0,697,15,1
2015,4,473,West Virginia,5,16,7,0,601,16,1
2015,4,,Michigan,,,5,1,454,17,1
2015,4,533,Arkansas,5,32,6,0,438,18,1
2015,4,504,Michigan St.,7,4,5,2,423,19,1
2015,4,512,Iowa St.,3,64,3,1,330,20,1
2015,4,505,Maryland,4,32,7,0,306,21,1
2015,4,493,Oklahoma,3,16,4,2,254,22,1
2015,4,528,Butler,6,32,5,1,222,23,1
2015,4,,Illinois,,,6,0,104,24,1
2015,4,478,Utah,5,16,5,1,88,25,1
2015,4,496,Northern Iowa,5,32,7,0,83,26,0
2015,4,,Connecticut,,,3,2,76,27,0
2015,4,492,Oklahoma St.,9,64,6,0,69,28,0
2015,4,490,Providence,6,64,6,1,56,29,0
2015,4,476,VCU,7,64,4,2,52,30,0
2015,4,,Syracuse,,,5,1,49,31,0
2015,4,,Florida,,,3,3,40,32,0
2015,4,520,Georgetown,4,32,4,2,30,33,0
2015,4,,Creighton,,,6,1,29,34,0
2015,4,,Washington,,,6,0,17,35,0
2015,4,500,North Carolina St.,8,16,6,0,12,36,0
2015,4,469,Wyoming,12,64,6,0,10,37,0
2015,4,,California,,,5,1,8,38,0
2015,4,,Seton Hall,,,5,0,5,39,0
2015,4,485,St. John's,9,64,4,1,5,39,0
2015,4,,Nebraska,,,4,1,4,41,0
2015,4,532,Baylor,3,64,5,1,3,42,0
2015,4,479,UCLA,11,16,5,2,3,42,0
2015,4,503,Mississippi,11,64,5,1,2,44,0
2015,4,,Old Dominion,,,5,1,2,44,0
2015,4,,TCU,,,7,0,2,44,0
2015,4,495,Notre Dame,3,8,6,1,1,47,0
2015,4,,Saint Mary's,,,5,0,1,47,0
2015,4,,Memphis,,,2,2,0,49,0
2015,4,,Stanford,,,4,2,0,49,0
2015,4,,UTEP,,,4,1,0,49,0
2015,5,510,Kentucky,1,4,9,0,1600,1,1
2015,5,522,Duke,1,1,8,0,1518,2,1
2015,5,534,Arizona,2,8,8,0,1486,3,1
2015,5,508,Louisville,4,8,7,0,1319,4,1
2015,5,471,Wisconsin,1,2,8,1,1316,5,1
2015,5,474,Virginia,2,32,9,0,1285,6,1
2015,5,475,Villanova,1,32,8,0,1173,7,1
2015,5,483,Texas,11,64,7,1,1155,8,1
2015,5,517,Gonzaga,2,8,7,1,1145,9,1
2015,5,511,Kansas,2,32,6,1,1083,10,1
2015,5,472,Wichita St.,7,16,5,1,929,11,1
2015,5,494,Ohio St.,10,32,6,1,808,12,1
2015,5,478,Utah,5,16,6,1,717,13,1
2015,5,512,Iowa St.,3,64,5,1,668,14,1
2015,5,528,Butler,6,32,7,1,593,15,1
2015,5,493,Oklahoma,3,16,5,2,557,16,1
2015,5,,Washington,,,7,0,428,17,1
2015,5,487,San Diego St.,8,32,6,2,390,18,1
2015,5,505,Maryland,4,32,8,1,370,19,1
2015,5,,Miami FL,,,8,1,359,20,1
2015,5,501,North Carolina,4,16,6,2,350,21,1
2015,5,473,West Virginia,5,16,8,1,313,22,1
2015,5,496,Northern Iowa,5,32,8,0,232,23,1
2015,5,485,St. John's,9,64,6,1,211,24,1
2015,5,495,Notre Dame,3,8,8,1,200,25,1
2015,5,504,Michigan St.,7,4,6,3,120,26,0
2015,5,,Illinois,,,7,1,91,27,0
2015,5,520,Georgetown,4,32,5,2,62,28,0
2015,5,513,Iowa,7,32,7,2,60,29,0
2015,5,,Seton Hall,,,7,0,57,30,0
2015,5,532,Baylor,3,64,7,1,49,31,0
2015,5,,TCU,,,8,0,45,32,0
2015,5,,Colorado St.,,,8,0,28,33,0
2015,5,533,Arkansas,5,32,6,2,22,34,0
2015,5,,California,,,7,1,19,35,0
2015,5,,Michigan,,,6,2,14,36,0
2015,5,,Creighton,,,7,2,7,37,0
2015,5,476,VCU,7,64,5,3,6,38,0
2015,5,507,LSU,9,64,6,2,5,39,0
2015,5,514,Indiana,10,64,7,1,3,40,0
2015,5,500,North Carolina St.,8,16,7,1,3,40,0
2015,5,,Old Dominion,,,6,1,2,42,0
2015,5,523,Dayton,11,32,6,1,1,43,0
2015,5,,Yale,,,8,2,1,43,0
2015,5,,Florida,,,3,4,0,45,0
2015,5,,Louisiana Tech,,,7,1,0,45,0
2015,5,,Nebraska,,,5,2,0,45,0
2015,5,492,Oklahoma St.,9,64,7,1,0,45,0
2015,5,490,Providence,6,64,6,2,0,45,0
2015,5,,Saint Mary's,,,5,1,0,45,0
2015,5,479,UCLA,11,16,7,2,0,45,0
2015,6,510,Kentucky,1,4,11,0,1625,1,1
2015,6,522,Duke,1,1,8,0,1545,2,1
2015,6,534,Arizona,2,8,10,0,1505,3,1
2015,6,508,Louisville,4,8,9,0,1349,4,1
2015,6,471,Wisconsin,1,2,10,1,1331,5,1
2015,6,474,Virginia,2,32,9,0,1294,6,1
2015,6,475,Villanova,1,32,10,0,1215,7,1
2015,6,517,Gonzaga,2,8,9,1,1175,8,1
2015,6,483,Texas,11,64,8,1,1154,9,1
2015,6,511,Kansas,2,32,8,1,1102,10,1
2015,6,472,Wichita St.,7,16,7,1,959,11,1
2015,6,494,Ohio St.,10,32,8,1,838,12,1
2015,6,512,Iowa St.,3,64,8,1,772,13,1
2015,6,478,Utah,5,16,7,2,670,14,1
2015,6,493,Oklahoma,3,16,6,2,647,15,1
2015,6,,Washington,,,8,0,598,16,1
2015,6,505,Maryland,4,32,10,1,512,17,1
2015,6,,Miami FL,,,9,1,426,18,1
2015,6,487,San Diego St.,8,32,7,2,424,19,1
2015,6,485,St. John's,9,64,8,1,353,20,1
2015,6,495,Notre Dame,3,8,10,1,351,21,1
2015,6,473,West Virginia,5,16,9,1,333,22,1
2015,6,528,Butler,6,32,8,2,259,23,1
2015,6,501,North Carolina,4,16,6,3,122,24,1
2015,6,504,Michigan St.,7,4,7,3,116,25,1
2015,6,532,Baylor,3,64,8,1,97,26,0
2015,6,,TCU,,,10,0,80,27,0
2015,6,,Colorado St.,,,10,0,75,28,0
2015,6,496,Northern Iowa,5,32,9,1,65,29,0
2015,6,520,Georgetown,4,32,6,3,41,30,0
2015,6,,California,,,9,1,37,31,0
2015,6,533,Arkansas,5,32,7,2,19,32,0
2015,6,,Seton Hall,,,8,1,14,33,0
2015,6,476,VCU,7,64,6,3,6,34,0
2015,6,507,LSU,9,64,7,2,4,35,0
2015,6,492,Oklahoma St.,9,64,8,1,4,35,0
2015,6,,Old Dominion,,,7,1,4,35,0
2015,6,,Penn St.,,,10,1,3,38,0
2015,6,524,Davidson,10,64,8,1,1,39,0
2015,6,,Florida,,,6,4,0,40,0
2015,6,,Illinois,,,7,3,0,40,0
2015,6,513,Iowa,7,32,8,3,0,40,0
2015,6,,Minnesota,,,8,2,0,40,0
2015,6,,Saint Mary's,,,6,1,0,40,0
2015,7,510,Kentucky,1,4,12,0,1625,1,1
2015,7,522,Duke,1,1,10,0,1548,2,1
2015,7,534,Arizona,2,8,12,0,1502,3,1
2015,7,508,Louisville,4,8,10,0,1344,4,1
2015,7,474,Virginia,2,32,11,0,1336,5,1
2015,7,471,Wisconsin,1,2,10,1,1322,6,1
2015,7,475,Villanova,1,32,11,0,1214,7,1
2015,7,517,Gonzaga,2,8,11,1,1170,8,1
2015,7,483,Texas,11,64,10,1,1149,9,1
2015,7,511,Kansas,2,32,9,1,1096,10,1
2015,7,472,Wichita St.,7,16,8,1,966,11,1
2015,7,512,Iowa St.,3,64,9,1,821,12,1
2015,7,,Washington,,,10,0,798,13,1
2015,7,478,Utah,5,16,8,2,796,14,1
2015,7,505,Maryland,4,32,11,1,678,15,1
2015,7,495,Notre Dame,3,8,11,1,536,16,1
2015,7,485,St. John's,9,64,9,1,517,17,1
2015,7,473,West Virginia,5,16,10,1,464,18,1
2015,7,493,Oklahoma,3,16,7,3,436,19,1
2015,7,501,North Carolina,4,16,8,3,414,20,1
2015,7,494,Ohio St.,10,32,9,2,411,21,1
2015,7,532,Baylor,3,64,9,1,203,22,1
2015,7,496,Northern Iowa,5,32,10,1,162,23,1
2015,7,,Colorado St.,,,11,0,144,24,1
2015,7,,TCU,,,11,0,120,25,1
2015,7,520,Georgetown,4,32,7,3,85,26,0
2015,7,487,San Diego St.,8,32,8,3,72,27,0
2015,7,476,VCU,7,64,8,3,70,28,0
2015,7,,California,,,10,1,32,29,0
2015,7,,Miami FL,,,9,2,27,30,0
2015,7,533,Arkansas,5,32,8,2,22,31,0
2015,7,514,Indiana,10,64,9,2,11,32,0
2015,7,507,LSU,9,64,8,2,7,33,0
2015,7,,Old Dominion,,,9,1,7,33,0
2015,7,,Florida,,,7,4,4,35,0
2015,7,,Penn St.,,,11,1,4,35,0
2015,7,492,Oklahoma St.,9,64,9,2,3,37,0
2015,7,,Seton Hall,,,9,2,3,37,0
2015,7,528,Butler,6,32,8,3,2,39,0
2015,7,,Minnesota,,,9,2,2,39,0
2015,7,524,Davidson,10,64,9,1,1,41,0
2015,7,477,Valparaiso,13,64,12,2,1,41,0
2015,7,,Illinois,,,9,3,0,43,0
2015,7,504,Michigan St.,7,4,8,4,0,43,0
2015,7,,Saint Mary's,,,6,3,0,43,0
2015,8,510,Kentucky,1,4,13,0,1625,1,1
2015,8,522,Duke,1,1,10,0,1559,2,1
2015,8,474,Virginia,2,32,11,0,1457,3,1
2015,8,471,Wisconsin,1,2,12,1,1395,4,1
2015,8,508,Louisville,4,8,11,1,1327,5,1
2015,8,475,Villanova,1,32,12,0,1316,6,1
2015,8,517,Gonzaga,2,8,12,1,1249,7,1
2015,8,534,Arizona,2,8,12,1,1243,8,1
2015,8,512,Iowa St.,3,64,9,1,1005,9,1
2015,8,478,Utah,5,16,9,2,956,10,1
2015,8,483,Texas,11,64,10,2,903,11,1
2015,8,505,Maryland,4,32,12,1,869,12,1
2015,8,511,Kansas,2,32,9,2,775,13,1
2015,8,495,Notre Dame,3,8,12,1,709,14,1
2015,8,485,St. John's,9,64,11,1,690,15,1
2015,8,472,Wichita St.,7,16,10,2,630,16,1
2015,8,473,West Virginia,5,16,11,1,584,17,1
2015,8,493,Oklahoma,3,16,8,3,530,18,1
2015,8,501,North Carolina,4,16,9,3,483,19,1
2015,8,494,Ohio St.,10,32,11,2,435,20,1
2015,8,,Washington,,,11,1,253,21,1
2015,8,532,Baylor,3,64,10,1,238,22,1
2015,8,496,Northern Iowa,5,32,11,1,216,23,1
2015,8,,Colorado St.,,,13,0,194,24,1
2015,8,520,Georgetown,4,32,8,3,140,25,1
2015,8,,TCU,,,12,0,132,26,0
2015,8,476,VCU,7,64,9,3,101,27,0
2015,8,487,San Diego St.,8,32,10,3,40,28,0
2015,8,533,Arkansas,5,32,10,2,27,29,0
2015,8,,George Washington,,,9,3,7,30,0
2015,8,507,LSU,9,64,9,2,7,30,0
2015,8,,Old Dominion,,,10,1,7,30,0
2015,8,,Penn St.,,,12,1,5,33,0
2015,8,,UNLV,,,9,3,5,33,0
2015,8,514,Indiana,10,64,10,3,4,35,0
2015,8,,Florida,,,7,4,2,36,0
2015,8,,Minnesota,,,11,2,2,36,0
2015,8,,Stanford,,,7,3,2,36,0
2015,8,,Army,,,9,2,1,39,0
2015,8,,California,,,10,3,1,39,0
2015,8,524,Davidson,10,64,9,1,1,39,0
2015,8,,Connecticut,,,6,4,0,42,0
2015,8,519,Georgia,10,64,7,3,0,42,0
2015,8,,Illinois,,,10,3,0,42,0
2015,8,492,Oklahoma St.,9,64,9,2,0,42,0
2015,8,,Seton Hall,,,10,2,0,42,0
2015,9,510,Kentucky,1,4,13,0,1600,1,1
2015,9,522,Duke,1,1,13,0,1535,2,1
2015,9,474,Virginia,2,32,13,0,1446,3,1
2015,9,471,Wisconsin,1,2,14,1,1397,4,1
2015,9,508,Louisville,4,8,13,1,1322,5,1
2015,9,517,Gonzaga,2,8,14,1,1275,6,1
2015,9,534,Arizona,2,8,13,1,1260,7,1
2015,9,475,Villanova,1,32,13,1,1089,8,1
2015,9,478,Utah,5,16,12,2,1059,9,1
2015,9,483,Texas,11,64,12,2,976,10,1
2015,9,505,Maryland,4,32,14,1,966,11,1
2015,9,511,Kansas,2,32,11,2,884,12,1
2015,9,495,Notre Dame,3,8,14,1,775,13,1
2015,9,473,West Virginia,5,16,13,1,712,14,1
2015,9,472,Wichita St.,7,16,12,2,686,15,1
2015,9,493,Oklahoma,3,16,10,3,674,16,1
2015,9,512,Iowa St.,3,64,10,2,663,17,1
2015,9,501,North Carolina,4,16,11,3,591,18,1
2015,9,,Seton Hall,,,12,2,448,19,1
2015,9,476,VCU,7,64,11,3,311,20,1
2015,9,532,Baylor,3,64,11,2,186,21,1
2015,9,494,Ohio St.,10,32,12,3,184,22,1
2015,9,533,Arkansas,5,32,11,2,103,23,1
2015,9,485,St. John's,9,64,11,3,92,24,1
2015,9,,Old Dominion,,,12,1,80,25,1
2015,9,496,Northern Iowa,5,32,12,2,72,26,0
2015,9,513,Iowa,7,32,10,4,63,27,0
2015,9,528,Butler,6,32,11,4,53,28,0
2015,9,507,LSU,9,64,11,2,50,29,0
2015,9,,George Washington,,,11,3,39,30,0
2015,9,,TCU,,,13,1,33,31,0
2015,9,,Temple,,,11,4,33,31,0
2015,9,,Colorado St.,,,14,1,31,33,0
2015,9,,Stanford,,,10,3,29,34,0
2015,9,,South Carolina,,,9,3,16,35,0
2015,9,,Washington,,,11,3,13,36,0
2015,9,469,Wyoming,12,64,13,2,11,37,0
2015,9,514,Indiana,10,64,11,3,9,38,0
2015,9,492,Oklahoma St.,9,64,11,2,9,38,0
2015,9,520,Georgetown,4,32,9,4,7,40,0
2015,9,526,Cincinnati,8,32,10,3,6,41,0
2015,9,523,Dayton,11,32,11,2,5,42,0
2015,9,527,BYU,11,68,13,4,3,43,0
2015,9,468,Xavier,6,16,10,4,2,44,0
2015,9,524,Davidson,10,64,10,2,1,45,0
2015,9,,Hofstra,,,10,4,1,45,0
2015,9,,California,,,11,4,0,47,0
2015,9,519,Georgia,10,64,9,3,0,47,0
2015,9,,Minnesota,,,11,4,0,47,0
2015,9,491,Oregon,8,32,11,3,0,47,0
2015,9,,Saint Mary's,,,11,3,0,47,0
2015,9,487,San Diego St.,8,32,11,4,0,47,0
2015,10,510,Kentucky,1,4,15,0,1623,1,1
2015,10,474,Virginia,2,32,15,0,1561,2,1
2015,10,517,Gonzaga,2,8,16,1,1446,3,1
2015,10,522,Duke,1,1,14,1,1432,4,1
2015,10,475,Villanova,1,32,15,1,1358,5,1
2015,10,508,Louisville,4,8,14,2,1264,6,1
2015,10,471,Wisconsin,1,2,15,2,1200,7,1
2015,10,478,Utah,5,16,13,2,1185,8,1
2015,10,511,Kansas,2,32,13,2,1100,9,1
2015,10,534,Arizona,2,8,14,2,1037,10,1
2015,10,512,Iowa St.,3,64,12,2,922,11,1
2015,10,495,Notre Dame,3,8,15,2,903,12,1
2015,10,472,Wichita St.,7,16,14,2,832,13,1
2015,10,505,Maryland,4,32,15,2,801,14,1
2015,10,501,North Carolina,4,16,12,4,719,15,1
2015,10,473,West Virginia,5,16,14,2,627,16,1
2015,10,476,VCU,7,64,13,3,578,17,1
2015,10,493,Oklahoma,3,16,11,4,485,18,1
2015,10,533,Arkansas,5,32,13,2,431,19,1
2015,10,483,Texas,11,64,12,4,345,20,1
2015,10,,Seton Hall,,,13,3,298,21,1
2015,10,532,Baylor,3,64,12,3,278,22,1
2015,10,496,Northern Iowa,5,32,14,2,212,23,1
2015,10,492,Oklahoma St.,9,64,12,3,132,24,1
2015,10,469,Wyoming,12,64,15,2,71,25,1
2015,10,494,Ohio St.,10,32,13,4,70,26,0
2015,10,504,Michigan St.,7,4,12,5,67,27,0
2015,10,523,Dayton,11,32,13,2,55,28,0
2015,10,490,Providence,6,64,13,4,17,29,0
2015,10,514,Indiana,10,64,12,4,15,30,0
2015,10,507,LSU,9,64,12,3,12,31,0
2015,10,485,St. John's,9,64,11,4,10,32,0
2015,10,,Alabama,,,12,3,7,33,0
2015,10,520,Georgetown,4,32,10,5,7,33,0
2015,10,500,North Carolina St.,8,16,12,5,6,35,0
2015,10,,Green Bay,,,14,3,3,36,0
2015,10,,Syracuse,,,12,4,3,36,0
2015,10,528,Butler,6,32,12,5,2,38,0
2015,10,491,Oregon,8,32,12,4,2,38,0
2015,10,487,San Diego St.,8,32,12,4,2,38,0
2015,10,,TCU,,,13,3,2,38,0
2015,10,,Colorado St.,,,15,2,1,42,0
2015,10,524,Davidson,10,64,11,3,1,42,0
2015,10,,Hofstra,,,13,4,1,42,0
2015,10,,Old Dominion,,,13,2,1,42,0
2015,10,486,SMU,6,64,12,4,1,42,0
2015,10,503,Mississippi,11,64,10,5,0,47,0
2015,10,,Rhode Island,,,11,3,0,47,0
2015,10,,Saint Mary's,,,13,3,0,47,0
2015,10,,Stanford,,,11,4,0,47,0
2015,11,510,Kentucky,1,4,17,0,1623,1,1
2015,11,474,Virginia,2,32,17,0,1562,2,1
2015,11,517,Gonzaga,2,8,18,1,1467,3,1
2015,11,475,Villanova,1,32,17,1,1429,4,1
2015,11,522,Duke,1,1,15,2,1345,5,1
2015,11,471,Wisconsin,1,2,16,2,1282,6,1
2015,11,534,Arizona,2,8,16,2,1228,7,1
2015,11,495,Notre Dame,3,8,17,2,1055,8,1
2015,11,512,Iowa St.,3,64,13,3,1004,9,1
2015,11,508,Louisville,4,8,15,3,1003,10,1
2015,11,511,Kansas,2,32,14,3,943,11,1
2015,11,478,Utah,5,16,14,3,940,12,1
