YEAR,TEAM NO,TEAM,SEED,ROUND,TR RANK,TR RATING,V 1-25 WINS,V 1-25 LOSS,V 26-50 WINS,V 26-50 LOSS,V 51-100 WINS,V 51-100 LOSS,HI,LO,LAST
2021,875,Abilene Christian,14,32,90,7.6,0,0,0,0,1,0,87,299,90
2021,874,Alabama,2,16,9,21.4,2,0,2,0,5,0,5,72,9
2021,873,Appalachian St.,16,68,155,1.6,0,0,0,0,0,0,10,222,155
2021,872,Arkansas,3,8,11,19.9,2,0,2,0,5,1,1,53,11
2021,871,Baylor,1,1,1,25.7,3,0,1,0,1,0,1,152,1
2021,870,BYU,6,64,39,14.3,0,1,0,0,3,1,28,63,39
2021,869,Clemson,7,64,26,16.5,1,1,4,0,3,0,17,111,26
2021,868,Cleveland St.,15,64,166,0.2,0,0,0,0,0,0,74,276,166
2021,867,Colgate,14,64,65,11.2,0,0,0,0,0,0,2,179,60
2021,866,Colorado,5,32,6,22.8,2,0,1,0,5,1,1,163,6
2021,865,Connecticut,7,64,31,15,0,1,1,1,3,1,31,91,31
2021,864,Creighton,5,16,12,19.2,1,0,3,1,3,2,12,83,12
2021,863,Drake,11,64,59,11.8,0,0,0,0,1,1,30,153,59
2021,862,Drexel,16,64,200,-2,0,0,0,0,0,0,117,279,200
2021,861,Eastern Washington,14,64,142,2.7,0,0,0,0,0,0,121,267,142
2021,860,Florida,7,32,36,14.4,2,0,1,0,1,2,1,137,36
2021,859,Florida St.,4,16,10,20.7,1,0,3,0,3,1,10,106,10
2021,858,Georgetown,12,64,86,7.9,0,2,3,2,2,1,48,308,86
2021,857,Georgia Tech,9,64,52,12.5,1,1,3,0,4,0,47,323,52
2021,856,Gonzaga,1,2,3,25.1,0,0,1,0,1,0,1,169,3
2021,855,Grand Canyon,15,64,126,4.1,0,0,0,0,1,1,46,150,126
2021,854,Hartford,16,64,182,-0.8,0,0,0,0,0,0,146,289,182
2021,853,Houston,2,4,2,25.7,0,0,0,0,5,0,1,21,2
2021,852,Illinois,1,32,8,22.3,3,1,1,1,4,0,1,14,8
2021,851,Iona,15,64,173,0,0,0,0,0,0,0,168,345,173
2021,850,Iowa,2,32,7,22.4,2,1,4,0,3,1,1,24,7
2021,849,Kansas,3,32,19,18.1,5,0,2,1,0,0,4,115,19
2021,848,Liberty,13,64,94,7.1,0,0,0,0,0,0,68,156,94
2021,847,Loyola Chicago,8,16,62,11.4,0,0,0,0,1,0,31,271,63
2021,846,LSU,8,32,14,19,2,2,0,0,4,0,1,101,15
2021,845,Maryland,10,32,45,13.2,1,4,2,1,2,1,13,66,45
2021,844,Michigan,1,8,5,22.9,2,1,4,0,4,0,3,74,5
2021,843,Michigan St.,11,68,41,13.6,3,3,1,0,4,0,8,88,41
2021,842,Missouri,9,64,67,11.1,2,3,0,1,2,0,9,67,67
2021,841,Morehead St.,14,64,163,0.5,0,0,0,0,0,0,81,290,163
2021,840,Mount St. Mary's,16,68,201,-2.1,0,0,0,0,0,0,67,255,201
2021,839,Norfolk St.,16,64,269,-6.7,0,0,0,0,0,0,186,328,269
2021,838,North Carolina,8,64,32,15,1,0,2,0,3,1,24,105,32
2021,837,North Texas,13,32,71,9.9,0,0,0,0,1,3,6,128,71
2021,836,Ohio,13,32,122,4.4,0,0,0,0,0,0,4,162,122
2021,835,Ohio St.,2,64,18,18.2,0,4,2,0,4,0,11,65,18
2021,834,Oklahoma,8,32,17,18.5,2,1,1,2,0,0,2,120,17
2021,833,Oklahoma St.,4,32,47,13,4,1,1,1,0,0,33,108,47
2021,832,Oral Roberts,15,16,153,1.9,0,0,0,0,0,0,97,314,153
2021,831,Oregon,7,16,38,14.3,2,0,0,0,3,2,13,147,38
2021,830,Oregon St.,12,8,100,6.7,1,1,0,1,3,2,16,175,100
2021,829,Purdue,4,64,21,17.3,2,1,3,0,3,0,2,108,21
2021,828,Rutgers,10,32,28,16,2,3,3,1,2,0,25,62,28
2021,827,San Diego St.,6,64,40,14,1,0,1,1,5,1,12,78,40
2021,826,St. Bonaventure,9,64,22,17.2,0,0,1,0,1,1,15,169,22
2021,825,Syracuse,11,16,30,15.3,0,0,3,0,3,1,29,327,30
2021,824,Tennessee,5,64,15,18.9,3,1,1,0,2,2,4,152,14
2021,823,Texas,3,64,33,14.8,1,4,1,1,1,0,2,38,33
2021,822,Texas Southern,16,64,259,-5.9,0,0,0,0,0,0,89,279,259
2021,821,Texas Tech,6,32,16,18.8,1,2,1,2,2,0,4,22,16
2021,820,UC Santa Barbara,12,64,81,8.6,0,0,0,0,0,0,63,273,81
2021,819,UCLA,11,4,24,16.8,1,1,0,0,6,0,14,123,24
2021,818,UNC Greensboro,13,64,130,3.5,0,0,0,0,1,0,72,219,130
2021,817,USC,6,8,13,19,1,1,2,0,5,1,12,89,13
2021,816,Utah St.,11,64,34,14.8,0,0,2,1,3,1,32,150,34
2021,815,VCU,10,64,50,12.9,2,0,0,0,3,1,19,139,50
2021,814,Villanova,5,16,4,23.5,1,0,3,0,4,0,2,163,4
2021,813,Virginia,4,64,25,16.6,0,0,2,0,3,1,7,98,25
2021,812,Virginia Tech,10,64,37,14.4,1,0,1,0,2,2,35,264,37
2021,811,West Virginia,3,32,29,15.5,2,2,0,3,1,0,6,158,29
2021,810,Wichita St.,11,68,83,8.4,1,0,0,1,1,1,82,173,83
2021,809,Winthrop,12,64,91,7.6,0,0,0,0,1,0,8,170,91
2021,808,Wisconsin,9,32,23,17.1,0,4,2,1,6,0,10,44,23
2019,807,Abilene Christian,15,64,154,1.2,0,0,0,0,0,0,55,264,154
2019,806,Arizona St.,11,64,53,10.3,1,0,3,0,3,0,34,79,53
2019,805,Auburn,5,4,6,22.4,2,1,2,1,6,0,2,15,6
2019,804,Baylor,9,32,50,10.7,3,1,2,1,3,0,38,329,50
2019,803,Belmont,11,64,78,8,0,0,0,0,1,0,42,161,78
2019,802,Bradley,15,64,207,-2.4,0,0,0,0,1,0,148,337,207
2019,801,Buffalo,6,32,15,18,0,0,0,0,1,0,10,98,15
2019,800,Cincinnati,7,64,32,12.8,0,0,1,2,7,0,17,142,32
2019,799,Colgate,15,64,138,2.4,0,0,0,0,0,0,95,274,139
2019,798,Duke,1,8,2,25.5,2,1,2,1,2,0,1,149,2
2019,797,Fairleigh Dickinson,16,64,250,-4.7,0,0,0,0,0,0,133,294,250
2019,796,Florida,10,32,46,11.5,0,4,1,0,2,2,16,119,45
2019,795,Florida St.,4,16,18,15.5,4,1,2,0,1,0,3,30,18
2019,794,Gardner Webb,16,64,134,2.9,0,0,0,0,0,0,14,268,134
2019,793,Georgia St.,14,64,121,3.7,0,0,0,0,1,0,73,186,121
2019,792,Gonzaga,1,8,1,30.1,0,0,2,0,2,0,1,9,1
2019,791,Houston,3,16,29,13.6,1,0,4,0,3,1,11,142,29
2019,790,Iona,16,64,213,-2.6,0,0,0,0,0,0,126,283,213
2019,789,Iowa,10,32,47,11.2,3,2,2,1,3,1,28,142,47
2019,788,Iowa St.,6,64,16,16.8,2,1,1,2,2,1,10,78,16
2019,787,Kansas,4,32,12,19.7,3,0,5,0,4,0,2,158,12
2019,786,Kansas St.,4,64,49,10.9,3,1,1,1,2,0,20,258,49
2019,785,Kentucky,2,8,11,19.9,4,1,1,0,2,0,5,116,11
2019,784,Liberty,12,32,111,4.7,0,0,0,0,0,1,44,191,111
2019,783,Louisville,7,64,22,14.8,2,4,1,0,4,0,10,117,22
2019,782,LSU,3,16,24,14.8,2,0,1,1,4,1,19,83,24
2019,781,Marquette,5,64,23,14.8,2,0,2,1,4,2,16,42,23
2019,780,Maryland,6,32,27,13.9,3,2,4,0,2,1,25,140,27
2019,779,Michigan,2,16,14,18.9,4,1,5,0,2,0,9,76,14
2019,778,Michigan St.,2,4,3,24.7,3,0,4,1,2,0,3,152,3
2019,777,Minnesota,10,32,42,11.7,2,2,3,1,2,0,23,79,42
2019,776,Mississippi,8,64,37,12.1,1,5,0,0,3,0,18,153,37
2019,775,Mississippi St.,5,64,17,15.9,1,2,3,1,5,0,17,118,17
2019,774,Montana,15,64,150,1.5,0,0,0,0,0,0,71,193,150
2019,773,Murray St.,12,32,65,8.9,0,0,0,0,1,1,10,166,65
2019,772,Nevada,7,64,10,19.9,0,0,1,0,4,0,7,24,10
2019,771,New Mexico St.,12,64,68,8.6,0,0,0,1,1,0,33,126,68
2019,770,North Carolina,1,16,7,21.5,5,2,1,0,3,0,3,157,7
2019,769,North Carolina Central,16,68,177,-0.5,0,0,0,0,0,0,29,289,177
2019,768,North Dakota St.,16,64,164,0.4,0,0,0,0,0,1,16,185,164
2019,767,Northeastern,13,64,115,4.5,0,0,0,0,2,0,60,328,115
2019,766,Northern Kentucky,14,64,99,5.7,0,0,0,0,0,0,10,152,99
2019,765,Ohio St.,11,32,41,11.7,0,3,3,2,2,1,1,153,41
2019,764,Oklahoma,9,32,25,14.3,1,2,3,2,4,0,8,180,25
2019,763,Old Dominion,14,64,102,5.5,0,0,1,0,0,0,34,103,102
2019,762,Oregon,12,16,33,12.4,0,0,0,1,4,2,11,92,33
2019,761,Prairie View A&M,16,68,239,-4.1,0,0,0,0,0,0,164,308,239
2019,760,Purdue,3,8,4,23.6,2,0,6,0,3,0,4,36,4
2019,759,Saint Louis,13,64,106,5.3,0,0,0,0,3,1,103,297,106
2019,758,Saint Mary's,11,64,43,11.6,0,1,0,0,2,0,21,104,43
2019,757,Seton Hall,10,64,58,9.7,1,1,2,0,5,1,6,86,58
2019,756,St. John's,11,68,88,7,1,0,1,0,2,3,32,171,88
2019,755,Syracuse,8,64,38,11.8,1,4,1,0,4,0,9,85,38
2019,754,Temple,11,68,89,6.7,0,0,2,1,4,0,70,149,89
2019,753,Tennessee,2,16,9,20.4,2,0,1,0,6,0,7,39,9
2019,752,Texas Tech,3,2,8,20.7,2,1,3,0,3,0,4,50,8
2019,751,UC Irvine,13,32,129,3.2,0,0,0,1,0,0,48,235,129
2019,750,UCF,9,32,52,10.3,0,0,2,1,5,0,29,150,52
2019,749,Utah St.,8,64,31,13.4,1,0,0,0,1,1,14,157,31
2019,748,VCU,8,64,40,11.8,0,0,0,0,3,0,38,147,40
2019,747,Vermont,13,64,82,7.7,0,0,0,0,1,0,17,178,82
2019,746,Villanova,6,32,26,14,1,1,1,0,7,1,6,162,26
2019,745,Virginia,1,1,5,22.7,3,1,1,0,2,0,4,25,5
2019,744,Virginia Tech,4,16,13,19,1,2,1,0,1,0,1,121,13
2019,743,Washington,9,32,48,11.1,0,0,1,1,4,0,13,76,48
2019,742,Wisconsin,5,64,19,15.4,2,2,3,1,3,0,18,172,19
2019,741,Wofford,7,32,35,12.2,0,1,0,0,2,0,28,109,35
2019,740,Yale,14,64,109,5.1,0,0,0,0,0,0,83,186,109
2018,739,Alabama,9,32,48,11.5,3,1,3,1,2,2,25,146,48
2018,738,Arizona,4,64,28,14,0,0,3,0,5,1,2,30,28
2018,737,Arizona St.,11,68,32,13.2,1,0,0,2,5,2,12,116,32
2018,736,Arkansas,7,64,23,15.5,2,1,2,1,6,0,1,44,23
2018,735,Auburn,4,32,13,17.3,2,0,2,1,4,0,13,60,13
2018,734,Bucknell,14,64,71,8.2,0,0,0,0,0,0,61,180,71
2018,733,Buffalo,13,32,96,5.6,0,0,0,0,0,1,94,284,96
2018,732,Butler,10,32,14,17.3,2,1,0,1,5,0,11,102,14
2018,731,Cal St. Fullerton,15,64,169,-0.7,0,0,0,0,1,1,102,272,170
2018,730,Cincinnati,2,32,7,20.7,1,1,0,0,4,0,4,45,7
2018,729,Clemson,5,16,18,16.3,1,1,4,0,3,0,14,88,18
2018,728,College of Charleston,13,64,112,3.7,0,0,0,0,0,0,74,273,112
2018,727,Creighton,8,64,8,19.2,2,1,1,0,3,1,5,40,8
2018,726,Davidson,12,64,34,13.1,0,0,1,0,1,0,4,99,34
2018,725,Duke,2,8,1,25.6,1,1,4,0,5,0,1,27,1
2018,724,Florida,6,32,52,10.7,3,0,2,2,2,3,1,130,52
2018,723,Florida St.,9,8,30,13.4,2,1,0,1,3,0,23,148,30
2018,722,Georgia St.,15,64,173,-0.8,0,0,0,0,1,0,79,229,173
2018,721,Gonzaga,4,16,16,16.5,1,0,0,1,1,0,5,38,16
2018,720,Houston,6,32,10,18.4,3,0,0,0,2,0,8,70,10
2018,719,Iona,15,64,159,-0.1,0,0,0,0,0,0,90,228,159
2018,718,Kansas,1,4,6,20.8,3,1,4,1,2,1,1,10,6
2018,717,Kansas St.,9,8,46,11.6,2,3,2,0,3,0,8,63,46
2018,716,Kentucky,5,16,24,15.1,0,1,5,0,5,1,8,102,24
2018,715,Lipscomb,15,64,192,-2,0,0,0,0,1,0,122,329,192
2018,714,LIU Brooklyn,16,68,260,-7,0,0,0,0,0,0,187,314,260
2018,713,Loyola Chicago,11,4,80,7.1,0,0,0,0,1,0,75,297,80
2018,712,Marshall,13,32,130,2.1,0,0,1,1,0,1,90,262,130
2018,711,Miami FL,6,64,53,10.4,0,2,3,0,2,1,11,55,53
2018,710,Michigan,3,2,26,14.5,1,1,1,0,6,0,25,141,26
2018,709,Michigan St.,3,32,2,23.8,1,0,3,1,4,0,1,30,2
2018,708,Missouri,8,64,47,11.6,3,1,1,0,3,2,8,64,47
2018,707,Montana,14,64,104,4.4,0,0,0,0,0,0,101,341,104
2018,706,Murray St.,12,64,82,7,0,1,0,1,0,0,18,128,82
2018,705,Nevada,7,16,39,12.2,1,0,2,0,2,1,14,81,39
2018,704,New Mexico St.,12,64,103,4.5,0,0,0,0,2,0,87,300,103
2018,703,North Carolina,2,32,15,17,2,0,2,1,3,1,7,45,15
2018,702,North Carolina Central,16,68,264,-7.1,0,0,0,0,0,0,166,334,264
2018,701,North Carolina St.,9,64,29,13.4,2,1,4,0,2,2,29,123,29
2018,700,Ohio St.,5,32,17,16.3,1,1,2,1,4,0,16,84,17
2018,699,Oklahoma,10,64,19,16.2,3,1,2,1,3,0,9,125,19
2018,698,Penn,16,64,102,4.5,0,0,0,0,0,0,34,282,102
2018,697,Providence,10,64,85,6.6,4,0,0,1,3,2,24,118,85
2018,696,Purdue,2,16,3,23.2,0,1,4,0,4,0,1,31,3
2018,695,Radford,16,64,213,-3.9,0,0,0,0,0,0,205,347,213
2018,694,Rhode Island,7,32,45,11.7,0,0,1,0,2,0,12,54,45
2018,693,San Diego St.,11,64,25,14.5,1,0,1,0,3,0,20,89,25
2018,692,Seton Hall,8,32,31,13.3,2,2,0,0,3,1,19,73,31
2018,691,South Dakota St.,12,64,79,7.1,0,0,0,0,1,0,64,151,79
2018,690,St. Bonaventure,11,64,69,8.5,0,0,2,0,0,0,63,314,69
2018,689,Stephen F. Austin,14,64,101,4.8,0,0,0,0,0,0,96,269,101
2018,688,Syracuse,11,16,55,10.3,1,2,2,2,3,1,15,82,55
2018,687,TCU,6,64,20,15.8,1,3,3,0,5,0,18,99,20
2018,686,Tennessee,3,32,21,15.7,1,2,2,0,6,0,12,57,21
2018,685,Texas,10,64,43,11.8,4,1,0,3,3,0,6,59,43
2018,684,Texas A&M,7,16,42,11.9,2,0,2,1,4,2,31,166,42
2018,683,Texas Southern,16,64,258,-6.8,0,0,0,0,0,0,167,308,258
2018,682,Texas Tech,3,8,12,17.7,3,1,4,0,2,0,9,54,12
2018,681,UCLA,11,68,60,9.6,0,1,1,0,5,1,34,297,60
2018,680,UMBC,16,32,202,-3,0,0,0,0,1,0,183,289,202
2018,679,UNC Greensboro,13,64,95,5.7,0,0,0,0,1,0,54,169,95
2018,678,Villanova,1,1,4,22,3,0,1,0,2,1,4,74,4
2018,677,Virginia,1,64,9,18.6,2,0,4,1,4,0,8,74,9
2018,676,Virginia Tech,8,64,37,12.4,3,1,1,2,1,1,7,65,37
2018,675,West Virginia,5,16,5,21,4,2,3,0,1,1,2,152,5
2018,674,Wichita St.,4,64,22,15.6,1,2,0,0,3,1,2,25,22
2018,673,Wright St.,14,64,160,-0.1,0,0,0,0,1,1,145,330,160
2018,672,Xavier,1,32,11,18.3,3,1,2,0,4,0,1,15,11
2017,671,Arizona,2,16,29,13.5,0,1,3,0,2,0,10,141,29
2017,670,Arkansas,8,32,41,11.7,0,1,1,1,6,1,32,80,41
2017,669,Baylor,3,16,21,16.9,3,1,4,0,3,1,12,92,21
2017,668,Bucknell,13,64,91,4.5,0,0,0,0,0,1,68,174,91
2017,667,Butler,4,16,22,15.7,2,0,2,2,5,1,13,98,22
2017,666,Cincinnati,6,32,15,18.8,1,0,2,0,2,0,8,37,15
2017,665,Creighton,6,64,33,12.7,2,1,1,2,3,1,21,134,33
2017,664,Dayton,7,64,36,12.4,0,0,2,1,2,0,27,64,36
2017,663,Duke,2,32,14,18.8,3,0,3,0,3,1,1,16,14
2017,662,East Tennessee St.,13,64,86,4.9,0,0,0,0,0,1,5,185,86
2017,661,Florida,4,8,16,18.7,1,0,2,1,4,0,14,175,16
2017,660,Florida Gulf Coast,14,64,89,4.5,0,0,0,0,1,0,49,163,89
2017,659,Florida St.,3,32,4,21.9,5,0,4,0,1,0,4,103,4
2017,658,Gonzaga,1,2,2,22.5,0,0,1,0,2,1,2,53,2
2017,657,Iona,14,64,171,-1.1,0,0,0,0,0,1,123,343,171
2017,656,Iowa St.,5,32,19,17.4,1,3,3,0,3,0,4,44,19
2017,655,Jacksonville St.,15,64,272,-8.7,0,0,0,0,0,1,188,311,272
2017,654,Kansas,1,8,8,20.2,2,1,3,0,4,0,2,162,8
2017,653,Kansas St.,11,64,52,9.6,1,3,1,2,2,0,25,79,52
2017,652,Kent St.,14,64,132,1.6,0,0,0,0,1,1,33,214,132
2017,651,Kentucky,2,8,6,21.2,1,2,3,0,4,0,3,33,6
2017,650,Louisville,2,32,5,21.8,5,1,3,0,3,0,1,11,5
2017,649,Marquette,10,64,26,14.9,1,2,3,0,2,1,13,127,26
2017,648,Maryland,6,64,73,6.9,1,1,2,2,2,1,39,302,73
2017,647,Miami FL,8,64,37,12.3,2,2,2,0,2,0,1,40,37
2017,646,Michigan,7,16,27,14.2,3,0,1,1,3,2,25,125,27
2017,645,Michigan St.,9,32,39,11.8,1,1,3,0,3,0,11,164,39
2017,644,Middle Tennessee,12,32,80,5.7,0,0,1,0,2,0,67,218,80
2017,643,Minnesota,5,64,43,11.5,1,1,3,1,5,1,30,67,43
2017,642,Mount St. Mary's,16,64,254,-6.8,0,0,0,0,0,0,168,335,254
2017,641,Nevada,12,64,53,9.4,0,0,0,0,2,0,36,134,53
2017,640,New Mexico St.,14,64,90,4.5,0,0,0,0,0,0,36,145,90
2017,639,New Orleans,16,68,200,-3.4,0,0,0,0,0,0,87,293,200
2017,638,North Carolina,1,1,1,26,6,0,1,0,4,0,1,111,1
2017,637,North Carolina Central,16,68,183,-2.4,0,0,0,0,0,0,115,276,184
2017,636,North Dakota,15,64,152,0.2,0,0,0,0,0,0,33,240,152
2017,635,Northern Kentucky,15,64,159,-0.1,0,0,0,0,0,0,65,275,159
2017,634,Northwestern,8,32,51,9.6,2,1,2,1,0,2,34,112,51
2017,633,Notre Dame,5,32,23,15.5,4,2,2,0,2,0,9,104,23
2017,632,Oklahoma St.,10,64,32,13,0,4,3,0,2,1,19,70,32
2017,631,Oregon,3,4,9,20.1,1,0,4,0,3,0,7,120,10
2017,630,Princeton,12,64,58,8.8,0,0,0,0,0,0,9,173,58
2017,629,Providence,11,68,54,9.3,1,1,3,1,3,1,16,135,54
2017,628,Purdue,4,16,12,19.9,2,1,2,1,3,0,7,53,12
2017,627,Rhode Island,11,32,66,7.7,0,0,1,1,2,0,19,69,66
2017,626,Saint Mary's,7,32,35,12.5,0,1,0,0,2,1,14,49,35
2017,625,Seton Hall,9,64,49,10.2,0,2,3,0,3,0,37,87,49
2017,624,SMU,6,64,17,18.2,1,0,2,0,2,0,14,44,17
2017,623,South Carolina,7,4,28,13.6,1,0,1,2,9,1,24,72,28
2017,622,South Dakota St.,16,64,168,-0.9,0,0,0,0,1,0,117,341,168
2017,621,Texas Southern,16,64,113,2.9,0,0,0,0,0,0,79,238,113
2017,620,Troy,15,64,164,-0.6,0,0,0,0,2,0,21,245,164
2017,619,UC Davis,16,64,162,-0.5,0,0,0,0,0,0,160,334,162
2017,618,UCLA,3,16,13,19.1,1,0,3,1,1,0,2,34,13
2017,617,UNC Wilmington,12,64,60,8.3,0,0,0,0,2,1,38,147,60
2017,616,USC,11,32,44,11.4,2,1,0,2,1,0,31,110,44
2017,615,Vanderbilt,9,64,47,11.1,2,1,1,1,4,3,41,146,47
2017,614,VCU,10,64,30,13.5,0,0,1,0,2,1,21,78,30
2017,613,Vermont,13,64,61,8.2,0,0,0,0,0,0,15,168,61
2017,612,Villanova,1,32,11,20.1,1,1,4,0,4,0,3,20,11
2017,611,Virginia,5,32,10,20.1,3,3,1,1,3,0,1,139,9
2017,610,Virginia Tech,9,64,48,10.3,3,2,2,0,2,0,39,295,48
2017,609,Wake Forest,11,68,24,15.2,1,2,1,1,4,0,24,84,24
2017,608,West Virginia,4,16,3,22.4,3,0,2,1,3,1,1,33,3
2017,607,Wichita St.,10,32,7,21,0,0,0,1,2,0,2,36,7
2017,606,Winthrop,13,64,176,-1.8,0,0,0,0,0,0,142,322,176
2017,605,Wisconsin,8,16,18,17.9,2,0,2,1,4,1,8,86,18
2017,604,Xavier,11,8,31,13.5,1,2,2,2,3,0,6,96,31
2016,603,Arizona,6,64,11,18.8,1,0,2,1,6,0,6,53,11
2016,602,Austin Peay,16,64,273,-8.5,0,0,0,0,0,0,222,302,273
2016,601,Baylor,5,64,33,12.5,2,3,1,2,3,0,1,39,33
2016,600,Buffalo,14,64,141,1.5,0,0,0,0,0,3,15,143,141
2016,599,Butler,9,32,23,14.5,0,1,1,1,2,1,1,88,23
2016,598,Cal St. Bakersfield,15,64,147,1.3,0,0,0,0,0,0,107,318,147
2016,597,California,4,64,18,15.7,2,0,4,0,5,0,17,67,18
2016,596,Chattanooga,12,64,110,3.4,0,0,0,0,0,0,86,204,110
2016,595,Cincinnati,9,64,21,14.7,1,2,1,0,3,0,2,34,21
2016,594,Colorado,8,64,45,10.7,2,1,3,0,3,0,44,157,45
2016,593,Connecticut,9,32,35,12.4,1,1,0,0,3,1,7,39,35
2016,592,Dayton,7,64,59,8.9,1,0,2,0,2,2,14,62,59
2016,591,Duke,4,16,8,19.8,3,1,2,1,2,1,2,42,8
2016,590,Fairleigh Dickinson,16,68,288,-9.8,0,0,0,0,0,0,172,323,288
2016,589,Florida Gulf Coast,16,64,177,-1.8,0,0,0,0,0,2,163,319,177
2016,588,Fresno St.,14,64,144,1.4,0,0,0,0,2,2,64,215,144
2016,587,Gonzaga,11,16,30,12.9,0,1,0,2,0,1,2,141,30
2016,586,Green Bay,14,64,151,1.1,0,0,0,1,1,1,135,307,151
2016,585,Hampton,16,64,286,-9.4,0,0,0,0,0,1,61,301,286
2016,584,Hawaii,13,32,108,3.8,0,1,0,0,1,0,89,302,108
2016,583,Holy Cross,16,64,287,-9.6,0,0,0,0,0,0,191,291,287
2016,582,Indiana,5,16,2,22.6,2,0,2,0,3,0,2,29,2
2016,581,Iona,13,64,135,1.8,0,0,0,0,0,2,33,165,135
2016,580,Iowa,7,32,20,14.9,2,1,2,0,1,1,12,72,20
2016,579,Iowa St.,4,16,24,14,3,1,3,1,1,0,3,110,24
2016,578,Kansas,1,8,4,21.1,4,0,4,0,1,0,2,34,4
2016,577,Kentucky,4,32,7,19.8,2,0,1,0,7,0,5,39,7
2016,576,Little Rock,12,32,82,5.9,0,0,0,0,3,0,70,335,82
2016,575,Maryland,5,16,29,13.1,2,0,1,0,2,1,10,74,29
2016,574,Miami FL,3,16,17,16.3,3,0,4,0,4,0,16,69,17
2016,573,Michigan,11,64,43,10.9,1,3,1,1,1,0,19,310,43
2016,572,Michigan St.,2,64,9,19.5,2,1,2,0,2,0,4,44,9
2016,571,Middle Tennessee,15,32,169,-1,0,1,0,0,0,1,68,175,169
2016,570,North Carolina,1,2,5,19.8,1,1,3,0,3,0,1,99,5
2016,569,Northern Iowa,11,32,79,6.3,1,1,0,0,2,0,57,299,79
2016,568,Notre Dame,6,8,34,12.5,2,1,0,1,3,0,21,52,34
2016,567,Oklahoma,2,4,12,18.6,2,1,5,0,2,0,7,155,12
2016,566,Oregon,1,8,27,13.4,2,0,5,0,3,0,25,51,27
2016,565,Oregon St.,7,64,71,7.6,2,0,4,1,0,2,62,317,71
2016,564,Pittsburgh,10,64,32,12.7,1,3,0,0,3,0,19,139,32
2016,563,Providence,9,32,90,5.3,1,1,1,1,0,1,67,115,90
2016,562,Purdue,5,64,13,18.2,2,1,2,0,4,0,7,19,13
2016,561,Saint Joseph's,8,32,84,5.8,0,2,0,0,3,1,74,301,83
2016,560,Seton Hall,6,64,51,9.8,1,2,1,1,2,0,44,118,51
2016,559,South Dakota St.,12,64,81,6.1,0,0,0,0,0,0,64,113,81
2016,558,Southern,16,68,240,-6.3,0,0,0,0,0,0,149,293,240
2016,557,Stephen F. Austin,14,32,67,8.1,0,0,0,0,0,0,58,273,67
2016,556,Stony Brook,13,64,89,5.5,0,0,0,0,1,0,2,99,89
2016,555,Syracuse,10,4,52,9.8,0,1,2,2,3,1,38,114,52
2016,554,Temple,10,64,101,4.5,2,1,1,0,2,2,48,227,101
2016,553,Texas,6,64,40,12,5,1,2,2,2,0,15,161,40
2016,552,Texas A&M,3,16,15,17,3,0,4,0,3,1,5,47,15
2016,551,Texas Tech,8,64,41,11,2,2,2,1,4,0,35,270,41
2016,550,Tulsa,11,68,61,8.9,2,1,1,0,1,1,51,268,61
2016,549,UNC Asheville,15,64,142,1.4,0,0,0,0,0,0,35,265,143
2016,548,UNC Wilmington,13,64,126,2.2,0,0,0,0,0,0,68,191,126
2016,547,USC,8,64,31,12.9,1,1,3,1,5,0,4,79,31
2016,546,Utah,3,32,19,15.5,2,0,3,1,4,0,16,133,19
2016,545,Vanderbilt,11,68,14,17.6,2,0,1,0,4,2,2,42,14
2016,544,VCU,10,32,25,13.9,0,1,0,1,5,0,22,94,25
2016,543,Villanova,2,1,6,19.8,1,0,2,0,2,1,2,26,6
2016,542,Virginia,1,8,10,19.3,5,0,2,0,2,0,4,21,10
2016,541,Weber St.,15,64,105,4,0,0,0,0,1,0,58,297,105
2016,540,West Virginia,3,64,1,23.2,2,1,3,1,2,0,1,31,1
2016,539,Wichita St.,11,32,22,14.6,1,0,0,0,2,1,7,154,22
2016,538,Wisconsin,7,16,56,9.2,2,1,1,1,2,0,18,320,56
2016,537,Xavier,2,32,26,13.7,3,0,1,0,2,0,15,130,26
2016,536,Yale,12,32,47,10.2,0,0,0,0,1,0,19,128,47
2015,535,Albany,14,64,196,-2.7,0,0,0,0,1,0,98,266,196
2015,534,Arizona,2,8,2,23.5,2,0,4,0,3,0,1,55,2
2015,533,Arkansas,5,32,30,12.1,0,0,2,0,4,2,22,113,30
2015,532,Baylor,3,64,17,15.2,4,2,1,0,4,0,10,53,17
2015,531,Belmont,15,64,157,-0.4,0,0,0,0,0,0,95,293,157
2015,530,Boise St.,11,68,29,12.2,0,0,2,0,1,0,28,241,29
2015,529,Buffalo,12,64,74,6.7,0,0,0,0,1,2,59,303,74
2015,528,Butler,6,32,14,15.9,1,1,0,1,3,1,8,118,14
2015,527,BYU,11,68,43,10.1,0,2,1,0,1,0,27,89,43
2015,526,Cincinnati,8,32,53,8.9,0,1,2,1,4,0,41,150,53
2015,525,Coastal Carolina,16,64,144,0.6,0,0,0,0,0,0,56,209,144
2015,524,Davidson,10,64,16,15.3,0,0,2,0,2,0,16,154,16
2015,523,Dayton,11,32,38,10.7,0,0,0,0,3,0,35,101,38
2015,522,Duke,1,1,4,22.9,2,0,1,0,3,1,1,9,4
2015,521,Eastern Washington,13,64,145,0.5,0,0,0,0,0,0,26,183,145
