YEAR,TEAM NO,TEAM,SEED,ROUND,TR RANK,TR RATING,V 1-25 WINS,V 1-25 LOSS,V 26-50 WINS,V 26-50 LOSS,V 51-100 WINS,V 51-100 LOSS,HI,LO,LAST
2015,520,Georgetown,4,32,31,11.8,2,2,0,0,2,1,26,103,31
2015,519,Georgia,10,64,54,8.6,0,1,1,2,4,0,42,132,54
2015,518,Georgia St.,14,32,33,11.5,0,0,0,0,1,0,5,76,33
2015,517,Gonzaga,2,8,6,21.9,0,0,1,1,2,0,1,12,6
2015,516,Hampton,16,64,277,-8.2,0,0,0,0,0,1,160,278,277
2015,515,Harvard,13,64,96,4.2,0,0,0,0,0,1,49,323,96
2015,514,Indiana,10,64,39,10.6,1,1,3,2,3,0,5,102,39
2015,513,Iowa,7,32,24,13.3,2,2,1,2,2,0,7,46,24
2015,512,Iowa St.,3,64,12,16.9,5,1,3,0,2,0,12,77,12
2015,511,Kansas,2,32,11,18.1,6,0,2,0,4,0,4,64,11
2015,510,Kentucky,1,4,1,25.9,2,0,3,0,6,0,1,18,1
2015,509,Lafayette,16,64,211,-3.6,0,0,0,0,0,0,47,236,211
2015,508,Louisville,4,8,21,14.3,3,3,0,1,3,0,2,117,21
2015,507,LSU,9,64,72,6.9,0,1,2,0,5,1,56,157,72
2015,506,Manhattan,16,68,166,-0.9,0,0,0,0,0,1,61,199,166
2015,505,Maryland,4,32,35,11.4,1,1,3,0,5,0,14,63,35
2015,504,Michigan St.,7,4,27,12.4,1,1,2,2,3,0,7,155,27
2015,503,Mississippi,11,64,98,4,0,0,2,2,1,3,44,304,98
2015,502,New Mexico St.,15,64,110,2.9,0,0,0,1,1,0,44,147,110
2015,501,North Carolina,4,16,13,16.1,1,4,1,1,2,0,5,37,13
2015,500,North Carolina St.,8,16,34,11.4,1,3,2,0,3,2,21,78,34
2015,499,North Dakota St.,15,64,154,-0.2,0,0,0,0,1,0,135,350,154
2015,498,North Florida,16,68,130,1.2,0,0,0,0,0,0,121,299,130
2015,497,Northeastern,14,64,148,0.2,0,0,0,0,1,0,97,201,148
2015,496,Northern Iowa,5,32,57,8.5,1,0,0,0,3,0,37,132,57
2015,495,Notre Dame,3,8,19,14.9,1,1,1,1,2,0,8,69,19
2015,494,Ohio St.,10,32,7,21.4,1,2,3,0,3,0,2,31,7
2015,493,Oklahoma,3,16,9,18.8,6,0,1,0,1,1,7,111,9
2015,492,Oklahoma St.,9,64,25,12.6,3,3,1,1,2,0,25,73,25
2015,491,Oregon,8,32,44,9.9,1,1,2,0,4,1,9,72,44
2015,490,Providence,6,64,58,8.2,1,2,1,0,3,1,54,286,58
2015,489,Purdue,9,64,32,11.7,3,0,3,1,2,0,22,56,32
2015,488,Robert Morris,16,64,199,-3,0,0,0,0,0,1,198,351,199
2015,487,San Diego St.,8,32,47,9.5,1,0,1,1,2,0,21,67,47
2015,486,SMU,6,64,45,9.7,0,0,0,1,6,1,17,82,45
2015,485,St. John's,9,64,63,7.5,1,3,1,0,3,0,51,264,63
2015,484,Stephen F. Austin,12,64,70,7,0,0,0,0,1,1,69,313,70
2015,483,Texas,11,64,23,13.6,2,4,1,1,2,0,4,32,23
2015,482,Texas Southern,15,64,266,-7.2,0,0,0,0,0,0,169,303,266
2015,481,UAB,14,32,149,0.1,0,0,1,0,1,2,146,333,149
2015,480,UC Irvine,13,64,123,1.7,0,0,0,0,1,0,34,144,123
2015,479,UCLA,11,16,26,12.6,1,1,2,0,2,0,20,48,26
2015,478,Utah,5,16,8,21.2,1,1,3,0,2,0,6,83,8
2015,477,Valparaiso,13,64,118,2.1,0,0,0,0,2,0,57,215,118
2015,476,VCU,7,64,40,10.5,1,1,0,1,3,1,19,127,40
2015,475,Villanova,1,32,3,22.9,2,0,1,0,4,0,3,118,3
2015,474,Virginia,2,32,10,18.1,2,1,1,0,4,0,4,108,10
2015,473,West Virginia,5,16,18,15,4,2,1,0,2,1,10,83,18
2015,472,Wichita St.,7,16,15,15.4,0,0,0,0,5,0,15,37,15
2015,471,Wisconsin,1,2,5,22.1,2,1,5,0,5,0,3,19,5
2015,470,Wofford,12,64,117,2.2,0,0,0,0,1,0,36,142,117
2015,469,Wyoming,12,64,94,4.3,0,0,2,1,2,0,78,282,94
2015,468,Xavier,6,16,22,14.2,1,1,1,0,5,1,8,66,22
2014,467,Albany,16,64,207,-3.7,0,0,0,0,0,1,1,300,207
2014,466,American,15,64,129,1.8,0,0,0,0,0,0,1,327,129
2014,465,Arizona,1,8,2,21.9,1,0,4,0,4,0,1,67,2
2014,464,Arizona St.,10,64,26,14.3,2,0,3,0,4,0,1,43,26
2014,463,Baylor,6,16,46,10.7,2,1,1,3,3,0,1,147,46
2014,462,BYU,10,64,30,13.3,1,1,0,0,1,0,1,98,30
2014,461,Cal Poly,16,64,230,-4.8,0,0,0,0,0,0,1,277,230
2014,460,Cincinnati,5,64,20,15.2,2,1,1,0,5,0,1,71,20
2014,459,Coastal Carolina,16,64,213,-4.1,0,0,0,0,1,2,1,298,214
2014,458,Colorado,8,64,45,10.9,2,2,2,0,3,0,1,99,45
2014,457,Connecticut,7,1,16,16.1,2,2,0,1,3,0,1,108,16
2014,456,Creighton,3,32,7,18.5,1,0,5,0,4,0,1,35,7
2014,455,Dayton,11,8,70,7.6,0,1,1,0,3,2,1,298,70
2014,454,Delaware,13,64,135,1.3,0,0,0,0,0,1,1,273,135
2014,453,Duke,3,64,5,19.6,2,0,2,0,6,0,1,28,5
2014,452,Eastern Kentucky,15,64,161,-0.9,0,0,0,0,0,0,1,166,160
2014,451,Florida,1,4,9,18.2,3,0,0,0,9,0,1,138,9
2014,450,George Washington,9,64,38,11.9,1,0,0,0,2,1,1,51,38
2014,449,Gonzaga,8,32,17,15.9,0,0,1,0,2,0,1,76,17
2014,448,Harvard,12,32,52,10.4,0,0,0,0,2,0,1,118,52
2014,447,Iowa,11,68,11,17.6,1,2,2,1,2,1,1,43,11
2014,446,Iowa St.,3,16,6,18.8,3,1,5,0,2,0,1,99,6
2014,445,Kansas,2,32,3,20.5,2,0,6,1,3,0,1,100,3
2014,444,Kansas St.,9,64,41,11.3,3,0,4,1,2,0,1,321,41
2014,443,Kentucky,8,2,15,16.6,2,2,0,0,7,0,1,15,15
2014,442,Louisiana Lafayette,14,64,84,5.8,0,0,0,0,1,0,1,124,84
2014,441,Louisville,4,16,1,23.4,2,1,0,0,3,1,1,76,1
2014,440,Manhattan,13,64,110,3.4,0,0,0,1,1,0,1,248,110
2014,439,Massachusetts,6,64,60,8.9,1,0,2,0,3,1,1,121,60
2014,438,Memphis,8,32,51,10.4,3,2,0,0,1,0,1,146,51
2014,437,Mercer,14,32,69,7.7,0,0,0,0,0,0,1,133,69
2014,436,Michigan,2,8,8,18.5,2,1,3,1,2,0,1,63,8
2014,435,Michigan St.,4,8,25,14.3,2,1,2,2,2,1,1,43,25
2014,434,Milwaukee,15,64,220,-4.3,0,0,0,0,1,1,1,283,220
2014,433,Mount St. Mary's,16,68,219,-4.3,0,0,0,0,0,0,1,244,219
2014,432,Nebraska,11,64,43,11.2,1,1,3,0,3,0,1,113,43
2014,431,New Mexico,7,64,48,10.6,1,0,1,0,2,1,1,76,47
2014,430,New Mexico St.,13,64,67,7.9,0,0,0,1,0,0,1,152,67
2014,429,North Carolina,6,32,32,12.9,2,0,1,1,5,0,1,96,32
2014,428,North Carolina Central,14,64,68,7.8,0,0,0,0,0,0,1,126,68
2014,427,North Carolina St.,12,64,92,4.7,0,1,0,2,3,2,1,155,92
2014,426,North Dakota St.,12,32,57,9.3,0,0,0,0,0,1,1,111,57
2014,425,Ohio St.,6,64,13,17.2,1,2,2,0,4,1,1,76,13
2014,424,Oklahoma,5,64,49,10.6,2,2,4,0,2,1,1,129,49
2014,423,Oklahoma St.,9,64,4,20.3,1,1,3,2,2,0,1,4,4
2014,422,Oregon,7,32,37,12.1,1,1,2,1,1,1,1,133,37
2014,421,Pittsburgh,9,32,36,12.1,0,2,0,1,4,2,1,37,36
2014,420,Providence,11,64,42,11.3,1,1,2,1,3,0,1,139,42
2014,419,Saint Joseph's,10,64,79,6.2,1,2,0,0,2,1,1,195,79
2014,418,Saint Louis,5,32,58,9.2,1,0,1,1,2,1,1,58,58
2014,417,San Diego St.,4,16,29,13.4,0,1,1,0,1,0,1,61,29
2014,416,Stanford,10,16,35,12.2,2,1,1,2,0,1,1,133,35
2014,415,Stephen F. Austin,12,32,118,2.7,0,0,0,0,0,0,1,325,118
2014,414,Syracuse,3,32,39,11.5,2,0,3,0,4,0,1,99,39
2014,413,Tennessee,11,16,21,15.1,2,1,0,0,5,2,1,153,21
2014,412,Texas,7,32,47,10.6,3,1,3,1,3,0,1,134,48
2014,411,Texas Southern,16,68,251,-5.9,0,0,0,0,0,0,1,291,250
2014,410,Tulsa,13,64,93,4.7,0,0,0,1,2,0,1,311,93
2014,409,UCLA,4,16,14,17,1,1,3,1,3,0,1,89,14
2014,408,VCU,5,64,24,14.4,0,0,1,0,3,0,1,34,24
2014,407,Villanova,2,32,10,18.1,0,1,4,0,2,0,1,73,10
2014,406,Virginia,1,16,18,15.9,0,1,2,1,5,0,1,76,18
2014,405,Weber St.,16,64,137,1.2,0,0,0,0,0,0,1,175,137
2014,404,Western Michigan,14,64,131,1.5,0,0,0,0,2,1,1,316,131
2014,403,Wichita St.,1,32,34,12.8,1,0,0,0,2,0,1,77,34
2014,402,Wisconsin,2,4,27,14.1,3,2,2,0,3,0,1,118,27
2014,401,Wofford,15,64,211,-4,0,0,0,0,0,0,1,309,211
2014,400,Xavier,12,68,31,13,3,1,3,0,3,0,1,56,31
2013,399,Akron,12,64,60,9.1,1,0,0,0,2,0,1,112,60
2013,398,Albany,15,64,197,-3.1,0,0,0,0,0,1,1,245,197
2013,397,Arizona,6,16,25,14.3,2,0,1,1,4,1,1,111,25
2013,396,Belmont,11,64,20,15.6,1,0,0,0,4,0,1,130,20
2013,395,Boise St.,13,68,36,12.4,0,0,3,1,1,0,1,130,36
2013,394,Bucknell,11,64,101,3.9,0,0,0,0,1,0,1,247,101
2013,393,Butler,6,32,73,7.2,1,0,0,1,3,0,1,158,73
2013,392,California,12,32,77,6.6,0,1,3,1,2,1,1,110,77
2013,391,Cincinnati,10,64,43,11.5,0,1,1,2,3,2,1,87,43
2013,390,Colorado,10,64,31,13.2,1,0,2,1,4,0,1,112,31
2013,389,Colorado St.,8,32,42,11.7,0,0,3,1,3,0,1,101,42
2013,388,Creighton,7,32,23,14.6,0,0,1,2,5,0,1,45,23
2013,387,Davidson,14,64,61,9,0,0,0,0,0,0,1,322,61
2013,386,Duke,2,8,4,20.6,2,0,2,0,4,0,1,44,4
2013,385,Florida,3,8,1,26,4,0,2,0,1,0,1,87,1
2013,384,Florida Gulf Coast,15,16,103,3.7,1,0,0,0,1,0,1,207,103
2013,383,Georgetown,2,64,51,10.6,2,1,1,0,3,0,1,248,51
2013,382,Gonzaga,1,32,9,18.7,0,0,2,0,1,1,1,19,9
2013,381,Harvard,14,32,134,1.7,0,0,0,0,0,0,1,341,134
2013,380,Illinois,7,32,75,7.1,2,3,0,0,3,0,1,87,75
2013,379,Indiana,1,16,2,24.7,3,2,2,0,2,0,1,10,2
2013,378,Iona,15,64,82,6.3,0,0,1,0,0,0,1,114,82
2013,377,Iowa St.,10,32,17,16.1,0,1,4,0,2,0,1,64,17
2013,376,James Madison,16,64,125,2.2,0,0,0,0,0,2,1,247,125
2013,375,Kansas,1,16,3,20.8,2,0,4,1,2,0,1,82,3
2013,374,Kansas St.,4,64,34,12.5,1,1,3,0,1,0,1,58,34
2013,373,La Salle,13,16,54,9.8,0,0,0,0,6,1,1,244,54
2013,372,Liberty,16,68,290,-9.3,0,0,0,0,0,0,1,340,290
2013,371,LIU Brooklyn,16,68,159,-0.2,0,0,0,0,0,0,1,216,159
2013,370,Louisville,1,1,5,20.5,2,1,4,0,2,0,1,87,5
2013,369,Marquette,3,8,41,11.9,3,0,1,0,3,0,1,119,41
2013,368,Memphis,6,32,53,10.2,1,1,0,0,1,0,1,136,53
2013,367,Miami FL,2,16,11,17.8,3,0,1,0,5,1,1,120,11
2013,366,Michigan,4,2,13,16.7,2,1,3,0,2,0,1,77,13
2013,365,Michigan St.,3,16,19,15.8,4,1,1,0,3,0,1,169,19
2013,364,Middle Tennessee,11,68,8,18.7,1,0,0,0,2,0,1,22,8
2013,363,Minnesota,11,32,10,18.2,3,1,1,0,4,1,1,12,10
2013,362,Mississippi,12,32,22,15.3,1,1,1,0,2,0,1,36,22
2013,361,Missouri,9,64,18,16,2,0,1,0,2,0,1,108,18
2013,360,Montana,13,64,181,-1.7,0,0,0,0,1,1,1,274,181
2013,359,New Mexico,3,64,40,12,0,0,4,0,6,1,1,130,40
2013,358,New Mexico St.,13,64,74,7.2,1,0,2,1,1,0,1,157,74
2013,357,North Carolina,8,32,30,13.4,1,2,2,0,4,0,1,55,30
2013,356,North Carolina A&T,16,64,227,-4.8,0,0,0,0,1,0,1,317,227
2013,355,North Carolina St.,8,64,32,13,1,1,1,0,5,0,1,38,32
2013,354,Northwestern St.,14,64,100,3.9,0,0,1,0,0,0,1,145,100
2013,353,Notre Dame,7,64,46,11.2,2,0,1,0,4,3,1,78,46
2013,352,Ohio St.,2,8,7,18.9,4,2,1,0,1,0,1,87,7
2013,351,Oklahoma,10,64,28,13.8,2,0,2,1,3,0,1,117,28
2013,350,Oklahoma St.,5,64,27,14,1,2,3,0,1,0,1,318,27
2013,349,Oregon,12,16,45,11.4,1,0,0,1,2,1,1,303,45
2013,348,Pacific,15,64,109,3.5,0,0,0,0,0,0,1,159,109
2013,347,Pittsburgh,8,64,21,15.5,1,0,0,3,3,0,1,32,21
2013,346,Saint Louis,4,32,35,12.5,1,0,1,0,6,0,1,154,35
2013,345,Saint Mary's,11,64,33,12.5,1,1,0,0,1,0,1,311,33
2013,344,San Diego St.,7,32,48,11,0,0,3,1,1,0,1,163,48
2013,343,South Dakota St.,13,64,92,4.9,0,0,0,0,3,0,1,229,92
2013,342,Southern,16,64,145,0.8,0,0,0,0,0,0,1,185,145
2013,341,Syracuse,4,4,6,19.5,0,1,2,0,4,1,1,169,6
2013,340,Temple,9,32,104,3.7,1,0,1,0,3,0,1,226,104
2013,339,UCLA,6,64,44,11.5,2,0,0,1,3,1,1,65,44
2013,338,UNLV,5,64,49,10.9,1,0,4,2,2,0,1,112,49
2013,337,Valparaiso,14,64,84,6.1,0,0,0,0,1,1,1,109,84
2013,336,VCU,5,32,15,16.4,1,0,0,1,7,1,1,53,15
2013,335,Villanova,9,64,85,6.1,2,1,1,0,3,1,1,334,85
2013,334,Western Kentucky,16,64,185,-1.9,0,1,0,0,0,1,1,194,185
2013,333,Wichita St.,9,4,37,12.2,1,0,1,0,3,1,1,117,37
2013,332,Wisconsin,5,64,12,17.5,3,2,1,0,2,1,1,87,12
2012,331,Alabama,9,64,35,14.1,0,2,1,1,6,0,1,43,35
2012,330,Baylor,3,8,21,17.5,1,2,1,1,4,0,1,66,21
2012,329,Belmont,14,64,30,15.4,0,0,0,0,1,0,1,197,30
2012,328,BYU,14,64,34,14.2,1,1,0,1,1,0,1,285,34
2012,327,California,12,68,19,17.8,0,0,0,0,7,1,1,33,19
2012,326,Cincinnati,6,16,45,13.2,2,1,2,0,2,1,1,149,45
2012,325,Colorado,11,32,73,10.7,1,0,1,0,5,2,1,315,73
2012,324,Colorado St.,11,64,64,11.3,2,0,0,0,4,1,1,280,64
2012,323,Connecticut,9,64,26,16.2,0,3,2,1,2,0,1,65,26
2012,322,Creighton,8,32,42,13.3,0,1,0,0,5,0,1,45,42
2012,321,Davidson,13,64,33,14.5,0,1,0,1,1,0,1,70,33
2012,320,Detroit,15,64,144,4.6,0,0,0,0,0,1,1,201,144
2012,319,Duke,2,64,17,18.3,0,2,3,0,3,1,1,21,17
2012,318,Florida,7,8,14,20.1,1,1,1,1,4,0,1,14,14
2012,317,Florida St.,3,32,20,17.7,1,1,1,0,3,0,1,64,20
2012,316,Georgetown,3,32,9,20.7,3,0,1,1,2,0,1,97,9
2012,315,Gonzaga,7,32,25,16.5,1,1,2,0,2,0,1,82,25
2012,314,Harvard,12,64,91,9.1,0,0,1,0,0,0,1,181,91
2012,313,Indiana,4,16,7,22.5,4,0,2,0,3,1,1,18,7
2012,312,Iona,14,68,93,9.1,0,0,1,0,0,0,1,211,93
2012,311,Iowa St.,8,32,41,13.3,3,1,1,0,4,1,1,97,41
2012,310,Kansas,2,2,5,24.3,4,0,2,1,4,0,1,13,5
2012,309,Kansas St.,8,32,32,14.6,2,2,0,1,1,1,1,180,32
2012,308,Kentucky,1,1,3,25.3,2,0,4,0,3,0,1,8,3
2012,307,Lamar,16,68,132,5.7,0,0,0,0,0,1,1,270,132
2012,306,Lehigh,15,32,94,9.1,0,0,0,0,0,0,1,214,94
2012,305,LIU Brooklyn,16,64,158,3.8,0,0,0,0,0,0,1,216,158
2012,304,Long Beach St.,12,64,82,9.8,0,0,0,0,0,0,1,152,82
2012,303,Louisville,4,4,27,15.8,1,3,2,0,3,1,1,38,27
2012,302,Loyola MD,15,64,166,3.3,0,0,0,0,1,0,1,265,166
2012,301,Marquette,3,16,11,20.4,1,0,3,1,2,0,1,22,11
2012,300,Memphis,8,64,15,19.1,0,0,3,0,3,1,1,157,15
2012,299,Michigan,4,64,37,13.6,4,1,2,0,3,0,1,198,37
2012,298,Michigan St.,1,16,4,24.8,4,1,1,0,4,0,1,188,4
2012,297,Mississippi Valley St.,16,68,256,-3.1,0,0,0,0,0,0,1,259,256
2012,296,Missouri,2,64,12,20.3,3,0,2,1,2,0,1,71,12
2012,295,Montana,13,64,111,7.6,0,0,0,0,3,0,1,338,111
2012,294,Murray St.,6,32,92,9.1,0,0,1,0,1,0,1,321,92
2012,293,New Mexico,5,32,13,20.2,2,0,0,0,2,1,1,93,13
2012,292,New Mexico St.,13,64,101,8.3,0,1,0,0,0,1,1,197,101
2012,291,Norfolk St.,15,32,264,-3.8,0,0,0,0,0,0,1,303,264
2012,290,North Carolina,1,8,2,25.4,2,1,1,0,4,0,1,201,2
2012,289,North Carolina St.,11,16,76,10.2,0,4,0,1,1,0,1,81,76
2012,288,Notre Dame,7,64,23,16.9,2,0,1,1,1,0,1,97,23
2012,287,Ohio,13,16,89,9.2,0,0,0,0,1,0,1,166,89
2012,286,Ohio St.,2,4,1,26,4,2,2,0,2,0,1,14,1
2012,285,Purdue,10,32,24,16.6,0,3,1,1,4,0,1,29,24
2012,284,Saint Louis,9,32,16,18.6,0,0,3,1,3,0,1,34,16
2012,283,Saint Mary's,7,64,46,13.2,1,0,1,0,2,0,1,81,46
2012,282,San Diego St.,6,64,87,9.3,2,1,0,1,3,0,1,117,87
2012,281,South Dakota St.,14,64,28,15.8,0,0,0,0,1,0,1,196,28
2012,280,South Florida,12,32,69,11.2,0,0,2,2,1,0,1,182,69
2012,279,Southern Miss,9,64,97,8.5,1,0,0,0,3,1,1,154,97
2012,278,St. Bonaventure,14,64,38,13.5,0,0,2,1,3,0,1,138,39
2012,277,Syracuse,1,8,6,23.2,3,0,4,0,2,0,1,97,6
2012,276,Temple,5,64,44,13.2,1,0,3,0,3,1,1,216,44
2012,275,Texas,11,64,18,18.2,0,3,3,0,3,0,1,124,18
2012,274,UNC Asheville,16,64,110,7.6,0,1,0,0,0,0,1,124,110
2012,273,UNLV,6,64,22,17.4,2,1,0,0,4,0,1,330,22
2012,272,Vanderbilt,5,32,40,13.4,1,1,1,1,4,1,1,145,40
2012,271,VCU,12,32,55,12,0,0,0,0,3,1,1,276,56
2012,270,Vermont,16,64,118,6.9,0,0,0,0,0,2,1,230,118
2012,269,Virginia,10,64,31,15,0,2,1,0,2,1,1,124,31
2012,268,West Virginia,10,64,29,15.4,1,3,1,1,4,0,1,96,29
2012,267,Western Kentucky,16,64,248,-2.3,0,0,0,1,1,2,1,327,248
2012,266,Wichita St.,5,64,10,20.7,1,0,0,1,2,0,1,124,10
2012,265,Wisconsin,4,16,8,21.1,2,3,1,0,3,1,1,97,8
2012,264,Xavier,10,16,48,12.9,1,2,3,0,4,1,1,103,48
2011,263,Akron,15,64,113,12,0,0,0,0,1,1,1,181,113
2011,262,Alabama St.,16,68,292,-0.3,0,1,0,0,0,0,1,329,292
2011,261,Arizona,5,8,20,23.6,1,0,2,0,6,0,1,158,20
2011,260,Belmont,13,64,17,24.1,0,0,0,0,1,0,1,294,17
2011,259,Boston University,16,64,199,6.3,0,0,0,0,0,0,1,241,199
2011,258,Bucknell,14,64,132,10.8,0,0,0,0,0,0,1,241,132
2011,257,Butler,8,2,59,17.7,0,0,0,0,3,0,1,118,59
2011,256,BYU,3,16,11,25.9,1,0,2,1,2,0,1,36,11
2011,255,Cincinnati,6,32,33,20.7,1,1,1,2,2,0,1,171,33
2011,254,Clemson,12,64,46,19.4,0,1,2,0,2,1,1,133,45
2011,253,Connecticut,3,1,48,19.1,1,3,1,1,3,0,1,102,48
2011,252,Duke,1,16,2,31.7,1,0,4,0,3,0,1,158,2
2011,251,Florida,2,8,35,20.7,2,1,1,0,5,0,1,121,35
2011,250,Florida St.,10,16,29,21.6,1,2,1,1,1,0,1,113,28
2011,249,George Mason,8,32,39,20.3,0,0,0,0,3,0,1,122,39
2011,248,Georgetown,6,64,37,20.5,1,3,3,1,1,0,1,170,37
2011,247,Georgia,10,64,65,16.6,1,1,1,1,2,2,1,330,65
2011,246,Gonzaga,11,32,21,23.3,0,3,0,0,3,1,1,49,21
2011,245,Hampton,16,64,289,0.2,0,0,0,0,0,0,1,291,289
2011,244,Illinois,9,32,13,25.2,2,2,1,0,7,0,1,65,12
2011,243,Indiana St.,14,64,101,13.3,0,0,0,0,2,2,1,279,101
2011,242,Kansas,1,8,3,31.4,2,1,4,0,5,0,1,10,3
2011,241,Kansas St.,5,32,18,24,2,0,2,1,2,0,1,142,18
2011,240,Kentucky,4,4,7,27.6,1,0,1,0,4,0,1,47,7
2011,239,Little Rock,16,68,194,6.6,0,0,0,0,1,2,1,218,194
2011,238,LIU Brooklyn,15,64,156,9.6,0,0,0,0,0,1,1,228,156
2011,237,Louisville,4,64,14,24.9,3,1,4,0,4,1,1,192,14
2011,236,Marquette,11,16,30,21.5,3,1,0,3,2,0,1,80,30
2011,235,Memphis,12,64,78,15.6,0,0,1,1,6,1,1,102,78
2011,234,Michigan,8,32,56,18,0,4,1,0,6,1,1,118,56
2011,233,Michigan St.,10,64,34,20.7,2,2,0,0,5,1,1,78,34
2011,232,Missouri,11,64,9,26.9,2,1,2,0,3,0,1,232,9
2011,231,Morehead St.,13,32,89,14.8,0,0,1,0,1,0,1,99,89
2011,230,North Carolina,2,8,15,24.6,2,0,5,0,0,0,1,77,15
2011,229,Northern Colorado,15,64,67,16.5,0,0,0,0,3,0,1,98,66
2011,228,Notre Dame,2,32,12,25.2,3,0,5,0,1,0,1,53,13
2011,227,Oakland,13,64,75,16.1,0,0,0,0,0,0,1,294,75
2011,226,Ohio St.,1,16,1,33,3,0,1,0,7,0,1,17,1
2011,225,Old Dominion,9,64,73,16.2,0,0,1,1,2,0,1,91,73
2011,224,Penn St.,10,64,90,14.8,2,2,2,1,3,1,1,175,90
2011,223,Pittsburgh,1,32,8,26.9,3,1,3,0,1,0,1,27,8
2011,222,Princeton,13,64,143,10.3,0,0,0,0,1,0,1,170,143
2011,221,Purdue,3,32,5,28.1,3,0,2,0,7,0,1,158,5
2011,220,Richmond,12,16,72,16.3,0,0,1,0,0,1,1,95,72
2011,219,Saint Peter's,14,64,163,9,0,0,0,0,0,1,1,279,163
2011,218,San Diego St.,2,16,19,23.8,1,1,2,0,2,0,1,276,19
2011,217,St. John's,6,64,40,20.3,3,1,2,1,1,0,1,218,40
2011,216,Syracuse,3,32,23,22.7,2,1,1,1,3,1,1,122,23
2011,215,Temple,7,32,44,19.5,0,0,1,0,2,0,1,81,44
2011,214,Tennessee,9,64,84,15.3,3,1,0,4,2,2,1,101,83
2011,213,Texas,4,32,10,26.8,1,1,1,1,4,0,1,30,10
2011,212,Texas A&M,7,64,45,19.4,3,1,0,0,2,1,1,119,46
2011,211,UAB,12,68,70,16.4,0,0,0,1,3,1,1,162,70
2011,210,UC Santa Barbara,15,64,172,8.6,0,0,0,0,0,1,1,254,172
2011,209,UCLA,7,32,55,18,1,1,3,0,2,1,1,117,55
2011,208,UNC Asheville,16,64,166,8.8,0,0,0,0,0,0,1,254,166
2011,207,UNLV,8,64,43,19.5,1,2,1,0,1,1,1,48,43
2011,206,USC,11,68,50,18.6,2,1,1,0,3,1,1,231,50
2011,205,Utah St.,12,64,27,21.7,0,0,0,0,2,0,1,118,27
2011,204,UTSA,16,64,220,4.7,0,0,0,0,0,0,1,258,220
2011,203,Vanderbilt,5,64,24,22,3,0,2,1,2,2,1,25,24
2011,202,VCU,11,4,158,9.4,0,0,0,1,1,1,1,258,158
2011,201,Villanova,9,64,22,22.9,2,2,4,2,0,0,1,71,22
2011,200,Washington,7,32,4,29.7,1,0,0,2,4,0,1,118,4
2011,199,West Virginia,5,32,16,24.5,3,1,1,1,4,0,1,33,16
2011,198,Wisconsin,4,16,6,27.9,3,0,1,0,5,0,1,158,6
2011,197,Wofford,14,64,150,9.9,0,0,0,1,0,0,1,282,150
2011,196,Xavier,6,64,62,17,0,0,1,1,1,0,1,191,62
2010,195,Arkansas Pine Bluff,16,64,270,0.2,0,0,0,0,0,0,1,310,270
2010,194,Baylor,3,8,21,24.6,2,1,2,0,3,0,1,174,21
2010,193,Butler,5,2,37,21.5,2,0,2,0,1,0,1,139,38
2010,192,BYU,7,32,5,28.2,0,0,3,1,0,0,1,110,5
2010,191,California,8,32,9,27.5,1,0,2,0,4,0,1,43,8
2010,190,Clemson,7,64,13,26.7,2,1,2,0,4,1,1,26,13
2010,189,Cornell,12,16,74,16.3,0,0,0,0,0,1,1,260,74
2010,188,Duke,1,1,1,36.1,3,0,4,0,4,0,1,26,1
2010,187,East Tennessee St.,16,64,164,8.5,0,0,0,1,0,0,1,202,164
2010,186,Florida,10,64,61,17.7,1,3,1,0,3,0,1,160,61
2010,185,Florida St.,9,64,36,21.5,1,2,3,0,1,1,1,178,36
2010,184,Georgetown,3,64,29,22.1,2,1,0,1,4,2,1,200,29
2010,183,Georgia Tech,10,32,24,23.1,2,0,1,2,5,0,1,116,24
2010,182,Gonzaga,8,32,30,22,0,0,1,1,2,0,1,146,30
2010,181,Houston,13,64,79,15.7,1,0,1,1,1,2,1,200,79
2010,180,Kansas,1,32,2,33.2,4,0,0,0,7,0,1,8,2
2010,179,Kansas St.,2,8,20,24.9,3,1,1,1,3,1,1,41,19
2010,178,Kentucky,1,8,14,26.7,2,0,1,0,8,0,1,99,14
2010,177,Lehigh,16,64,213,4.9,0,0,0,0,0,0,1,284,213
2010,176,Louisville,9,64,44,20.3,1,1,0,1,4,1,1,252,44
2010,175,Marquette,6,64,27,22.3,0,1,2,1,1,2,1,101,27
2010,174,Maryland,4,32,4,28.5,3,0,2,0,3,0,1,30,4
2010,173,Michigan St.,5,4,35,21.5,2,2,1,0,3,0,1,67,35
2010,172,Minnesota,11,64,8,27.5,2,1,0,1,1,1,1,18,9
2010,171,Missouri,10,32,6,27.7,2,1,1,1,5,0,1,200,7
2010,170,Montana,14,64,90,14.3,0,0,0,0,0,0,1,196,90
2010,169,Morgan St.,15,64,177,7.3,0,0,0,0,0,0,1,230,177
2010,168,Murray St.,13,32,45,20.2,0,0,0,0,0,0,1,116,45
2010,167,New Mexico,3,32,39,21.3,2,0,2,1,2,0,1,116,39
2010,166,New Mexico St.,12,64,142,9.6,1,0,0,1,1,2,1,237,142
2010,165,North Texas,15,64,209,5.1,0,0,0,0,0,0,1,275,210
2010,164,Northern Iowa,9,16,56,18.3,0,0,1,0,4,0,1,278,56
