YEAR,TEAM NO,TEAM,SEED,ROUND,RPPF RATING RANK,RPPF RATING,NPB RATING RANK,NPB RATING,RADJ O RANK,RADJ O,RADJ D RANK,RADJ D,RADJ EM RANK,RADJ EM,R PACE RANK,R PACE,R SOS RANK,R SOS,STROE RANK,STROE,STRDE RANK,STRDE,STRT+ RANK,STREM RANK,STREM,STREM RANK 2
2026,1192,Kennesaw St.,14,0,163,0.6059,190,0.6964,139,110.7,189,110.2,160,0.5,17,70.9,193,0.569,109,87.97,130,102.84,145,163,-14.87,107
2026,1191,Kentucky,7,0,36,0.83,48,0.8574,39,121,27,99,28,22,122,68.3,12,0.7582,35,101.37,27,89.43,22,28,11.94,23
2026,1190,Lehigh,16,0,303,0.4109,299,0.5347,284,102.6,256,113.5,280,-10.9,202,66.9,311,0.4787,300,70.24,283,115.94,290,285,-45.7,298
2026,1189,LIU Brooklyn,16,0,239,0.4997,230,0.6416,246,105,178,109.7,217,-4.7,151,67.7,342,0.4498,242,76.03,187,107.71,200,215,-31.68,213
2026,1188,Louisville,6,0,14,0.8861,20,0.9092,20,124.5,25,98.5,20,26,59,69.5,42,0.7376,12,109.22,16,87.37,16,20,21.85,11
2026,1187,McNeese St.,12,0,75,0.7539,70,0.8312,90,114.2,51,101.9,69,12.3,244,66.2,188,0.5728,114,86.8,76,98.1,66,64,-11.3,92
2026,1186,Miami FL,7,0,26,0.8477,23,0.8964,33,121.7,37,100.5,30,21.2,169,67.5,78,0.6935,32,102.12,35,92.42,28,32,9.7,31
2026,1185,Miami OH,11,0,81,0.7414,77,0.8216,70,116.9,169,109.4,95,7.5,44,69.7,253,0.5241,53,97.19,112,101.39,99,94,-4.2,65
2026,1184,Michigan,1,0,1,0.9918,1,0.9939,7,127.6,2,89.3,3,38.3,20,70.7,1,0.7937,4,114.36,1,73.81,1,3,40.55,2
2026,1183,Michigan St.,3,0,15,0.8851,14,0.9149,22,124.2,15,95.2,9,29,250,66.1,9,0.7653,38,101.14,14,87.04,9,9,14.1,18
2026,1182,Missouri,10,0,49,0.8001,67,0.8403,51,119.7,77,103.8,51,15.9,238,66.3,73,0.7101,51,97.6,84,98.9,61,50,-1.3,56
2026,1179,North Carolina St.,11,0,33,0.8369,33,0.8789,16,124.9,97,105.1,35,19.8,84,68.9,28,0.7445,15,107.09,72,97.68,47,34,9.41,32
2026,1181,Nebraska,4,0,20,0.8689,18,0.9102,54,118.7,7,92.3,18,26.4,211,66.8,48,0.729,66,94.54,9,83.02,8,13,11.52,25
2026,1180,North Carolina,6,0,37,0.8293,42,0.8642,30,121.9,36,100.4,29,21.5,137,67.9,34,0.7401,36,101.35,38,92.97,30,30,8.38,34
2026,1178,North Dakota St.,14,0,115,0.6854,85,0.8142,123,111.5,118,106.5,114,5,230,66.4,289,0.4994,130,84.94,138,103.24,126,114,-18.3,125
2026,1177,Northern Iowa,12,0,70,0.7659,63,0.8435,151,110,22,97.7,69,12.3,363,62.6,125,0.6118,233,76.73,65,97.1,59,65,-20.37,137
2026,1176,Ohio St.,8,0,24,0.8517,28,0.8845,17,124.8,43,101.6,25,23.2,250,66.1,24,0.7498,27,102.88,77,98.38,43,25,4.5,44
2026,1175,Penn,14,0,140,0.6385,108,0.7855,195,107.5,110,105.9,142,1.6,84,68.9,152,0.593,197,79.33,105,100.95,127,148,-21.62,145
2026,1174,Prairie View A&M,16,0,277,0.4421,254,0.604,312,100.4,234,112.2,290,-11.8,20,70.7,326,0.4665,253,74.59,144,104.21,212,281,-29.62,199
2026,1173,Purdue,2,0,8,0.9143,8,0.9275,1,132.2,35,100,8,32.2,323,64.6,5,0.7803,9,113.09,74,97.81,37,6,15.28,17
2026,1172,Queens,15,0,206,0.5531,195,0.6886,78,115.8,322,117.8,185,-2,64,69.4,271,0.5117,63,94.78,282,115.57,234,181,-20.79,142
2026,1171,Saint Louis,9,0,43,0.8132,36,0.8748,47,120.1,46,101.7,42,18.4,20,70.7,114,0.6233,28,102.67,29,89.77,34,43,12.9,21
2026,1170,Saint Mary's,7,0,34,0.8357,26,0.8859,47,120.1,18,96.8,24,23.3,295,65.3,87,0.6778,60,95.97,32,91.27,21,22,4.7,43
2026,1169,Santa Clara,10,0,28,0.843,21,0.9057,21,124.4,86,104.5,34,19.9,80,69,88,0.6775,19,106.36,69,97.39,45,35,8.97,33
2026,1168,Siena,16,0,184,0.5778,196,0.6879,212,106.6,164,109.2,190,-2.6,317,64.8,346,0.4471,263,73.81,263,113.54,230,194,-39.73,270
2026,1167,SMU,11,0,39,0.8189,39,0.8678,26,123.2,90,104.7,41,18.5,115,68.4,25,0.7482,18,106.75,61,96.68,44,42,10.07,30
2026,1166,South Florida,11,0,46,0.8018,45,0.8607,59,118,39,101,47,17,12,71.2,105,0.6368,43,100.33,20,88.23,33,51,12.1,22
2026,1165,St. John's,5,0,13,0.8872,19,0.9095,42,120.6,10,93.9,15,26.7,64,69.4,18,0.7531,30,102.35,6,81.1,9,17,21.25,12
2026,1164,TCU,9,0,45,0.8097,43,0.8636,75,116.2,24,98,43,18.2,151,67.7,67,0.7142,75,92.74,18,87.81,25,45,4.93,40
2026,1163,Tennessee,6,0,16,0.8851,17,0.9105,37,121.2,14,94.7,17,26.5,300,65.2,21,0.7525,47,98.63,12,86.81,12,15,11.82,24
2026,1162,Tennessee St.,15,0,218,0.5385,203,0.6791,163,109.2,208,111.1,184,-1.9,32,70,345,0.4475,136,83.97,170,106.03,177,187,-22.06,149
2026,1161,Texas,11,0,40,0.8178,44,0.8608,14,125.1,108,105.8,38,19.3,202,66.9,52,0.7265,16,107.08,113,101.4,72,37,5.68,37
2026,1160,Texas A&M,10,0,31,0.837,34,0.8781,41,120.7,46,101.7,40,19,29,70.2,69,0.7119,26,104.04,23,88.72,26,41,15.32,16
2026,1159,Texas Tech,5,0,12,0.888,12,0.9186,12,125.4,31,99.4,20,26,238,66.3,4,0.783,20,106.27,39,93.02,22,16,13.25,20
2026,1158,Troy,13,0,139,0.6389,144,0.7399,149,110.1,151,108.7,144,1.4,308,65.1,241,0.5389,161,82.16,196,108.56,166,143,-26.4,177
2026,1157,UCF,10,0,58,0.7843,53,0.8487,40,120.9,107,105.7,54,15.2,75,69.1,33,0.741,29,102.47,71,97.66,55,54,4.81,41
2026,1156,UCLA,7,0,32,0.8369,40,0.8655,22,124.2,43,101.6,27,22.6,317,64.8,29,0.7435,42,100.54,94,99.73,53,27,0.81,51
2026,1155,UMBC,16,0,199,0.5655,166,0.7156,183,108,175,109.6,183,-1.6,244,66.2,364,0.4002,216,77.79,227,111,206,186,-33.21,225
2026,1154,Utah St.,9,0,29,0.8426,24,0.8935,28,122.3,41,101.4,32,20.9,151,67.7,80,0.692,33,101.91,49,94.83,36,29,7.08,36
2026,1153,Vanderbilt,5,0,9,0.9095,7,0.934,8,127.5,31,99.4,12,28.1,96,68.7,23,0.7501,8,113.82,21,88.56,14,14,25.26,7
2026,1152,VCU,11,0,42,0.8152,41,0.865,47,120.1,57,102.5,45,17.6,115,68.4,107,0.6338,45,99.67,53,95.32,42,46,4.35,45
2026,1151,Villanova,8,0,35,0.8334,32,0.8812,42,120.6,38,100.6,33,20,295,65.3,37,0.7395,58,96.33,57,95.96,40,31,0.37,52
2026,1150,Virginia,3,0,19,0.8828,11,0.9201,27,123,16,95.5,13,27.5,265,65.9,65,0.7153,44,99.84,24,89,14,11,10.84,28
2026,1149,Wisconsin,5,0,21,0.8615,22,0.8967,9,126.7,51,101.9,21,24.8,102,68.6,17,0.7539,13,108.32,50,94.85,35,24,13.47,19
2026,1148,Wright St.,14,0,120,0.6758,98,0.8032,115,112.1,195,110.4,141,1.7,184,67.2,227,0.5486,117,86.67,183,107,158,140,-20.33,136
2025,1147,Akron,13,64,97,0.7011,97,0.802,64,114.1,194,107.8,100,6.3,16,71.4,250,0.5338,39,93.65,95,97.65,87,99,-4,56
2025,1146,Alabama,2,8,4,0.941,4,0.9568,3,128.9,39,97.3,5,31.6,1,75,1,0.8195,1,122.04,4,78.64,4,8,43.4,1
2025,1145,Alabama St.,16,64,266,0.4632,232,0.6441,277,100.5,246,110.6,275,-10.1,142,67.8,352,0.4544,252,71.02,231,107.93,255,271,-36.91,250
2025,1144,American,16,68,253,0.4814,257,0.6218,259,101.2,186,107.5,237,-6.3,349,63.5,323,0.477,305,66.29,287,112.7,267,243,-46.41,308
2025,1143,Arizona,4,16,11,0.8972,14,0.922,11,123.7,34,97,13,26.7,53,69.9,8,0.7776,9,105.41,22,85.75,15,15,19.66,9
2025,1142,Arkansas,10,16,44,0.8113,58,0.8519,67,113.8,19,95.4,41,18.4,64,69.4,25,0.7506,57,89.86,15,83.18,25,41,6.68,30
2025,1141,Auburn,1,4,2,0.9667,3,0.9818,2,129.1,12,93.2,4,35.9,151,67.6,2,0.8049,3,113.57,14,82.51,10,4,31.06,3
2025,1140,Baylor,9,32,31,0.8402,40,0.8772,17,120.9,51,99.1,29,21.8,322,64.5,11,0.774,27,95.49,83,96.38,52,26,-0.89,49
2025,1139,Bryant,15,64,147,0.6117,152,0.7335,168,106.8,152,105.8,147,1,7,72.5,309,0.483,108,83.24,76,94.43,98,149,-11.19,84
2025,1138,BYU,6,16,22,0.86,23,0.9047,9,124.4,68,100.7,22,23.7,174,67.3,57,0.7152,12,102.55,77,94.44,46,22,8.11,26
2025,1137,Clemson,5,64,21,0.8631,21,0.9064,24,118.9,16,94.4,18,24.5,325,64.4,62,0.705,48,91.62,40,89.34,23,14,2.28,41
2025,1136,Colorado St.,12,32,52,0.7984,51,0.8621,40,116.9,43,98.4,40,18.5,251,66,88,0.6666,60,89.55,73,93.99,56,40,-4.44,57
2025,1135,Connecticut,8,32,34,0.8354,53,0.8568,15,122,82,101.8,34,20.2,343,63.7,61,0.7078,26,95.93,151,102.34,85,31,-6.41,64
2025,1134,Creighton,9,32,36,0.8299,52,0.8577,35,117.3,42,98.1,36,19.2,199,66.9,28,0.7471,45,92.46,50,91.07,41,36,1.39,43
2025,1133,Drake,11,32,58,0.7864,55,0.8563,89,111.8,41,97.8,60,14,364,58.7,148,0.5929,192,75.47,174,103.88,97,48,-28.41,181
2025,1132,Duke,1,4,1,0.9916,1,0.9941,3,128.9,4,89.7,1,39.2,265,65.8,45,0.7273,6,109.01,6,80.16,1,1,28.85,4
2025,1131,Florida,1,1,3,0.9651,2,0.9838,1,130,9,92.5,2,37.5,59,69.7,22,0.7543,2,117.14,5,78.92,2,3,38.22,2
2025,1130,Georgia,9,64,32,0.8391,24,0.9038,52,115.8,22,95.7,35,20.1,219,66.5,33,0.7413,51,91.28,26,86.65,29,34,4.63,34
2025,1129,Gonzaga,8,32,6,0.9186,12,0.9347,10,124.3,30,96.3,9,28,46,70.2,71,0.6914,7,107.69,17,84.58,11,10,23.11,6
2025,1128,Grand Canyon,13,64,83,0.7272,91,0.8056,135,108.6,75,101.3,94,7.3,15,71.5,208,0.5475,91,84.35,33,88.19,61,98,-3.84,54
2025,1127,High Point,13,64,92,0.7128,67,0.8435,30,118.3,212,109,83,9.3,219,66.5,287,0.5148,35,94.24,240,108.57,159,85,-14.33,94
2025,1126,Houston,1,2,5,0.9396,6,0.9498,12,123.2,1,87.3,4,35.9,360,61.5,13,0.766,32,94.77,13,82.45,7,2,12.32,18
2025,1125,Illinois,6,32,16,0.8733,19,0.9086,13,122.9,46,98.7,20,24.2,17,71.3,12,0.7685,8,107.08,18,84.88,18,25,22.2,7
2025,1124,Iowa St.,3,32,10,0.9051,7,0.9446,19,120.2,9,92.5,10,27.7,102,68.5,41,0.7351,17,99.11,8,80.45,9,9,18.66,10
2025,1123,Kansas,7,64,23,0.8595,46,0.8709,40,116.9,11,93.1,21,23.8,109,68.4,6,0.7819,43,93,11,81.22,13,20,11.78,20
2025,1122,Kentucky,3,16,15,0.877,20,0.9082,7,124.6,56,99.5,16,25.1,22,71,3,0.7885,4,111.41,24,86.52,19,21,24.89,5
2025,1121,Liberty,12,64,53,0.7966,49,0.8673,76,112.6,51,99.1,61,13.5,280,65.4,139,0.5985,97,84,72,93.78,63,60,-9.78,77
2025,1120,Lipscomb,14,64,87,0.7237,79,0.8263,80,112.3,102,103.4,87,8.9,257,65.9,273,0.522,88,85.43,113,99.03,89,83,-13.6,93
2025,1119,Louisville,8,64,19,0.8671,8,0.9445,26,118.8,19,95.4,23,23.4,87,68.9,44,0.7308,24,96.29,19,85.28,17,23,11.01,22
2025,1118,Marquette,7,64,26,0.8563,33,0.8876,32,118.2,29,96.2,28,22,151,67.6,36,0.739,34,94.32,28,87.29,25,28,7.03,28
2025,1117,Maryland,4,16,9,0.9065,9,0.9383,24,118.9,7,91.7,12,27.2,53,69.9,60,0.708,18,98.75,2,78.11,7,13,20.64,8
2025,1116,McNeese St.,12,32,62,0.7787,25,0.9029,64,114.1,61,100.1,60,14,280,65.4,174,0.5678,85,85.92,86,97.19,69,58,-11.27,86
2025,1115,Memphis,5,64,48,0.8018,60,0.8498,67,113.8,44,98.5,52,15.3,22,71,77,0.6844,50,91.34,21,85.71,36,57,5.63,32
2025,1114,Michigan,5,16,17,0.8714,15,0.9198,49,116.4,15,93.8,25,22.6,62,69.5,9,0.7744,30,95.01,10,80.92,16,29,14.09,16
2025,1113,Michigan St.,2,8,14,0.8834,18,0.9089,27,118.7,5,90.4,8,28.3,142,67.8,21,0.7546,23,96.62,3,78.15,3,7,18.47,12
2025,1112,Mississippi,6,16,25,0.8566,17,0.9104,28,118.5,27,96.1,26,22.4,127,68.1,17,0.759,25,96.28,20,85.3,21,27,10.98,23
2025,1111,Mississippi St.,8,64,28,0.8505,27,0.897,21,119.7,48,98.9,31,20.8,114,68.3,23,0.7542,19,98.34,37,88.91,32,33,9.43,24
2025,1110,Missouri,6,64,18,0.8691,16,0.9143,5,126.7,73,101,15,25.7,114,68.3,48,0.7253,5,109.8,56,91.89,34,19,17.91,13
2025,1109,Montana,14,64,142,0.6341,142,0.7464,99,110.6,246,110.6,158,0,193,67,176,0.5661,112,82.8,258,110.06,216,157,-27.26,170
2025,1108,Mount St. Mary's,16,64,247,0.4879,266,0.6067,288,99.7,172,106.8,244,-7.1,174,67.3,321,0.4785,287,67.66,184,104.41,220,248,-36.75,247
2025,1107,Nebraska Omaha,15,64,140,0.6422,102,0.7942,96,111.3,250,110.8,151,0.5,132,67.9,191,0.5562,90,85.17,227,107.76,190,156,-22.59,135
2025,1106,New Mexico,10,32,37,0.8288,38,0.8815,73,113.2,21,95.5,44,17.7,4,72.7,84,0.6709,46,92.25,7,80.32,23,47,11.93,19
2025,1105,Norfolk St.,16,64,178,0.5776,160,0.7231,176,106.5,218,109.1,187,-2.6,223,66.4,339,0.4647,175,77.34,223,107.48,208,181,-30.14,198
2025,1104,North Carolina,11,64,33,0.8367,45,0.8714,23,119.5,53,99.2,33,20.3,37,70.3,30,0.7454,15,99.97,34,88.58,33,37,11.39,21
2025,1103,Oklahoma,9,64,38,0.8281,32,0.8879,21,119.7,68,100.7,38,19,92,68.7,37,0.7366,16,99.23,54,91.52,43,39,7.71,27
2025,1102,Oregon,5,32,30,0.8402,35,0.8859,38,117,31,96.4,32,20.6,151,67.6,14,0.7623,41,93.32,27,87.26,28,32,6.06,31
2025,1101,Purdue,4,16,27,0.8534,48,0.8687,8,124.5,63,100.2,19,24.3,297,65,4,0.7849,11,102.75,80,95.82,45,17,6.93,29
2025,1100,Robert Morris,15,64,156,0.604,133,0.7606,160,107.2,131,105,136,2.2,147,67.7,298,0.4996,160,78.56,122,99.66,119,139,-21.1,129
2025,1099,Saint Francis,16,68,310,0.3946,270,0.6003,298,99.1,288,112.9,312,-13.8,199,66.9,317,0.4793,309,66.22,309,114.74,315,310,-48.52,319
2025,1098,Saint Mary's,7,32,24,0.8585,28,0.897,63,114.6,6,91.4,24,23.2,359,61.6,78,0.6844,92,84.34,29,87.69,19,16,-3.35,52
2025,1097,San Diego St.,11,68,50,0.8003,62,0.8479,110,109.8,14,93.7,50,16.1,242,66.1,66,0.6951,146,79.78,23,86.07,30,45,-6.29,63
2025,1096,SIU Edwardsville,16,64,218,0.5332,212,0.6732,252,101.8,139,105.3,197,-3.5,251,66,347,0.4612,268,69.71,176,103.94,198,218,-34.23,229
2025,1095,St. John's,2,32,12,0.8914,11,0.9354,56,115.1,2,87.8,11,27.3,46,70.2,52,0.7226,49,91.34,1,72.73,5,12,18.61,11
2025,1094,Tennessee,2,8,7,0.9184,10,0.9355,18,120.5,3,89,6,31.5,343,63.7,10,0.7743,33,94.7,9,80.54,6,5,14.16,15
2025,1093,Texas,11,68,39,0.8273,50,0.8656,33,117.8,60,100,43,17.8,160,67.5,46,0.7255,42,93.16,58,91.94,48,42,1.22,44
2025,1092,Texas A&M,4,32,20,0.8669,26,0.8995,42,116.8,8,92.3,18,24.5,235,66.2,5,0.7824,52,91.13,12,82.39,12,18,8.74,25
2025,1091,Texas Tech,3,8,8,0.9125,5,0.95,6,126.1,34,97,7,29.1,280,65.4,42,0.7341,10,104.23,51,91.28,27,6,12.95,17
2025,1090,Troy,14,64,98,0.6992,77,0.8288,154,107.4,71,100.8,99,6.6,223,66.4,214,0.5459,173,77.44,82,96.06,84,97,-18.62,113
2025,1089,UC San Diego,12,64,46,0.8081,22,0.9056,56,115.1,27,96.1,38,19,271,65.6,189,0.5566,67,88.91,42,89.41,35,35,-0.5,48
2025,1088,UCLA,7,32,29,0.8443,34,0.8869,37,117.1,17,94.9,27,22.2,301,64.9,49,0.725,54,90.88,30,87.87,23,24,3.01,39
2025,1087,UNC Wilmington,14,64,110,0.6839,121,0.7736,84,112.1,175,107,108,5.1,287,65.3,257,0.5301,103,83.56,219,106.8,157,105,-23.24,140
2025,1086,Utah St.,10,64,54,0.7964,42,0.8732,16,121.2,139,105.3,51,15.9,166,67.4,91,0.6628,20,98.12,156,102.62,92,53,-4.5,59
2025,1085,Vanderbilt,10,64,43,0.8189,37,0.8841,28,118.5,82,101.8,46,16.7,64,69.4,51,0.7239,21,97.64,66,92.87,57,52,4.77,33
2025,1084,VCU,11,64,35,0.8354,29,0.896,46,116.5,18,95.3,30,21.2,242,66.1,113,0.6245,58,89.77,38,89.03,30,30,0.74,47
2025,1083,Wisconsin,3,32,13,0.8895,13,0.9247,14,122.4,25,95.8,14,26.6,147,67.7,20,0.756,13,102.17,25,86.59,14,11,15.58,14
2025,1082,Wofford,15,64,141,0.6407,101,0.7965,73,113.2,226,109.5,120,3.7,332,64.1,197,0.5514,105,83.46,294,113.38,210,115,-29.92,196
2025,1081,Xavier,11,64,41,0.8227,36,0.8845,46,116.5,44,98.5,42,18,70,69.2,63,0.705,44,92.59,35,88.76,37,44,3.83,36
2025,1080,Yale,13,64,77,0.7437,84,0.8187,62,114.7,111,103.9,77,10.8,188,67.1,227,0.5414,53,91.09,104,98.21,82,73,-7.12,67
2024,1079,Akron,14,64,129,0.6819,130,0.7863,165,106.5,96,102.4,124,4.1,260,66.1,211,0.5723,183,76.48,129,98.14,116,117,-21.66,144
2024,1078,Alabama,4,4,15,0.8868,19,0.9137,2,126.9,124,103.8,14,23.1,8,72.8,1,0.8012,1,116.9,34,89.69,17,17,27.21,2
2024,1077,Arizona,2,16,4,0.9672,3,0.9781,8,122.4,15,95,6,27.4,17,71.8,25,0.7581,5,107.7,4,78.96,5,8,28.74,1
2024,1076,Auburn,4,64,3,0.9739,1,0.9874,9,122.1,5,92.4,4,29.7,58,69.8,48,0.7417,8,103.28,3,78.89,2,4,24.39,3
2024,1075,Baylor,3,32,17,0.882,21,0.9131,6,123.2,59,99.9,12,23.3,283,65.6,5,0.7903,13,100.27,95,95.11,45,12,5.16,24
2024,1074,Boise St.,10,68,44,0.8291,44,0.8884,47,114.7,29,97.7,39,17,223,66.8,52,0.7399,74,86.51,54,91.53,38,37,-5.02,60
2024,1073,BYU,6,64,18,0.8817,16,0.923,11,121.3,53,99.6,16,21.7,85,69.1,78,0.7215,11,101.68,36,89.79,18,19,11.89,15
2024,1072,Clemson,6,8,30,0.8543,35,0.8999,27,117.5,63,100.2,36,17.3,260,66.1,28,0.756,31,93.21,89,94.57,59,35,-1.36,45
2024,1071,Colgate,14,64,171,0.6194,198,0.7119,215,104.2,95,102.1,143,2.1,251,66.3,307,0.5166,239,72.42,147,99.76,140,145,-27.34,188
2024,1070,College of Charleston,13,64,96,0.7433,99,0.8224,61,113.5,161,105.8,99,7.7,60,69.7,201,0.577,46,90.19,152,100.01,124,101,-9.82,86
2024,1069,Colorado,10,32,29,0.8578,36,0.8984,26,117.8,40,98.9,29,18.9,171,67.4,70,0.7264,24,95.53,42,90.49,27,26,5.04,25
2024,1068,Colorado St.,10,64,39,0.8346,40,0.8932,45,115,37,98.7,46,16.3,270,65.8,39,0.7484,63,88.55,73,93.49,48,36,-4.94,59
2024,1067,Connecticut,1,1,1,0.9859,2,0.9818,1,127.1,9,93.8,1,33.3,329,64.5,71,0.726,6,106.18,21,87.29,8,2,18.89,8
2024,1066,Creighton,3,16,12,0.9156,12,0.9309,12,121.1,27,97.1,11,24,197,67.2,32,0.7527,16,98.05,28,88.39,14,10,9.66,18
2024,1065,Dayton,7,32,35,0.8413,32,0.9006,21,118.9,86,101.4,33,17.5,333,64.4,81,0.7182,43,90.69,153,100.15,88,25,-9.46,81
2024,1064,Drake,10,64,54,0.8095,51,0.8767,32,116.6,90,101.6,51,15,138,68,115,0.6512,37,91.8,76,93.69,60,50,-1.89,47
2024,1063,Duke,4,8,8,0.9236,10,0.941,7,122.6,22,96.6,8,26,231,66.7,61,0.7307,12,100.55,30,89.09,13,7,11.46,16
2024,1062,Duquesne,11,32,68,0.7835,75,0.8491,157,106.8,28,97.4,88,9.4,251,66.3,90,0.6932,176,77.06,60,92.01,73,85,-14.95,107
2024,1061,Florida,7,64,25,0.8676,28,0.9067,12,121.1,93,101.8,27,19.3,18,71.7,33,0.7526,7,104.74,29,88.81,24,33,15.93,10
2024,1060,Florida Atlantic,8,64,48,0.8256,60,0.8696,16,119.6,114,103.4,47,16.2,130,68.2,92,0.6906,17,97.76,103,95.91,76,45,1.85,34
2024,1059,Gonzaga,5,16,13,0.9105,13,0.9288,10,121.7,53,99.6,15,22.1,85,69.1,114,0.6538,10,102.2,39,89.99,18,16,12.21,13
2024,1058,Grambling St.,16,64,279,0.4674,284,0.609,299,98.6,193,107.3,270,-8.7,313,64.9,331,0.4978,313,65.35,235,106.71,255,270,-41.36,294
2024,1057,Grand Canyon,12,32,62,0.7916,67,0.863,61,113.5,48,99.4,53,14.1,130,68.2,145,0.6155,56,89.31,48,90.81,43,52,-1.5,46
2024,1056,Houston,1,16,5,0.9518,6,0.9599,19,119.2,2,86.7,2,32.5,348,63.4,19,0.7608,44,90.69,6,79.32,2,1,11.37,17
2024,1055,Howard,16,68,271,0.4823,280,0.6157,200,105,333,114.1,276,-9.1,162,67.6,348,0.476,179,76.98,315,112.63,307,272,-35.65,251
2024,1054,Illinois,3,8,11,0.9158,8,0.9435,3,126.3,90,101.6,10,24.7,55,69.9,26,0.7574,3,110.02,51,91.26,24,11,18.76,9
2024,1053,Iowa St.,2,16,7,0.9248,5,0.9603,52,114.1,1,86.4,5,27.7,184,67.3,72,0.7247,66,88.39,1,74.61,1,5,13.78,12
2024,1052,James Madison,12,32,59,0.7982,52,0.8764,54,114,81,101.1,61,12.9,72,69.4,296,0.5252,35,92.22,44,90.52,49,66,1.7,35
2024,1051,Kansas,4,32,36,0.8413,71,0.8565,59,113.6,12,94.2,26,19.4,90,69,6,0.7877,52,89.5,9,82.69,10,21,6.81,22
2024,1050,Kentucky,3,64,14,0.8962,15,0.9246,5,124.5,117,103.5,19,21,8,72.8,38,0.7489,2,111.56,32,89.33,18,23,22.23,4
2024,1049,Long Beach St.,15,64,182,0.6,209,0.6994,145,107.9,211,108.2,164,-0.3,30,71.1,179,0.5916,102,83.57,146,99.65,149,163,-16.08,114
2024,1048,Longwood,16,64,166,0.6245,153,0.757,182,105.6,147,105.1,159,0.5,223,66.8,288,0.5304,193,75.9,157,100.6,152,158,-24.7,167
2024,1047,Marquette,2,16,9,0.9205,9,0.9411,20,119.1,20,95.9,13,23.2,90,69,8,0.7822,20,97.09,11,85.1,9,13,11.99,14
2024,1046,McNeese St.,12,64,66,0.7841,27,0.9071,61,113.5,81,101.1,65,12.4,279,65.7,314,0.5091,73,86.86,108,96.66,84,58,-9.8,85
2024,1045,Michigan St.,9,32,20,0.8774,29,0.9048,59,113.6,8,93.3,20,20.3,303,65.2,9,0.7803,80,86.02,17,86.18,12,18,-0.16,41
2024,1044,Mississippi St.,8,64,24,0.8686,23,0.9126,52,114.1,18,95.6,31,18.5,209,67,15,0.7675,59,88.95,13,85.73,16,31,3.22,30
2024,1043,Montana St.,16,68,204,0.5708,183,0.7236,218,103.6,208,108.1,213,-4.5,90,69,251,0.5521,216,73.92,179,102.36,190,211,-28.44,200
2024,1042,Morehead St.,14,64,131,0.6781,114,0.8064,141,108.1,110,103.2,116,4.9,337,64.2,301,0.5209,161,78.09,173,101.96,135,108,-23.87,160
2024,1041,Nebraska,8,64,28,0.8632,26,0.9106,29,116.8,29,97.7,28,19.1,98,68.8,62,0.7307,32,93.05,26,88.25,18,29,4.8,26
2024,1040,Nevada,10,64,34,0.8426,34,0.9001,42,115.9,38,98.8,37,17.1,231,66.7,91,0.6906,50,89.55,65,92.65,42,34,-3.1,50
2024,1039,New Mexico,11,64,16,0.8853,14,0.9286,38,116.1,24,96.7,26,19.4,10,72.7,84,0.714,22,96.5,8,82.66,14,30,13.84,11
2024,1038,North Carolina,1,16,6,0.9321,7,0.9508,21,118.9,7,93.1,9,25.8,40,70.5,16,0.7667,15,99.19,5,79.21,6,9,19.98,6
2024,1037,North Carolina St.,11,4,57,0.8052,61,0.8692,61,113.5,93,101.8,69,11.7,130,68.2,69,0.7265,47,90.18,84,93.99,72,59,-3.81,52
2024,1036,Northwestern,9,32,41,0.8342,46,0.8828,29,116.8,65,100.4,43,16.4,341,63.8,60,0.731,69,88.03,143,99.42,89,38,-11.39,93
2024,1035,Oakland,14,32,125,0.6909,92,0.8294,129,108.7,167,106.1,136,2.6,223,66.8,200,0.5778,136,80.42,169,101.78,146,136,-21.36,142
2024,1034,Oregon,11,32,51,0.8147,65,0.8653,54,114,64,100.3,56,13.7,197,67.2,53,0.7398,57,89.26,71,93.3,60,55,-4.04,56
2024,1033,Purdue,1,2,2,0.9794,4,0.9735,4,125.9,21,96.2,4,29.7,171,67.4,3,0.7938,4,107.96,15,86.05,7,3,21.91,5
2024,1032,Saint Mary's,5,64,19,0.8794,18,0.915,44,115.1,11,94.1,19,21,358,62,105,0.6636,100,83.67,61,92.23,30,15,-8.56,75
