YEAR,TEAM NO,TEAM,SEED,ROUND,RPPF RATING RANK,RPPF RATING,NPB RATING RANK,NPB RATING,RADJ O RANK,RADJ O,RADJ D RANK,RADJ D,RADJ EM RANK,RADJ EM,R PACE RANK,R PACE,R SOS RANK,R SOS,STROE RANK,STROE,STRDE RANK,STRDE,STRT+ RANK,STREM RANK,STREM,STREM RANK 2
2018,738,Arizona,4,64,26,0.8479,52,0.874,14,119.5,70,99.4,21,20.1,212,67.4,70,0.6951,20,97.38,83,91.68,43,20,5.7,26
2018,737,Arizona St.,11,68,47,0.8054,37,0.8878,17,118.2,129,103.4,47,14.8,31,71.7,71,0.6929,12,100.53,80,91.43,59,49,9.1,19
2018,736,Arkansas,7,64,36,0.8232,36,0.8881,18,118,99,101.7,35,16.3,92,69.7,19,0.7539,18,98.29,76,91.18,54,43,7.11,23
2018,735,Auburn,4,32,19,0.8618,17,0.9178,15,119.1,48,97.9,18,21.2,19,72.4,50,0.7153,7,102.64,7,82.95,10,21,19.69,4
2018,734,Bucknell,14,64,113,0.6955,126,0.7843,92,109.7,115,102.6,100,7.1,37,71.5,258,0.549,69,86.47,69,90.73,84,102,-4.26,61
2018,733,Buffalo,13,32,63,0.7805,33,0.8909,40,115,141,104.3,76,10.7,15,72.9,148,0.6032,24,96.46,73,91.11,76,80,5.35,29
2018,732,Butler,10,32,30,0.8402,27,0.8998,29,116.6,46,97.8,24,18.8,185,68,9,0.7661,30,93.59,42,87.73,30,26,5.86,25
2018,731,Cal St. Fullerton,15,64,179,0.587,148,0.7601,181,104.7,133,103.8,155,0.9,97,69.6,169,0.5907,177,76.89,134,96.27,140,153,-19.38,143
2018,730,Cincinnati,2,32,9,0.9047,12,0.9388,57,112.9,2,85.6,5,27.3,322,64.7,100,0.6463,81,85.01,1,75.24,2,4,9.77,15
2018,729,Clemson,5,16,27,0.8477,21,0.9101,48,113.8,8,93.3,20,20.5,293,65.7,40,0.7342,65,86.88,16,84.83,11,15,2.05,36
2018,728,College of Charleston,13,64,152,0.6309,187,0.7195,90,109.9,164,105.3,120,4.6,322,64.7,266,0.5442,139,79.62,234,104.2,171,115,-24.58,178
2018,727,Creighton,8,64,29,0.846,23,0.9073,25,117.2,64,99.2,28,18,55,70.8,28,0.7471,16,98.98,23,85.71,24,34,13.27,12
2018,726,Davidson,12,64,52,0.7907,46,0.8801,21,117.4,101,101.9,42,15.5,336,64.1,123,0.6299,45,89.63,197,101.4,113,39,-11.77,106
2018,725,Duke,2,8,2,0.9589,2,0.9748,4,123,6,92.8,3,30.2,79,70,14,0.7626,2,106.79,3,80.09,3,3,26.7,2
2018,724,Florida,6,32,15,0.8814,19,0.9129,37,115.3,22,95.8,23,19.5,240,66.8,21,0.7516,43,90.45,41,87.66,26,22,2.79,34
2018,723,Florida St.,9,8,39,0.822,32,0.8918,26,116.7,85,100.6,36,16.1,31,71.7,56,0.7098,21,97.36,38,87.35,34,44,10.01,14
2018,722,Georgia St.,15,64,93,0.731,81,0.8443,101,109.1,106,102.1,102,7,231,67,233,0.5617,126,80.55,136,96.35,110,94,-15.8,123
2018,721,Gonzaga,4,16,7,0.917,4,0.9556,11,120.1,16,95,8,25.1,120,69.1,120,0.6309,15,99.65,12,84.27,7,7,15.38,9
2018,720,Houston,6,32,18,0.8648,15,0.9317,30,116.4,15,94.9,17,21.5,174,68.3,91,0.653,36,91.67,24,85.76,15,17,5.91,24
2018,719,Iona,15,64,132,0.6546,139,0.7698,79,110.8,223,108.2,135,2.6,55,70.8,232,0.5618,64,87.04,170,99.24,152,136,-12.2,108
2018,718,Kansas,1,4,6,0.921,8,0.9454,7,121.6,43,97.5,10,24.1,160,68.5,2,0.7804,8,102.59,37,87.06,18,10,15.53,8
2018,717,Kansas St.,9,8,38,0.8223,41,0.8862,63,111.8,35,96.9,46,14.9,293,65.7,29,0.747,91,83.81,78,91.29,54,41,-7.48,81
2018,716,Kentucky,5,16,16,0.8765,24,0.9043,21,117.4,23,95.9,17,21.5,152,68.6,3,0.7798,28,94.56,18,85.16,14,18,9.4,18
2018,715,Lipscomb,15,64,140,0.6402,154,0.7541,184,104.6,158,105,171,-0.4,5,74.9,280,0.5348,105,82.43,39,87.45,99,165,-5.02,67
2018,714,LIU Brooklyn,16,68,259,0.4713,248,0.6484,205,103.2,292,111.6,249,-8.4,45,71.3,333,0.4695,165,77.39,227,103.56,238,249,-26.17,194
2018,713,Loyola Chicago,11,4,56,0.7873,55,0.8726,75,110.9,21,95.7,44,15.2,312,65.4,140,0.6095,112,81.64,66,90.45,46,38,-8.81,86
2018,712,Marshall,13,32,110,0.6971,89,0.835,88,110,150,104.5,111,5.5,6,74.8,171,0.5884,42,90.72,54,88.85,84,117,1.87,38
2018,711,Miami FL,6,64,24,0.849,28,0.8997,51,113.6,45,97.7,39,15.9,225,67.1,52,0.7125,58,87.39,59,89.59,37,35,-2.2,55
2018,710,Michigan,3,2,14,0.8851,14,0.9343,26,116.7,4,92.2,9,24.5,328,64.6,42,0.7315,54,87.88,25,85.85,12,8,2.03,37
2018,709,Michigan St.,3,32,5,0.9211,9,0.9447,9,120.5,9,93.4,6,27.1,222,67.2,60,0.7072,17,98.3,11,83.57,5,6,14.73,10
2018,708,Missouri,8,64,41,0.8207,34,0.8905,55,113.2,43,97.5,41,15.7,293,65.7,32,0.7439,73,86.25,72,91.02,48,37,-4.77,63
2018,707,Montana,14,64,88,0.735,69,0.8543,83,110.3,71,99.6,76,10.7,185,68,215,0.5711,82,84.75,60,89.76,63,73,-5.01,66
2018,706,Murray St.,12,64,71,0.764,48,0.8782,59,112.6,81,100.3,65,12.3,212,67.4,213,0.5728,67,86.63,107,94.34,79,58,-7.71,83
2018,705,Nevada,7,16,32,0.8353,25,0.903,10,120.3,110,102.3,28,18,97,69.6,78,0.6729,10,101.77,84,92.03,48,25,9.74,16
2018,704,New Mexico St.,12,64,50,0.7989,35,0.8896,110,108.7,18,95.4,57,13.3,166,68.4,154,0.5983,108,82.14,9,83.49,28,55,-1.35,51
2018,703,North Carolina,2,32,3,0.9344,3,0.9636,3,123.2,37,97.1,7,26.1,50,71,1,0.7871,3,106.16,14,84.49,9,9,21.67,3
2018,702,North Carolina Central,16,68,321,0.3628,316,0.534,308,96.9,283,110.8,309,-13.9,317,65.1,350,0.3869,300,65.32,306,110.31,323,315,-44.99,320
2018,701,North Carolina St.,9,64,66,0.7751,64,0.863,21,117.4,95,101.4,37,16,42,71.4,58,0.708,19,97.65,61,89.83,47,46,7.82,21
2018,700,Ohio St.,5,32,17,0.8708,13,0.9378,26,116.7,13,94.6,15,22.1,263,66.4,38,0.737,39,91.05,33,86.59,17,13,4.46,31
2018,699,Oklahoma,10,64,46,0.8064,63,0.864,34,115.9,95,101.4,49,14.5,4,75.9,10,0.765,11,101.74,10,83.53,29,57,18.21,6
2018,698,Penn,16,64,118,0.6884,107,0.8084,190,104,78,100.1,123,3.9,127,69,253,0.5511,197,75.14,65,90.27,94,128,-15.13,121
2018,697,Providence,10,64,51,0.7945,68,0.8553,99,109.2,29,96.7,62,12.5,225,67.1,6,0.7685,103,82.47,36,86.88,41,65,-4.41,62
2018,696,Purdue,2,16,4,0.9232,5,0.9556,2,123.9,27,96.3,4,27.6,219,67.3,36,0.7378,6,103.54,47,87.97,20,5,15.57,7
2018,695,Radford,16,64,178,0.5871,162,0.745,219,102.5,122,103.2,172,-0.7,347,62.7,298,0.5178,277,67.91,258,106.03,215,170,-38.12,281
2018,694,Rhode Island,7,32,44,0.8079,50,0.8759,64,111.7,40,97.3,51,14.4,144,68.7,83,0.6645,71,86.34,43,87.74,35,47,-1.4,52
2018,693,San Diego St.,11,64,48,0.805,56,0.8725,69,111.3,29,96.7,48,14.6,144,68.7,82,0.6647,63,87.12,27,86.02,32,51,1.1,41
2018,692,Seton Hall,8,32,21,0.8584,22,0.9079,24,117.3,61,99.1,25,18.2,104,69.4,18,0.758,25,96.08,45,87.88,31,29,8.2,20
2018,691,South Dakota St.,12,64,54,0.7877,40,0.8863,42,114.9,143,104.4,78,10.5,61,70.5,144,0.6083,27,94.69,104,93.72,88,78,0.97,42
2018,690,St. Bonaventure,11,64,70,0.7667,70,0.8537,54,113.3,97,101.6,66,11.7,107,69.3,111,0.6356,62,87.24,95,93.23,79,70,-5.99,74
2018,689,Stephen F. Austin,14,64,101,0.709,76,0.8486,172,105,71,99.6,113,5.4,48,71.2,321,0.4908,132,80.16,29,86.36,65,113,-6.2,77
2018,688,Syracuse,11,16,58,0.7849,61,0.8646,131,107.4,10,93.7,56,13.7,342,63.4,23,0.7501,204,74.84,58,89.17,43,45,-14.33,116
2018,687,TCU,6,64,23,0.8543,26,0.9017,8,121.4,100,101.8,22,19.6,139,68.8,17,0.7588,9,102.29,92,92.65,52,23,9.64,17
2018,686,Tennessee,3,32,13,0.8912,7,0.9467,42,114.9,4,92.2,12,22.7,274,66.2,13,0.7635,52,88.71,8,83.46,7,11,5.25,30
2018,685,Texas,10,64,35,0.8258,42,0.8842,88,110,11,94.2,40,15.8,315,65.3,8,0.7669,131,80.18,20,85.54,23,36,-5.36,70
2018,684,Texas A&M,7,16,25,0.8481,29,0.8968,64,111.7,13,94.6,32,17.1,113,69.2,5,0.7717,60,87.34,5,81.71,13,30,5.63,27
2018,683,Texas Southern,16,64,243,0.4965,231,0.6713,168,105.2,320,114.2,256,-9,33,71.6,322,0.4905,127,80.41,260,106.18,254,248,-25.77,189
2018,682,Texas Tech,3,8,12,0.8925,10,0.9432,45,114.2,3,92,14,22.2,249,66.6,39,0.7349,50,88.91,4,81.26,4,12,7.65,22
2018,681,UCLA,11,68,49,0.8043,60,0.8661,20,117.5,113,102.5,45,15,57,70.6,54,0.7119,22,96.96,81,91.6,60,50,5.36,28
2018,680,UMBC,16,32,185,0.5778,183,0.7245,213,102.8,158,105,183,-2.2,178,68.2,282,0.5318,216,73.82,174,99.7,175,184,-25.88,190
2018,679,UNC Greensboro,13,64,97,0.7219,84,0.8409,167,105.3,27,96.3,83,9,319,65,284,0.5286,218,73.79,70,90.79,74,82,-17,129
2018,678,Villanova,1,1,1,0.987,1,0.9948,1,128.5,23,95.9,1,32.6,166,68.4,7,0.7681,1,113.99,15,84.5,5,2,29.49,1
2018,677,Virginia,1,64,8,0.9151,6,0.9521,32,116,1,83.6,2,32.4,351,59.3,20,0.7523,106,82.19,2,79.81,1,1,2.38,35
2018,676,Virginia Tech,8,64,28,0.8467,20,0.9102,39,115.1,50,98,32,17.1,152,68.6,61,0.7059,32,92.54,48,88.29,33,31,4.25,32
2018,675,West Virginia,5,16,11,0.8945,16,0.9259,13,119.8,39,97.2,13,22.6,127,69,35,0.7383,14,99.87,30,86.37,16,14,13.5,11
2018,674,Wichita St.,4,64,20,0.8586,38,0.8869,4,123,112,102.4,19,20.6,144,68.7,65,0.7,5,103.95,98,93.37,53,19,10.58,13
2018,673,Wright St.,14,64,126,0.6677,111,0.8042,248,101,53,98.4,135,2.6,174,68.3,255,0.5499,243,71.21,50,88.41,90,134,-17.2,131
2018,672,Xavier,1,32,10,0.904,11,0.9429,6,121.8,61,99.1,12,22.7,61,70.5,15,0.7622,4,105.19,32,86.53,19,16,18.66,5
2017,671,Arizona,2,16,19,0.8724,27,0.8967,21,118.2,31,94.8,21,23.4,274,65.9,61,0.7058,30,93.07,44,86.53,23,20,6.54,21
2017,670,Arkansas,8,32,45,0.801,47,0.8613,26,117.3,90,100.8,35,16.5,96,69.5,51,0.7201,15,97.25,70,90.17,51,47,7.08,20
2017,669,Baylor,3,16,11,0.8812,13,0.9156,27,117.2,13,92,14,25.2,334,63.2,8,0.7636,47,89.11,40,86.06,19,8,3.05,26
2017,668,Bucknell,13,64,85,0.7252,64,0.8371,84,109.6,87,100.7,80,8.9,74,70.1,234,0.5521,80,83.8,74,90.52,75,80,-6.72,66
2017,667,Butler,4,16,26,0.8596,23,0.8981,17,118.5,49,97.1,26,21.4,287,65.5,21,0.7509,29,93.14,73,90.32,43,23,2.82,28
2017,666,Cincinnati,6,32,23,0.8638,20,0.9044,36,114.5,10,91.5,23,23,327,63.9,76,0.6743,64,85.28,28,84.71,18,19,0.57,38
2017,665,Creighton,6,64,22,0.8659,21,0.9038,31,116.3,41,96.1,27,20.2,44,71.1,30,0.7358,16,97.01,14,81.93,15,27,15.08,15
2017,664,Dayton,7,64,52,0.787,62,0.8412,45,113.1,49,97.1,38,16,132,68.8,80,0.6717,54,87.41,45,86.58,29,38,0.83,36
2017,663,Duke,2,32,8,0.9108,16,0.9109,9,122,39,95.8,12,26.2,181,68.1,14,0.7609,9,102.08,32,85.02,17,14,17.06,11
2017,662,East Tennessee St.,13,64,63,0.7648,44,0.8629,103,108.4,52,97.3,69,11.1,71,70.2,153,0.5904,85,83.4,20,83.7,32,66,-0.3,42
2017,661,Florida,4,8,9,0.9108,5,0.9357,29,116.9,4,89.7,8,27.2,120,69,5,0.767,24,94.7,5,75.18,6,11,19.52,8
2017,660,Florida Gulf Coast,14,64,107,0.692,109,0.7899,87,109.1,169,104.4,111,4.7,295,65.4,274,0.5331,103,81.39,200,100.4,149,109,-19.01,143
2017,659,Florida St.,3,32,27,0.8458,28,0.8927,24,117.7,26,94.1,20,23.6,51,70.9,18,0.7562,13,98.62,8,79.34,12,22,19.28,9
2017,658,Gonzaga,1,2,1,0.9894,1,0.9957,6,122.1,2,87.6,1,34.5,64,70.4,111,0.6347,8,103.3,1,72.43,1,2,30.87,2
2017,657,Iona,14,64,114,0.6804,121,0.7796,67,110.7,213,107.1,119,3.6,57,70.7,214,0.5627,50,87.97,150,96.35,129,118,-8.38,77
2017,656,Iowa St.,5,32,12,0.879,14,0.9143,11,121.1,45,96.8,17,24.3,168,68.3,9,0.7634,10,100.94,27,84.67,19,21,16.27,12
2017,655,Jacksonville St.,15,64,170,0.5979,138,0.7582,174,104.3,163,104.3,161,0,330,63.6,239,0.5496,229,72.13,276,105.14,217,158,-33.01,259
2017,654,Kansas,1,8,6,0.9158,12,0.9196,6,122.1,34,95.3,10,26.8,62,70.5,1,0.7816,6,104.3,13,81.56,9,13,22.74,5
2017,653,Kansas St.,11,64,28,0.8438,26,0.8967,55,111.9,27,94.3,30,17.6,263,66.3,28,0.7412,69,84.86,37,85.63,24,29,-0.77,44
2017,652,Kent St.,14,64,138,0.6433,132,0.7683,171,104.4,129,102.9,140,1.5,168,68.3,198,0.5713,169,76.74,113,93.98,122,141,-17.24,135
2017,651,Kentucky,2,8,4,0.9301,6,0.9348,14,120.2,15,92.2,4,28,17,72.8,24,0.746,4,106.22,2,73.97,4,12,32.25,1
2017,650,Louisville,2,32,7,0.915,7,0.9331,19,118.3,6,90.7,5,27.6,177,68.2,6,0.7654,25,94.58,6,78.4,2,7,16.18,13
2017,649,Marquette,10,64,32,0.8301,35,0.8811,10,121.9,146,103.4,28,18.5,79,70,29,0.7411,7,103.91,114,94.1,70,30,9.81,19
2017,648,Maryland,6,64,35,0.8231,40,0.8745,37,114,66,98.6,46,15.4,226,67.1,49,0.7227,53,87.5,83,91.54,60,45,-4.04,58
2017,647,Miami FL,8,64,31,0.8305,36,0.8769,77,110,17,92.7,34,17.3,339,63,35,0.7326,138,79,53,87.71,28,28,-8.71,80
2017,646,Michigan,7,16,21,0.8685,18,0.9081,5,122.5,62,98.3,18,24.2,337,63.1,38,0.7313,27,94.16,168,97.92,88,15,-3.76,56
2017,645,Michigan St.,9,32,48,0.7991,61,0.8426,60,111.1,34,95.3,42,15.8,238,66.9,25,0.7452,84,83.42,43,86.44,33,44,-3.02,54
2017,644,Middle Tennessee,12,32,43,0.8071,29,0.8897,59,111.6,46,96.9,51,14.7,313,64.5,179,0.5785,92,82.36,82,91.35,55,42,-8.99,84
2017,643,Minnesota,5,64,33,0.8299,25,0.8968,63,110.9,21,93.5,32,17.4,94,69.6,26,0.7445,73,84.58,11,80.1,16,34,4.48,25
2017,642,Mount St. Mary's,16,64,195,0.5633,173,0.723,271,98.5,143,103.3,214,-4.8,233,67,267,0.5354,272,67.21,160,97.2,190,215,-29.99,232
2017,641,Nevada,12,64,53,0.7848,43,0.8634,33,115.4,97,101.3,55,14.1,86,69.9,121,0.6281,31,92.93,76,91.03,65,58,1.9,32
2017,640,New Mexico St.,14,64,91,0.7104,81,0.8113,76,110.1,132,103,91,7.1,202,67.7,209,0.5632,76,84.19,133,95.22,105,87,-11.03,103
2017,639,New Orleans,16,68,196,0.562,171,0.7262,242,100.5,105,101.8,182,-1.3,263,66.3,273,0.5332,245,69.74,119,94.46,143,178,-24.72,187
2017,638,North Carolina,1,1,3,0.9346,4,0.9384,3,123.3,25,94,3,29.3,55,70.8,4,0.7678,3,107.49,9,79.69,5,6,27.8,4
2017,637,North Carolina Central,16,68,153,0.629,119,0.7815,215,102,111,102.1,163,-0.1,256,66.5,351,0.3862,230,72.05,142,95.73,140,153,-23.68,176
2017,636,North Dakota,15,64,165,0.6048,169,0.7269,189,103.1,151,103.7,172,-0.6,39,71.3,315,0.5015,167,76.8,88,91.8,125,173,-15,124
2017,635,Northern Kentucky,15,64,143,0.6361,120,0.7805,132,106.4,181,105.5,147,0.9,189,68,246,0.5475,125,79.73,180,98.24,157,146,-18.51,140
2017,634,Northwestern,8,32,36,0.8222,34,0.8833,60,111.1,36,95.4,43,15.7,300,65.2,57,0.7112,95,81.97,60,89.09,43,36,-7.12,69
2017,633,Notre Dame,5,32,15,0.8781,11,0.9208,15,119.5,53,97.4,25,22.1,223,67.2,39,0.7312,19,95.91,68,90.16,38,24,5.75,23
2017,632,Oklahoma St.,10,64,13,0.8789,9,0.927,1,125.9,123,102.7,22,23.2,64,70.4,11,0.7627,1,113.11,79,91.19,48,26,21.92,7
2017,631,Oregon,3,4,24,0.8629,33,0.8837,16,118.7,24,93.8,16,24.9,238,66.9,64,0.6984,22,95.35,18,83.32,13,16,12.03,17
2017,630,Princeton,12,64,60,0.7715,72,0.8276,98,108.7,41,96.1,60,12.6,337,63.1,187,0.5749,160,77.37,104,93.24,78,55,-15.87,129
2017,629,Providence,11,68,56,0.7804,54,0.8479,103,108.4,32,94.9,56,13.5,252,66.6,58,0.7101,135,79.08,42,86.35,46,57,-7.27,72
2017,628,Purdue,4,16,17,0.8773,19,0.9048,23,117.8,17,92.7,15,25.1,120,69,41,0.7298,21,95.83,10,80.08,10,17,15.75,14
2017,627,Rhode Island,11,32,34,0.8261,38,0.8764,64,110.8,30,94.6,37,16.2,267,66.2,82,0.6689,91,82.45,47,86.83,31,37,-4.38,60
2017,626,Saint Mary's,7,32,18,0.8769,15,0.911,18,118.4,19,93,13,25.4,350,59.5,122,0.6258,60,86,124,94.8,60,4,-8.8,83
2017,625,Seton Hall,9,64,50,0.7911,56,0.8469,71,110.3,37,95.7,52,14.6,216,67.3,48,0.7248,88,83.08,39,85.96,38,53,-2.88,52
2017,624,SMU,6,64,16,0.8774,10,0.9208,12,120.9,28,94.4,11,26.5,329,63.8,78,0.673,33,92.05,78,91.19,29,5,0.86,35
2017,623,South Carolina,7,4,39,0.8109,39,0.876,132,106.4,3,89.1,34,17.3,159,68.4,46,0.7259,159,77.41,4,75.06,14,31,2.35,29
2017,622,South Dakota St.,16,64,203,0.5527,229,0.6509,64,110.8,299,112.1,182,-1.3,216,67.3,177,0.5789,67,85.04,311,109.87,255,187,-24.83,189
2017,621,Texas Southern,16,64,219,0.5216,214,0.6743,191,103,225,107.8,214,-4.8,137,68.7,340,0.4325,198,74.5,225,102.26,216,208,-27.76,217
2017,620,Troy,15,64,134,0.6469,117,0.7839,82,109.7,214,107.2,130,2.5,181,68.1,245,0.5477,83,83.54,229,102.46,177,130,-18.92,142
2017,619,UC Davis,16,64,209,0.5455,189,0.6938,288,97.5,126,102.8,217,-5.3,145,68.6,289,0.5214,276,66.68,125,94.85,168,217,-28.17,221
2017,618,UCLA,3,16,14,0.8785,17,0.9092,2,123.7,79,99.9,19,23.8,13,73.3,74,0.6785,2,112.77,26,84.45,22,25,28.32,3
2017,617,UNC Wilmington,12,64,58,0.7754,55,0.8474,22,118.1,192,106,63,12.1,71,70.2,169,0.5821,14,97.31,174,98.06,113,61,-0.75,43
2017,616,USC,11,32,65,0.7625,71,0.8278,45,113.1,83,100.4,59,12.7,120,69,77,0.6731,43,89.64,65,89.76,57,62,-0.12,41
2017,615,Vanderbilt,9,64,30,0.8332,30,0.8878,47,112.6,33,95.2,32,17.4,280,65.7,12,0.7627,70,84.72,56,88.5,34,32,-3.78,57
2017,614,VCU,10,64,64,0.764,75,0.8207,68,110.5,37,95.7,50,14.8,168,68.3,85,0.6638,86,83.33,38,85.85,36,52,-2.52,50
2017,613,Vermont,13,64,67,0.7594,59,0.8431,71,110.3,61,98,62,12.3,317,64.3,259,0.5418,118,80.17,137,95.51,97,60,-15.34,126
2017,612,Villanova,1,32,2,0.9475,3,0.9416,4,123.1,9,91.3,2,31.8,321,64.2,27,0.7428,12,99.19,24,84.24,8,1,14.95,16
2017,611,Virginia,5,32,20,0.872,24,0.8974,42,113.3,1,86.4,9,26.9,351,59.1,17,0.7568,154,77.67,25,84.45,11,3,-6.78,67
2017,610,Virginia Tech,9,64,44,0.8045,49,0.8571,19,118.3,117,102.5,42,15.8,168,68.3,54,0.7156,18,96.32,116,94.18,82,49,2.14,31
2017,609,Wake Forest,11,68,29,0.8362,22,0.899,6,122.1,154,103.9,29,18.2,57,70.7,23,0.7462,5,104.74,108,93.58,68,33,11.16,18
2017,608,West Virginia,4,16,5,0.918,2,0.9427,27,117.2,5,89.9,7,27.3,79,70,42,0.7287,17,96.97,3,74.5,2,10,22.47,6
2017,607,Wichita St.,10,32,10,0.8907,8,0.9273,13,120.5,20,93.1,6,27.4,132,68.8,129,0.6185,11,99.7,12,81.34,7,9,18.36,10
2017,606,Winthrop,13,64,100,0.6999,91,0.8032,120,107.1,126,102.8,114,4.3,47,71,319,0.4914,106,80.69,87,91.6,101,115,-10.91,102
2017,605,Wisconsin,8,16,25,0.861,32,0.8857,39,113.5,6,90.7,24,22.8,331,63.4,50,0.721,87,83.33,30,84.85,19,18,-1.52,46
2017,604,Xavier,11,8,37,0.8172,52,0.8507,34,114.9,71,99.4,44,15.5,223,67.2,19,0.7533,40,89.99,89,91.9,62,40,-1.91,47
2016,603,Arizona,6,64,22,0.86,30,0.8971,14,118.8,33,95.6,14,23.2,144,68.5,65,0.6967,13,96.49,27,84.06,13,18,12.43,12
2016,602,Austin Peay,16,64,226,0.5132,206,0.6968,175,104.3,270,110,220,-5.7,97,69.5,199,0.5749,162,76.05,243,103.65,232,218,-27.6,199
2016,601,Baylor,5,64,25,0.8554,25,0.9038,10,119.3,60,98.5,23,20.8,248,66.6,12,0.7521,17,94.7,96,92.66,55,22,2.04,38
2016,600,Buffalo,14,64,134,0.654,135,0.7779,144,106.4,152,103.8,137,2.6,28,72.1,142,0.6162,116,80.63,83,91.57,114,142,-10.94,96
2016,599,Butler,9,32,27,0.8466,24,0.9043,19,117.7,105,101.1,36,16.6,188,67.8,50,0.7188,12,96.51,95,92.55,61,39,3.96,27
2016,598,Cal St. Bakersfield,15,64,103,0.7212,67,0.8561,188,103.3,45,97,108,6.3,188,67.8,269,0.5298,203,72.79,52,88.45,73,107,-15.66,122
2016,597,California,4,64,32,0.8358,33,0.8958,40,113.5,15,93.1,25,20.4,162,68.1,52,0.7145,59,86.93,21,83.14,13,24,3.79,29
2016,596,Chattanooga,12,64,112,0.6941,107,0.8116,144,106.4,81,99.7,106,6.7,264,66.2,263,0.5358,152,77.41,105,93.64,100,100,-16.23,125
2016,595,Cincinnati,9,64,39,0.8164,51,0.874,77,110.8,15,93.1,32,17.7,331,64.3,85,0.6733,129,79.68,34,85.59,26,30,-5.91,67
2016,594,Colorado,8,64,66,0.7676,75,0.8515,97,109.1,26,95.1,55,14,121,69,54,0.7124,87,84.05,18,82.5,30,55,1.55,41
2016,593,Connecticut,9,32,28,0.8419,31,0.8965,56,112.2,11,92.7,27,19.5,292,65.7,78,0.6818,97,82.79,31,84.84,21,27,-2.05,52
2016,592,Dayton,7,64,40,0.8161,41,0.8849,129,107.2,18,93.7,56,13.5,162,68.1,69,0.6933,138,78.65,19,82.9,30,54,-4.25,57
2016,591,Duke,4,16,20,0.8639,38,0.8902,3,122.3,81,99.7,16,22.6,197,67.6,7,0.7616,4,101.46,91,92.28,50,15,9.18,16
2016,590,Fairleigh Dickinson,16,68,249,0.4844,218,0.6839,165,105.1,334,115.7,269,-10.6,46,71.2,326,0.4806,135,78.94,307,109.75,299,265,-30.81,219
2016,589,Florida Gulf Coast,16,64,191,0.5719,172,0.737,199,102.6,171,104.5,178,-1.9,250,66.5,237,0.5527,196,73.08,168,98.29,167,179,-25.21,174
2016,588,Fresno St.,14,64,109,0.7018,110,0.8075,123,107.5,98,100.6,105,6.9,121,69,130,0.6288,119,80.41,72,90.97,83,106,-10.56,94
2016,587,Gonzaga,11,16,15,0.8701,22,0.9086,21,117.3,48,97.2,26,20.1,215,67.3,101,0.6487,29,92.64,54,88.61,35,28,4.03,26
2016,586,Green Bay,14,64,127,0.6626,129,0.7866,99,109,181,105.2,126,3.8,5,76.1,171,0.59,41,89.98,45,88.18,81,130,1.8,40
2016,585,Hampton,16,64,259,0.4692,262,0.637,245,100,220,107.7,246,-7.7,44,71.4,344,0.4403,227,71.52,155,97.64,193,238,-26.12,184
2016,584,Hawaii,13,32,54,0.7913,46,0.8797,104,108.3,41,96.6,65,11.7,62,70.6,163,0.5951,93,83.48,26,84.05,42,63,-0.57,46
2016,583,Holy Cross,16,64,274,0.4451,276,0.6112,309,96.2,233,108.4,286,-12.2,338,63.6,289,0.5193,323,60.95,320,111.64,318,293,-50.69,336
2016,582,Indiana,5,16,26,0.8514,29,0.8982,6,121.5,53,97.6,12,23.9,194,67.7,63,0.6981,7,100.49,58,89.3,28,13,11.19,13
2016,581,Iona,13,64,102,0.7214,103,0.8144,79,110.7,134,102.9,100,7.8,33,71.8,209,0.5687,46,88.5,82,91.55,88,101,-3.05,55
2016,580,Iowa,7,32,14,0.8729,14,0.9281,25,116.5,24,95,21,21.5,121,69,41,0.7255,19,93.73,28,84.19,15,20,9.54,15
2016,579,Iowa St.,4,16,12,0.8768,20,0.9177,4,122.1,92,100.2,20,21.9,54,71,9,0.7566,1,105.06,50,88.33,30,23,16.73,6
2016,578,Kansas,1,8,1,0.9848,1,0.9872,6,121.5,5,90.4,1,31.1,129,68.9,4,0.7759,8,100.35,2,78.14,1,3,22.21,2
2016,577,Kentucky,4,32,10,0.9028,15,0.9243,1,123.9,49,97.3,7,26.6,237,67,25,0.7354,3,102.27,57,89.06,24,6,13.21,10
2016,576,Little Rock,12,32,61,0.7754,28,0.8986,102,108.5,31,95.5,60,13,341,63.4,249,0.5462,163,76.03,87,92.14,60,46,-16.11,124
2016,575,Maryland,5,16,24,0.8561,26,0.9018,24,116.8,31,95.5,22,21.3,211,67.4,38,0.7261,38,90.54,44,88.09,24,19,2.45,35
2016,574,Miami FL,3,16,11,0.8885,10,0.9358,12,119.1,33,95.6,13,23.5,283,65.9,5,0.7746,23,93.5,62,89.71,30,11,3.79,29
2016,573,Michigan,11,64,42,0.8123,54,0.8684,29,115.1,91,100.1,43,15,274,66,59,0.7034,52,87.42,143,96.9,89,41,-9.48,89
2016,572,Michigan St.,2,64,3,0.9402,2,0.9716,2,123.8,12,92.8,2,31,255,66.4,66,0.6956,5,101.26,32,84.86,11,2,16.4,7
2016,571,Middle Tennessee,15,32,116,0.6861,123,0.7948,196,102.8,70,99.1,127,3.7,197,67.6,202,0.5728,187,73.62,67,90.45,94,127,-16.83,128
2016,570,North Carolina,1,2,4,0.9387,5,0.9584,4,122.1,13,92.9,4,29.2,51,71.1,16,0.7458,2,103.77,6,79.96,3,4,23.81,1
